Track,Artist,Album,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity
Phantom of the Opera Song,Me First and the Gimme Gimmes,Are a Drag, 1999,105133,4,0.456,0.807,2,-6.709,0,0.045,0.00127,0.000296,0.363,0.513,92.706,32
Rocket Man,Me First and the Gimme Gimmes,Have a Ball, 1999,195226,4,0.51,0.844,11,-6.444,1,0.0567,0.000168,0.000449,0.137,0.432,104.966,43
San Francisco,Me First and the Gimme Gimmes,Blow in the Wind, 1999,107960,4,0.39,0.948,9,-3.755,1,0.0852,0.0000594,0.000364,0.215,0.449,88.263,24
The Longest Time,Me First and the Gimme Gimmes,Ruin Jonny's Bar Mitzvah, 1999,150173,4,0.428,0.941,2,-6.032,1,0.0636,0.00169,0,0.961,0.485,109.269,31
Anaconda,Melvins,Bullhead, 1993,143360,4,0.366,0.538,11,-14.927,0,0.0389,0.0000737,0.303,0.0915,0.478,136.418,26
Boris,Melvins,Bullhead, 1991,514505,4,0.493,0.257,11,-16.899,0,0.0336,0.252,0.00168,0.106,0.123,126.556,30
Edgar the Elephant - Acoustic,Melvins,Five Legged Dog, 1993,210706,4,0.537,0.576,5,-8.931,0,0.0391,0.143,0.145,0.15,0.466,110.765,6
Honey Bucket,Melvins,Houdini, 1993,181146,4,0.414,0.892,2,-10.722,1,0.0523,0.00000531,0.346,0.345,0.594,88.064,51
Hooch,Melvins,Houdini, 1993,169093,4,0.679,0.682,7,-9.01,0,0.042,0.18,0.0539,0.159,0.469,104.238,42
Night Goat,Melvins,Houdini, 1993,281066,4,0.462,0.884,10,-8.888,1,0.0364,0.00327,0.735,0.125,0.247,141.197,42
Oven,Melvins,Ozma / Gluey Porch Treatments, 1993,88600,4,0.492,0.368,5,-16.05,1,0.0796,0.00127,0.00221,0.354,0.442,164.393,21
Revolve,Melvins,Stoner Witch, 1993,284906,4,0.448,0.796,2,-7.896,1,0.0283,0.000274,0.443,0.171,0.565,97.178,49
The Bit,Melvins,Stag, 1993,283600,3,0.379,0.814,2,-7.168,1,0.0468,0.00159,0.0242,0.249,0.22,117.398,32
12XU,Minor Threat,First Two Seven Inches, 1981,64680,4,0.354,0.924,4,-8.342,0,0.0904,0.00019,0.855,0.0887,0.802,181.885,50
Betray,Minor Threat,Out of Step, 1981,184586,4,0.28,0.964,9,-6.235,1,0.0562,0.000138,0.373,0.077,0.564,162.632,44
Filler,Minor Threat,First Two Seven Inches, 1981,92693,4,0.171,0.977,1,-6.716,0,0.101,0.000181,0.00405,0.0636,0.571,184.916,47
Guilty Of Being White,Minor Threat,First Two Seven Inches, 1981,77186,4,0.338,0.98,2,-5.693,1,0.0677,0.155,0.00000259,0.257,0.35,92.894,41
In My Eyes,Minor Threat,First Two Seven Inches, 1981,169320,4,0.276,0.959,7,-5.86,1,0.143,0.0343,0.0094,0.0554,0.449,161.114,44
Little Friend,Minor Threat,Out of Step, 1981,138106,4,0.263,0.917,10,-7.244,0,0.109,0.0000407,0.615,0.318,0.641,151.589,30
Minor Threat,Minor Threat,First Two Seven Inches, 1981,89160,4,0.272,0.909,2,-7.476,1,0.0529,0.00145,0.00221,0.207,0.947,166.453,58
Out Of Step,Minor Threat,Out of Step, 1981,80786,4,0.398,0.951,0,-7.294,1,0.379,0.0173,0.00157,0.823,0.693,170.449,44
Seeing Red,Minor Threat,First Two Seven Inches, 1981,63013,4,0.319,0.836,2,-6.999,1,0.137,0.00787,0.00805,0.527,0.643,168.764,49
Straight Edge,Minor Threat,First Two Seven Inches, 1981,45160,4,0.258,0.96,5,-6.44,1,0.0602,0.000658,0.0192,0.339,0.789,188.899,52
#1 Hit Song,Minutemen,Double Nickels on the Dime, 1983,109066,4,0.576,0.82,4,-9.387,1,0.113,0.0144,0.739,0.2,0.445,91.208,37
Bob Dylan Wrote Propaganda Songs,Minutemen,What Makes a Man Start Fires?, 1983,89466,4,0.446,0.978,4,-7.804,0,0.0751,0.0000299,0.865,0.0996,0.328,145.429,24
Cohesion,Minutemen,Double Nickels on the Dime, 1983,116933,4,0.387,0.196,7,-22.884,1,0.0414,0.931,0.874,0.11,0.372,95.946,37
Corona,Minutemen,Double Nickels on the Dime, 1983,145533,4,0.47,0.913,7,-10.196,1,0.0343,0.0000659,0.267,0.222,0.977,130.425,49
King of the Hill,Minutemen,Project: Mersh, 1983,207293,4,0.416,0.799,2,-10.482,1,0.0931,0.045,0.01,0.229,0.627,178.459,15
Maybe Partying Will Help,Minutemen,Double Nickels on the Dime, 1983,116426,4,0.59,0.833,9,-9.976,1,0.0983,0.0145,0.527,0.0613,0.574,134.864,35
Political Song for Michael Jackson to Sing,Minutemen,Double Nickels on the Dime, 1983,91133,4,0.538,0.895,1,-8.629,1,0.161,0.171,0.000601,0.115,0.74,171.858,27
The Glory of Man,Minutemen,Double Nickels on the Dime, 1983,177560,4,0.541,0.736,4,-11.999,1,0.191,0.000483,0.767,0.0963,0.931,172.687,34
This Ain't No Picnic,Minutemen,Double Nickels on the Dime, 1983,117733,4,0.446,0.847,4,-9.58,0,0.22,0.00387,0,0.153,0.586,155.748,28
Viet Nam,Minutemen,Double Nickels on the Dime, 1983,89666,4,0.716,0.877,2,-9.299,1,0.281,0.0128,0.000918,0.114,0.956,160.513,44
Halloween,Misfits,Collection 2, 1981,112426,4,0.381,0.938,0,-9.008,1,0.0757,0.0172,0,0.271,0.0954,108.735,46
London Dungeon,Misfits,Collection, 1981,154400,4,0.344,0.912,0,-11.219,1,0.164,0.109,0.0973,0.19,0.273,170.842,53
Night Of The Living Dead,Misfits,Collection, 1981,117800,4,0.367,0.918,5,-12.97,1,0.0463,0.0339,0.126,0.123,0.195,108.663,34
Teenagers From Mars,Misfits,Static Age, 1981,170706,4,0.347,0.945,4,-9.165,1,0.0469,0.274,0.648,0.168,0.462,164.606,40
Jet Boy,New York Dolls,New York Dolls, 1973,280400,4,0.227,0.825,9,-8.903,0,0.0674,0.00584,0,0.128,0.42,173.32,33
Looking For A Kiss,New York Dolls,New York Dolls, 1973,198400,4,0.47,0.701,9,-12.691,1,0.0346,0.0017,0,0.324,0.818,140.968,39
Personality Crisis,New York Dolls,New York Dolls, 1973,221506,4,0.429,0.914,7,-9.594,1,0.0505,0.0321,0.0000926,0.436,0.685,155.588,49
Stranded In The Jungle - Alternate Version,New York Dolls,In Too Much Too Soon, 1973,243866,4,0.469,0.546,9,-9.277,1,0.0998,0.164,0.000566,0.0881,0.547,132.353,27
Subway Train,New York Dolls,New York Dolls, 1973,260226,4,0.337,0.708,2,-9.738,1,0.0329,0.00444,0.000184,0.163,0.664,125.163,29
Trash,New York Dolls,New York Dolls, 1973,188306,4,0.478,0.698,7,-9.255,1,0.0321,0.00114,0,0.191,0.85,112.99,44
Dumb Reminders,No Use For A Name,Hard Rock Bottom, 1995,169000,4,0.494,0.934,2,-4.785,1,0.0655,0.00285,0.00000178,0.352,0.811,89.945,42
Exit,No Use For A Name,Leche Con Carne!, 1995,217026,4,0.395,0.992,4,-7.055,1,0.17,0.00025,0.0000799,0.087,0.0889,96.085,27
For Fiona,No Use For A Name,Keep Them Confused, 1995,161026,4,0.599,0.859,11,-6.489,1,0.0446,0.0156,0,0.221,0.749,92.993,38
Justified Black Eye,No Use For A Name,Leche Con Carne!, 1995,158933,4,0.384,0.981,7,-5.971,1,0.099,0.000536,0.0000586,0.0574,0.631,158.2,42
Let Me Down,No Use For A Name,Hard Rock Bottom, 1995,177906,4,0.503,0.834,2,-4.816,1,0.041,0.056,0.00000236,0.331,0.587,100.453,33
Not Your Savior,No Use For A Name,More Betterness!, 1995,224666,4,0.185,0.9,0,-6.443,1,0.0637,0.0000782,0,0.402,0.49,175.537,34
On the Outside,No Use For A Name,Making Friends, 1995,170960,3,0.435,0.99,11,-5.756,0,0.0717,0.002,0.000088,0.216,0.319,108.113,35
Soulmate,No Use For A Name,Live in a Dive, 1995,213506,4,0.397,0.978,8,-3.78,1,0.0986,0.00257,0.0000406,0.354,0.382,101.275,17
The Feel Good Song of the Year,No Use For A Name,The Feel Good Record of the Year, 1995,189266,4,0.53,0.993,11,-3.43,0,0.0704,0.000446,0,0.198,0.401,119.539,30
Bob,NOFX,"White Trash, Two Heebs and a Bean", 1994,122160,4,0.571,0.854,0,-6.191,1,0.0694,0.0227,0,0.446,0.767,90.396,52
Don't Call Me White,NOFX,The Greatest Songs Ever Written (By Us), 1994,153280,4,0.396,0.953,4,-4.604,1,0.129,0.0000657,0.0000887,0.211,0.356,94.323,22
Eat The Meek,NOFX,So Long & Thanks For All The Shoes, 1994,211666,4,0.701,0.676,5,-5.851,1,0.0519,0.00469,0.145,0.212,0.925,78.349,44
Kill All the White Man,NOFX,The Longest Line, 1994,168266,4,0.397,0.68,0,-7.511,1,0.102,0.000959,0,0.145,0.862,79.08,36
Leave It Alone,NOFX,Punk In Drublic, 1994,124426,4,0.36,0.856,5,-9.079,1,0.0449,0.000174,0.0152,0.396,0.469,99.059,51
Linoleum,NOFX,Punk In Drublic, 1994,130266,4,0.414,0.933,4,-8.699,1,0.0875,0.0000332,0.000559,0.0702,0.436,98.375,59
New Happy Birthday Song? - Live,NOFX,They've Actually Gotten Worse Live, 1994,74706,4,0.498,0.755,0,-8.704,1,0.0664,0.0279,0,0.891,0.731,78.458,20
Punk Guy,NOFX,Punk In Drublic, 1994,68960,3,0.352,0.871,0,-7.885,1,0.1,0.000031,0.000222,0.136,0.559,97.932,37
Stickin In My Eye,NOFX,"White Trash, Two Heebs and a Bean", 1994,144466,4,0.299,0.97,9,-7.494,1,0.0799,0.0011,0.00752,0.0994,0.232,153.528,50
The Decline,NOFX,The Decline, 1999,1101773,4,0.299,0.954,9,-5.788,1,0.122,0.0101,0.0222,0.685,0.262,104.196,40
Bankshot - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,93426,4,0.267,0.988,5,-4.193,1,0.0663,0.0165,0.959,0.346,0.964,174.022,39
Bombshell - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,63600,4,0.281,0.956,2,-3.565,1,0.151,0.0528,0.00502,0.323,0.837,174.459,44
Jaded - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,111306,4,0.285,0.977,8,-3.69,1,0.109,0.0128,0.00000118,0.712,0.599,172.213,41
Knowledge - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,102106,4,0.42,0.947,5,-4.269,1,0.119,0.262,0.0000652,0.416,0.51,92.027,49
One of These Days - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,67333,4,0.571,0.953,2,-5.271,1,0.281,0.0979,0.0000133,0.205,0.888,177.809,34
Sound System - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,134026,4,0.569,0.954,2,-4.82,1,0.126,0.35,0.000265,0.0768,0.574,91.205,54
Take Warning - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,164200,4,0.64,0.725,1,-4.821,0,0.0445,0.221,0.0000451,0.106,0.682,85.151,43
The Crowd - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,131333,4,0.281,0.967,9,-4.764,1,0.12,0.076,0.00085,0.379,0.555,188.487,43
Unity - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,133826,4,0.583,0.863,9,-4.083,1,0.0692,0.193,0.0102,0.0717,0.842,92.688,46
Vulnerability - 2007 Remaster,Operation Ivy,Operation Ivy (2007 Remaster), 2007,120440,4,0.445,0.985,2,-3.599,1,0.107,0.154,0.000339,0.373,0.475,96.214,34
Because the Night,Patti Smith,Easter, 1978,204800,4,0.466,0.763,11,-7.748,0,0.0391,0.0542,0,0.119,0.473,123.539,66
Birdland,Patti Smith,Horses (Legacy Edition), 1988,553653,3,0.396,0.31,4,-11.324,1,0.0329,0.622,0.00000179,0.0853,0.225,133.862,33
Dancing Barefoot,Patti Smith,Wave, 1978,256533,4,0.492,0.639,2,-9.944,1,0.0319,0.235,0,0.0738,0.792,115.519,57
Free Money,Patti Smith,Horses (Legacy Edition), 1975,232040,4,0.343,0.718,9,-7.632,0,0.0918,0.0585,0.0000349,0.157,0.452,77.772,42
Gloria: In Excelsis Deo,Patti Smith,Horses (Legacy Edition), 1975,354320,4,0.422,0.814,9,-7.365,1,0.195,0.118,0.0000053,0.115,0.411,147.065,49
Kimberly,Patti Smith,Horses (Legacy Edition), 1978,265466,4,0.687,0.555,11,-11.461,1,0.192,0.495,0.00748,0.0787,0.821,118.285,35
Land: Horses / Land of a Thousand Dances / La Mer(de),Patti Smith,Horses (Legacy Edition), 1975,565453,4,0.477,0.654,9,-10.408,1,0.324,0.121,0.000247,0.155,0.571,148.143,39
People Have the Power,Patti Smith,Dream Of Life, 1988,310400,4,0.622,0.737,2,-9.296,1,0.0289,0.0349,0.0000046,0.318,0.742,130.255,47
Redondo Beach,Patti Smith,Horses (Legacy Edition), 1975,205173,4,0.86,0.6,4,-9.103,1,0.121,0.229,0.000014,0.126,0.779,142.195,53
Alien,Pennywise,Straight Ahead, 1995,247133,4,0.264,0.909,7,-5.917,0,0.0471,0.0000666,0.382,0.416,0.745,156.48,41
Bro Hymn - 2005 Remaster,Pennywise,Full Circle (2005 Remaster), 2005,310401,4,0.364,0.933,7,-5.551,1,0.0739,0.000931,0.0314,0.862,0.46,94.335,41
Fuck Authority,Pennywise,Land Of The Free?, 1995,196120,4,0.45,0.937,5,-2.819,0,0.0504,0.000887,0.00457,0.379,0.791,101.922,58
Let Us Hear Your Voice,Pennywise,All Or Nothing (Deluxe Edition), 1995,224066,4,0.508,0.985,1,-3.721,1,0.0995,0.000112,0.204,0.0918,0.572,122.49,47
Peaceful Day - 2005 Remaster,Pennywise,About Time (2005 Remaster), 2005,171906,4,0.338,0.98,2,-3.463,0,0.142,0.00394,0,0.224,0.319,117.613,45
Same Old Story - 2005 Remaster,Pennywise,About Time (2005 Remaster), 2005,162946,4,0.442,0.978,0,-3.653,1,0.128,0.0258,0,0.212,0.45,95.585,43
Society - 2005 Remaster,Pennywise,Full Circle (2005 Remaster), 2005,204786,4,0.339,0.971,7,-5.007,1,0.0508,0.00132,0.0000693,0.0735,0.699,89.774,44
Bump And Grind,Plasmatics,Put Your Love In Me: Love Songs For The Apocolypse, 1980,265866,4,0.353,0.958,5,-5.938,0,0.08,0.00342,0.00211,0.26,0.109,141.76,7
Butcher Baby,Plasmatics,New Hope For The Wretched/Metal Priestess, 1980,212266,4,0.259,0.938,1,-5.478,1,0.14,0.0312,0.000788,0.933,0.171,114.988,20
Fuck That Booty,Plasmatics,Put Your Love In Me: Love Songs For The Apocolypse, 1980,212933,4,0.327,0.878,4,-6.394,0,0.0601,0.0000316,0.0252,0.0997,0.387,134.455,9
I Love Sex (And Rock And Roll),Plasmatics,W.O.W., 1980,228053,4,0.465,0.875,2,-6.32,1,0.0465,0.0593,0,0.181,0.197,97.93,10
Masterplan,Plasmatics,Beyond The Valley Of 1984, 1980,190120,4,0.278,0.889,9,-3.337,0,0.0549,0.000845,0.763,0.122,0.437,96.78,17
Monkey Suit,Plasmatics,New Hope For The Wretched/Metal Priestess, 1980,207906,4,0.27,0.927,11,-4.087,0,0.144,0.000478,0.00000229,0.11,0.286,129.162,11
Party,Plasmatics,Kommander Of Kaos, 1980,217320,4,0.359,0.922,9,-5.655,1,0.0961,0.000331,0.124,0.16,0.322,136.859,5
The Humpty Song,Plasmatics,Put Your Love In Me: Love Songs For The Apocolypse, 1980,177293,4,0.793,0.708,10,-9.678,0,0.143,0.0181,0.00000528,0.471,0.816,96.661,1
Thief In The Night,Plasmatics,W.O.W., 1980,223760,4,0.426,0.793,9,-5.984,1,0.0466,0.29,0.00000123,0.599,0.517,97.384,9
Want You Baby,Plasmatics,New Hope For The Wretched/Metal Priestess, 1980,116613,4,0.419,0.916,1,-4.945,1,0.0528,0.00048,0.0535,0.33,0.317,64.41,11
Careering,Public Image Ltd.,Second Edition, 1980,274906,4,0.592,0.434,11,-15.641,0,0.0307,0.00074,0.0152,0.15,0.55,131.022,16
Flowers of Romance,Public Image Ltd.,The Flowers Of Romance, 1981,171800,4,0.527,0.613,0,-15.362,1,0.0531,0.411,0.141,0.642,0.75,170.187,17
Memories,Public Image Ltd.,Second Edition, 1982,308826,4,0.374,0.614,0,-13.728,1,0.0769,0.0000616,0.00103,0.187,0.605,141.102,18
Public Image - Remastered 2011,Public Image Ltd.,The Public Image Is Rotten (Songs From The Heart), 2011,178733,4,0.286,0.866,4,-6.552,1,0.0723,0.0000479,0.0000294,0.697,0.604,155.366,39
Religion II,Public Image Ltd.,First Issue, 1981,351666,4,0.581,0.41,11,-10.965,0,0.0308,0.00689,0.00911,0.215,0.424,109.212,13
Rise,Public Image Ltd.,Public Image Ltd., 1986,378360,4,0.526,0.873,0,-5.28,1,0.0754,0.00795,0.00000736,0.339,0.629,86.313,40
Seattle,Public Image Ltd.,Happy?, 1986,220293,4,0.493,0.746,2,-11.773,1,0.0367,0.043,0,0.381,0.775,93.96,36
Swan Lake,Public Image Ltd.,Second Edition, 1986,253240,4,0.442,0.786,0,-12.117,1,0.0569,0.0000101,0.503,0.104,0.723,122.249,21
The Order of Death,Public Image Ltd.,This is What You Want... This Is What You Get, 1986,289973,4,0.653,0.598,11,-12.919,0,0.0336,0.166,0.539,0.607,0.552,103.088,36
This Is Not a Love Song,Public Image Ltd.,This is What You Want... This Is What You Get, 1983,252293,4,0.612,0.782,9,-9.881,1,0.0482,0.167,0.079,0.201,0.667,126.945,31
Avenues & Alleyways,Rancid,...And Out Come The Wolves, 1994,192098,4,0.351,0.975,7,-5.109,1,0.148,0.00726,0.000113,0.238,0.174,164.46,37
Fall Back Down,Rancid,Indestructible, 2003,223227,4,0.525,0.989,4,-1.438,1,0.0527,0.00244,0,0.123,0.504,104.069,57
Journey to the End of the East Bay,Rancid,...And Out Come The Wolves, 1994,192160,4,0.489,0.931,0,-5.581,1,0.0895,0.014,0.000312,0.21,0.519,169.696,43
Maxwell Murder,Rancid,...And Out Come The Wolves, 1994,85863,4,0.489,0.969,5,-5.501,1,0.0817,0.0851,0.0186,0.174,0.661,155.481,54
Roots Radical,Rancid,...And Out Come The Wolves, 1994,167653,4,0.533,0.967,0,-4.754,1,0.119,0.0743,0,0.125,0.711,161.807,53
Ruby Soho,Rancid,...And Out Come The Wolves, 1994,157586,4,0.502,0.933,7,-6.024,1,0.0499,0.0119,0.00191,0.0835,0.939,161.875,60
Salvation,Rancid,Let's Go, 2003,173103,4,0.47,0.895,9,-8.083,1,0.0476,0.0039,0.0000545,0.296,0.877,141.951,49
The 11th Hour,Rancid,...And Out Come The Wolves, 2003,147897,4,0.432,0.946,5,-5.149,1,0.184,0.00973,0.0000135,0.152,0.619,170.196,43
Time Bomb,Rancid,...And Out Come The Wolves, 1995,144585,4,0.635,0.967,9,-4.568,1,0.053,0.259,0,0.519,0.942,164.52,64
Acid Rain,Reagan Youth,A Collection of Pop Classics, 1982,115333,4,0.328,0.936,11,-4.915,1,0.0699,0.000862,0.0000068,0.278,0.292,149.574,22
"Back to the Garden, Pts, 1-4",Reagan Youth,A Collection of Pop Classics, 1982,247400,4,0.26,0.428,7,-9.49,1,0.0365,0.00237,0.835,0.092,0.0537,121.143,11
Degenerated,Reagan Youth,A Collection of Pop Classics, 1982,142000,4,0.344,0.877,7,-6.507,1,0.267,0.0926,0.0000318,0.119,0.293,202.697,37
Jesus Was a Communist,Reagan Youth,A Collection of Pop Classics, 1982,104426,4,0.411,0.763,0,-5.09,1,0.0356,0.000942,0.0326,0.285,0.382,87.476,19
No Class,Reagan Youth,A Collection of Pop Classics, 1982,94440,4,0.554,0.88,2,-5.271,1,0.177,0.133,0.0000233,0.388,0.346,103.197,40
Reagan Youth,Reagan Youth,Punk Rock New York, 1982,75973,4,0.366,0.905,2,-8.657,1,0.0636,0.00331,0.0000313,0.386,0.848,164.831,34
U.S.A.,Reagan Youth,A Collection of Pop Classics, 1982,83000,4,0.377,0.945,1,-5.843,0,0.0674,0.0239,0.109,0.314,0.324,173.206,27
Urban Savages,Reagan Youth,A Collection of Pop Classics, 1982,83866,4,0.26,0.791,1,-4.304,1,0.104,0.0512,0,0.244,0.444,76.661,17
Audience Of One,Rise Against,Appeal To Reason, 2006,245480,4,0.393,0.93,1,-3.845,1,0.0431,0.000251,0.0000201,0.253,0.611,161.839,52
Give It All,Rise Against,Siren Song Of The Counter-Culture, 2006,170893,4,0.582,0.942,2,-3.098,1,0.0637,0.000371,0.004,0.078,0.357,103.057,57
Hero Of War,Rise Against,Appeal To Reason, 2008,253080,4,0.636,0.417,4,-7.022,1,0.0292,0.543,0,0.0982,0.255,76.964,59
Injection,Rise Against,The Sufferer & The Witness, 2006,199213,4,0.42,0.996,8,-2.961,0,0.0804,0.000229,0.00042,0.0897,0.433,105.686,50
Nowhere Generation,Rise Against,Nowhere Generation, 2021,232933,4,0.373,0.944,11,-3.99,1,0.0998,0.00265,0.0000355,0.422,0.376,165.881,48
Paper Wings,Rise Against,Siren Song Of The Counter-Culture, 2004,223613,4,0.556,0.93,3,-3.62,1,0.0538,0.000921,0.00514,0.108,0.514,100.143,47
Prayer Of The Refugee,Rise Against,The Sufferer & The Witness, 2006,199386,4,0.2,0.977,3,-3.494,0,0.159,0.00165,0.000011,0.259,0.39,195.711,67
Ready To Fall,Rise Against,The Sufferer & The Witness, 2006,227706,4,0.443,0.984,1,-3.794,0,0.077,0.000118,0.000593,0.0782,0.484,128.577,46
Savior,Rise Against,Appeal To Reason, 2008,242280,4,0.339,0.931,5,-3.425,0,0.062,0.0015,0.000142,0.425,0.467,112.545,62
Swing Life Away,Rise Against,Siren Song Of The Counter-Culture, 2004,200066,3,0.477,0.426,6,-6.961,1,0.043,0.544,0,0.0903,0.789,184.866,57
The Good Left Undone,Rise Against,The Sufferer & The Witness, 2006,181453,5,0.179,0.979,1,-3.803,0,0.145,0.000212,0.00000172,0.131,0.524,197.022,55
Disconnect - Live,Rollins Band,Weighting, 1992,296000,4,0.0684,0.998,2,-2.469,1,0.247,0.00957,0.922,0.887,0.0446,188.244,20
Do It,Rollins Band,Do It, 1992,163346,4,0.289,0.972,9,-2.761,1,0.0634,0.0000405,0.00569,0.256,0.551,171.696,19
Ghostrider,Rollins Band,The Crow Original Motion Picture Soundtrack, 1992,345733,4,0.188,0.952,5,-6.489,0,0.102,0.00102,0.0516,0.0852,0.203,138.831,38
Grip,Rollins Band,End Of Silence, 1992,290240,4,0.379,0.903,2,-9.153,1,0.0733,0.0033,0.00106,0.218,0.503,116.304,21
Liar - Live,Rollins Band,Weighting, 1992,485893,4,0.183,0.966,9,-3.484,1,0.294,0.448,0.0000882,0.325,0.144,78.037,33
Low Self Opinion,Rollins Band,End Of Silence, 1992,324826,4,0.281,0.915,7,-9.57,1,0.0791,0.0134,0.00916,0.1,0.463,173.055,31
Starve,Rollins Band,Come In And Burn, 1992,248733,3,0.31,0.958,4,-3.992,1,0.132,0.000181,0.582,0.212,0.414,92.039,27
Tearing,Rollins Band,End Of Silence, 1992,296200,4,0.307,0.923,9,-9.825,1,0.1,0.0000474,0.386,0.297,0.463,164.224,20
What Have I Got,Rollins Band,Turned On, 1992,310840,3,0.272,0.668,11,-12.092,0,0.0673,0.000762,0.0211,0.336,0.561,161.656,10
Cool Kids,Screeching Weasel,Bark Like a Dog, 2000,133293,4,0.597,0.887,7,-6.584,1,0.0406,0.000742,0.0345,0.188,0.88,93.031,46
Guest List,Screeching Weasel,My Brain Hurts, 2000,145880,4,0.353,0.975,6,-3.212,0,0.053,0.00102,0.00000506,0.308,0.703,104.891,30
I Wanna Be A Homosexual (2023 Remaster),Screeching Weasel,Kill The Musicians (2023 Remaster), 2023,185493,4,0.265,0.921,4,-6.504,1,0.0515,0.00929,0.00888,0.093,0.768,148.68,23
My Right,Screeching Weasel,Boogadaboogadaboogada! (2020 Remaster), 2000,177293,4,0.275,0.983,4,-5.066,1,0.128,0.000499,0.0837,0.306,0.43,136.509,32
The Science of Myth,Screeching Weasel,My Brain Hurts, 2000,143093,4,0.317,0.978,6,-3.462,0,0.114,0.0362,0,0.321,0.326,157.636,28
What We Hate,Screeching Weasel,My Brain Hurts, 2000,146266,4,0.352,0.989,0,-3.017,1,0.084,0.136,0.00000201,0.531,0.488,136.964,26
Anarchy in the U.K.,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols", 1976,211973,4,0.323,0.978,5,-3.841,1,0.118,0.0422,0.00019,0.201,0.168,134.222,51
C'Mon Everybody - Remastered 2012,Sex Pistols,The Original Recordings, 2012,115000,4,0.465,0.708,3,-6.212,1,0.0323,0.233,0.0289,0.0893,0.786,85.239,10
EMI,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols", 1977,193653,4,0.197,0.954,10,-3.687,1,0.156,0.00502,0.0985,0.122,0.475,145.102,30
God Save the Queen,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols", 1977,200080,4,0.274,0.908,9,-5.419,1,0.0691,0.00103,0.00219,0.154,0.483,148.246,52
Holidays in the Sun,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols", 1977,202800,4,0.209,0.979,7,-4.791,1,0.213,0.143,0.0000695,0.319,0.219,147.9,41
Pretty Vacant,Sex Pistols,"Never Mind The Bollocks, Here's The Sex Pistols", 1977,198160,4,0.258,0.932,2,-5.194,1,0.0702,0.0467,0.00000809,0.142,0.334,145.582,44
Angels with Dirty Faces,Sham 69,Angels With Dirty Faces, 1978,155200,4,0.286,0.92,9,-6.79,0,0.0743,0.00235,0.65,0.298,0.578,89.413,17
Borstal Breakout,Sham 69,The Complete Collection, 1977,131653,4,0.244,0.903,11,-4.427,1,0.128,0.000102,0.0605,0.157,0.826,189.623,37
Hersham Boys (1979 Version),Sham 69,The Best of Sham 69 - Cockney Kids Are Innocent, 1979,203813,4,0.401,0.925,11,-5.763,1,0.0667,0.11,0,0.917,0.647,148.827,17
Hurry Up Harry,Sham 69,The Complete Collection, 1978,205720,4,0.401,0.947,2,-4.567,1,0.0592,0.00305,0.332,0.0748,0.747,162.473,39
If The Kids Are United,Sham 69,If the Kids Are United: The Best Of, 1978,217306,4,0.443,0.976,2,-10.368,1,0.0645,0.0326,0.00000229,0.0895,0.227,141.652,36
Questions and Answers,Sham 69,Adventures of the Hersham Boys (Bonus Track Edition), 1978,196626,4,0.424,0.92,9,-6.795,0,0.0461,0.00155,0,0.284,0.776,149.012,16
That's Life,Sham 69,That's Life, 1978,171813,4,0.379,0.911,2,-9.001,1,0.101,0.0329,0,0.66,0.604,163.803,20
White Riot,Sham 69,Punk! Secret Records Presents 40 Years of Punk, 1978,120986,4,0.13,0.88,4,-7.842,0,0.0665,0.000128,0.0000164,0.349,0.67,195.351,9
Built to Last,Sick Of It All,Built to Last, 1997,121360,4,0.564,0.96,2,-5.33,1,0.0407,0.000531,0,0.118,0.56,105.025,34
Clobberin' Time,Sick Of It All,Nonstop, 1999,69840,4,0.311,0.967,2,-3.851,1,0.179,0.00000337,0.201,0.35,0.379,92.364,28
Friends Like You,Sick Of It All,"Blood, Sweat & No Tears", 1989,68573,1,0.434,0.872,9,-9.044,1,0.036,0.000942,0.018,0.0894,0.883,186.934,18
Good Lookin' Out,Sick Of It All,Built to Last, 1994,113360,4,0.326,0.962,9,-5.681,1,0.0906,0.000789,0.0725,0.378,0.45,95.306,27
Injustice System!,Sick Of It All,Nonstop, 1994,113973,3,0.332,0.998,11,-2.88,0,0.0911,0.0000025,0.358,0.0659,0.242,137.113,34
My Life,Sick Of It All,Nonstop, 1997,50453,4,0.249,0.999,2,-2.89,1,0.352,0.00000848,0.00127,0.237,0.0512,180.089,18
