job_title,work_year,salary_in_usd,company_location,company_size
Business Intelligence Analyst,2023,150000,US,M
Data Analyst,2023,150000,US,M
Analytics Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
ML Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Machine Learning Infrastructure Engineer,2023,150000,US,M
Data Analyst,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
AI Engineer,2023,150000,US,M
Machine Learning Researcher,2023,150000,US,M
Research Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,CA,M
Data Analyst,2023,150000,US,M
Data Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Research Analyst,2023,150000,US,M
Business Intelligence Analyst,2023,150000,US,M
Head of Data,2023,184560,GB,M
Data Scientist,2023,34924,PL,M
Data Scientist,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Scientist,2023,150000,US,M
AI Research Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Analytics Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Analyst,2023,150000,US,M
Research Scientist,2023,150000,US,M
Research Scientist,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Architect,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Architect,2023,150000,US,M
Data Analyst,2023,150000,US,M
BI Analyst,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Business Intelligence Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Architect,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Architect,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Analytics Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Science Lead,2021,150000,US,M
Data Scientist,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Scientist,2023,150000,US,M
Analytics Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Science Manager,2023,150000,MX,M
Deep Learning Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
ML Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Analyst,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Machine Learning Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Engineer,2023,150000,US,M
Data Scientist,2023,150000,US,M
Research Scientist,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Engineer,2023,150000,US,M
Research Scientist,2023,150000,US,M
Deep Learning Engineer,2023,150000,US,M
Research Engineer,2023,150000,US,M
Data Analyst,2023,150000,US,M
Data Scientist,2022,150000,US,M
Applied Machine Learning Scientist,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Scientist,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Scientist,2022,150000,US,M
Data Scientist,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Scientist,2022,150000,US,M
Machine Learning Engineer,2022,150000,US,M
Research Scientist,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Machine Learning Researcher,2022,150000,US,M
Machine Learning Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Research Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Engineer,2022,150000,US,M
Data Analyst,2022,150000,US,M
Analytics Engineer,2022,150000,US,M
Data Engineer,2022,150000,US,M
Machine Learning Manager,2022,150000,US,M
Data Engineer,2022,150000,US,M
Business Data Analyst,2022,150000,US,L
Data Engineer,2022,150000,US,M
Data Engineer,2022,150000,US,M
Analytics Engineer,2022,150000,US,M
Machine Learning Engineer,2022,150000,US,L
Data Analyst,2022,150000,US,L
Lead Data Engineer,2022,115222,CA,S
Data Engineer,2022,150000,US,M
Data Scientist,2022,150000,US,M
Data Scientist,2022,150000,US,M
Data Analyst,2022,150000,US,M
Data Scientist,2022,33609,PL,L
Data Engineer,2021,150000,US,L
Computer Vision Software Engineer,2022,150000,AU,S
Data Architect,2021,150000,US,L
Data Scientist,2021,150000,US,M
BI Data Analyst,2021,150000,US,L
Data Engineer,2021,150000,US,M
Data Engineer,2021,150000,US,L
Machine Learning Engineer,2020,150000,US,L
Analytics Engineer,2023,149925,US,M
Research Engineer,2022,149850,US,M
Data Scientist,2022,149850,US,M
Research Scientist,2022,149850,US,M
Machine Learning Engineer,2024,149800,US,M
Data Scientist,2024,149800,US,M
Data Manager,2023,149800,US,M
Data Scientist,2023,149800,US,M
Data Architect,2024,149750,US,M
Data Architect,2024,149750,US,M
Data Engineer,2023,149600,US,M
Data Engineer,2023,149600,US,M
Analytics Engineer,2024,149500,US,M
Data Analyst,2023,149500,US,M
Data Scientist,2023,149500,US,M
Data Analyst,2023,149500,US,M
Data Analyst,2024,149300,US,M
Applied Scientist,2023,149300,US,L
Data Scientist,2024,149200,US,M
Data Scientist,2024,149200,US,M
Data Analyst,2023,149200,CA,M
Machine Learning Engineer,2023,149094,US,M
Data Engineer,2024,149076,US,M
Data Engineer,2023,149076,US,M
Data Scientist,2023,149076,US,M
Data Scientist,2023,149076,US,M
Data Scientist,2023,149076,US,M
Data Engineer,2023,149040,US,M
Data Architect,2023,149040,US,M
Data Architect,2023,149040,US,M
Data Architect,2022,149040,US,M
Data Architect,2022,149040,US,M
Data Analyst,2024,149000,US,M
Data Manager,2024,149000,DE,M
Data Engineer,2024,149000,US,M
Data Engineer,2024,149000,US,M
Data Architect,2024,149000,US,M
Data Analyst,2023,149000,US,M
Data Engineer,2023,149000,US,M
Machine Learning Engineer,2023,149000,CA,M
Data Analyst,2022,149000,US,M
Data Scientist,2023,148800,US,M
Analytics Engineer,2023,148800,US,M
Machine Learning Infrastructure Engineer,2022,148800,US,M
Machine Learning Engineer,2022,148800,US,M
Data Scientist,2022,148800,US,M
Machine Learning Engineer,2024,148750,US,M
Data Scientist,2023,148750,US,M
Data Scientist,2023,148750,US,M
Data Scientist,2023,148750,US,M
Data Analyst,2023,148700,US,M
Data Specialist,2022,148700,US,L
Machine Learning Engineer,2024,148594,US,M
Machine Learning Engineer,2023,148594,US,M
Machine Learning Engineer,2023,148594,US,M
Machine Learning Engineer,2023,148590,US,M
Data Scientist,2024,148500,US,M
Data Engineer,2023,148500,CA,M
Data Engineer,2023,148500,CA,M
Data Engineer,2023,110019,CA,M
Data Analyst,2023,148500,US,M
Machine Learning Engineer,2023,148500,US,M
ML Engineer,2022,148500,US,L
Research Analyst,2023,148350,US,M
Business Intelligence Analyst,2024,148300,US,M
Data Science Lead,2023,148300,US,M
Data Engineer,2023,148200,US,M
Data Engineer,2024,148100,US,M
Data Scientist,2024,148100,US,M
Data Integration Engineer,2024,148000,US,M
AI Engineer,2024,148000,US,M
Data Engineer,2024,148000,US,M
Data Engineer,2024,148000,US,M
Data Scientist,2024,148000,US,M
Data Integration Engineer,2024,148000,US,M
Data Engineer,2024,148000,US,M
Research Scientist,2024,148000,US,M
Data Engineer,2024,148000,US,M
Analytics Engineer,2024,148000,US,M
Data Engineer,2023,148000,US,M
Data Engineer,2023,148000,US,M
Research Engineer,2023,148000,US,M
Data Analyst,2023,148000,US,M
ML Engineer,2023,148000,US,L
Research Engineer,2023,148000,US,M
Data Scientist,2022,148000,US,M
Data Scientist,2022,148000,US,M
Principal Data Scientist,2022,155499,DE,M
Machine Learning Engineer,2024,147900,US,M
Data Scientist,2024,147800,US,M
Data Architect,2022,147800,US,M
Data Scientist,2024,147670,US,M
Data Scientist,2024,147645,US,M
Business Intelligence Engineer,2024,147600,US,M
Data Analyst,2023,147600,US,M
Data Engineer,2024,147500,US,M
Data Scientist,2024,147500,US,M
Data Engineer,2024,147500,US,M
Data Engineer,2024,147500,US,M
Business Intelligence Developer,2024,147500,US,M
Analytics Engineer,2023,147500,US,M
Data Engineer,2023,147500,US,M
Data Engineer,2023,147500,US,M
Data Scientist,2023,147500,US,M
Analytics Engineer,2023,147500,US,M
Analytics Engineer,2023,147500,US,M
Data Scientist,2024,147400,US,M
Data Scientist,2023,147400,US,M
Data Scientist,2023,147400,US,M
Data Engineer,2023,147200,US,M
Data Engineer,2023,147200,US,M
Data Engineer,2023,147100,US,M
Data Engineer,2023,147100,US,M
Data Modeler,2023,147100,US,M
Data Engineer,2023,147100,US,M
Data Scientist,2023,147100,US,M
Data Visualization Engineer,2023,147100,US,M
Data Architect,2023,147100,US,M
Research Scientist,2023,147100,US,M
Data Scientist,2023,147100,US,M
Data Modeler,2023,147100,US,M
Data Engineer,2023,147100,US,M
Data Scientist,2023,147100,US,M
Machine Learning Engineer,2023,147100,US,M
Data Analyst,2024,147000,US,M
Data Analyst,2024,147000,US,M
Analytics Engineer,2024,147000,US,M
Data Engineer,2024,147000,US,M
Data Scientist,2023,147000,US,M
Machine Learning Engineer,2023,147000,US,M
BI Analyst,2023,147000,US,M
BI Analyst,2023,147000,US,M
Data Architect,2023,147000,US,M
Data Analyst,2023,147000,US,M
Machine Learning Engineer,2023,147000,US,M
Data Engineer,2023,147000,US,M
ML Engineer,2023,147000,US,M
Data Scientist,2021,147000,US,L
Principal Data Scientist,2021,173762,DE,M
Machine Learning Engineer,2024,146900,US,M
Machine Learning Engineer,2024,146900,US,M
Data Scientist,2024,146900,US,M
Machine Learning Engineer,2024,146900,US,M
Data Scientist,2024,146900,US,M
Machine Learning Engineer,2024,146900,US,M
Machine Learning Engineer,2024,146900,US,M
Data Scientist,2024,146900,US,M
Machine Learning Engineer,2024,146900,US,M
Data Scientist,2024,146900,US,M
Machine Learning Engineer,2023,146900,US,M
AI Architect,2023,146900,US,M
Business Intelligence,2024,146851,US,M
Data Engineer,2023,146850,US,M
Data Analyst,2023,146850,US,M
Data Scientist,2024,146800,US,M
Data Modeler,2023,146600,US,M
Data Scientist,2023,146600,US,M
Machine Learning Engineer,2023,146600,US,M
Machine Learning Engineer,2023,146600,US,M
Data Analyst,2024,146500,US,M
Data Engineer,2023,146400,US,M
Research Scientist,2023,146300,US,M
Data Engineer,2024,146266,US,M
Data Engineer,2024,146266,US,M
Data Engineer,2024,146266,US,M
Data Engineer,2024,146266,US,M
Data Analyst,2023,146200,US,M
ETL Developer,2022,146200,US,M
Data Analyst,2023,146190,US,M
Cloud Database Engineer,2024,146125,US,M
Data Engineer,2023,146115,US,M
Data Engineer,2024,146100,US,M
Machine Learning Engineer,2024,146100,US,M
Data Engineer,2024,146100,US,M
Analytics Engineer,2023,146100,GB,M
Data Engineer,2023,146100,GB,M
Research Scientist,2024,146000,US,M
Data Engineer,2024,146000,US,M
Data Engineer,2024,146000,US,M
Research Scientist,2024,146000,US,M
Data Engineer,2024,146000,US,M
Research Engineer,2024,146000,US,M
Data Engineer,2024,146000,US,M
Data Science,2024,146000,US,M
Data Analyst,2024,146000,US,M
Research Engineer,2024,146000,US,M
Data Architect,2024,146000,US,M
Research Engineer,2024,146000,US,M
Data Engineer,2024,146000,US,M
Data Scientist,2024,146000,US,M
Data Scientist,2024,146000,US,M
Data Architect,2024,146000,US,M
Data Scientist,2024,146000,US,M
Data Architect,2024,146000,US,M
Research Scientist,2024,146000,US,M
Research Scientist,2024,146000,US,M
Research Engineer,2024,146000,US,M
Machine Learning Engineer,2024,146000,US,M
Data Scientist,2024,146000,CA,M
Data Scientist,2023,146000,US,M
Data Architect,2023,146000,US,M
Data Engineer,2023,146000,US,M
Machine Learning Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Scientist,2023,146000,US,M
Data Scientist,2023,146000,US,M
Data Manager,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Analytics Engineer,2023,146000,CA,M
Machine Learning Engineer,2023,146000,GB,M
Data Scientist,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Engineer,2023,146000,US,M
Data Scientist,2023,146000,US,M
Data Scientist,2022,146000,US,M
Data Engineer,2022,146000,US,M
Data Engineer,2022,146000,US,M
Data Scientist,2022,146000,US,M
Machine Learning Engineer,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Data Science Consultant,2023,145900,US,M
Data Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Applied Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Applied Scientist,2023,145900,US,M
Applied Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,US,M
Research Scientist,2023,145900,CA,M
Research Scientist,2023,145900,US,M
Machine Learning Engineer,2023,145885,US,M
Data Analyst,2023,145640,US,M
Machine Learning Engineer,2024,145600,US,M
Data Engineer,2023,145600,US,M
Data Scientist,2024,145580,US,M
Data Engineer,2024,145500,US,M
Data Analyst,2023,145500,US,M
Machine Learning Engineer,2024,145400,US,M
Data Analytics Manager,2024,145400,US,M
Machine Learning Engineer,2024,145400,US,M
Data Engineer,2024,145360,US,M
Data Engineer,2024,145360,US,M
Analytics Engineer,2023,145300,US,M
Data Scientist,2022,145300,US,M
Data Scientist,2024,145125,US,M
Data Science Practitioner,2024,145100,US,M
Machine Learning Scientist,2024,145000,US,M
Analytics Engineer,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Scientist,2024,145000,US,M
Data Analyst,2024,145000,US,M
Data Management Analyst,2024,145000,US,M
Data Science Consultant,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Analyst,2024,145000,US,M
Data Scientist,2024,145000,US,M
AI Engineer,2024,145000,US,M
Data Analyst,2024,145000,US,M
Data Scientist,2024,145000,US,M
Analytics Engineer,2024,145000,US,M
Data Scientist,2024,145000,US,M
Data Analyst,2024,145000,US,M
Data Product Manager,2024,145000,US,M
Data Engineer,2024,145000,US,M
Business Intelligence Engineer,2024,145000,US,M
Data Product Manager,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Scientist,2024,145000,US,M
Data Engineer,2024,145000,US,M
Data Engineer,2023,145000,US,M
Data Analyst,2023,145000,US,M
Analytics Engineer,2023,145000,US,M
Data Science,2023,145000,US,M
Data Science Engineer,2023,145000,US,M
Data Architect,2023,145000,US,M
Machine Learning Engineer,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Science Consultant,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Analyst,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Product Manager,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Analyst,2023,145000,US,M
Data Product Manager,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Analyst,2023,145000,US,M
Data Product Manager,2023,145000,US,M
Data Manager,2023,145000,US,M
Data Scientist,2023,145000,US,M
Analytics Engineer,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Manager,2023,145000,US,M
Data Manager,2023,145000,US,M
Data Analyst,2023,145000,US,M
Data Analytics Manager,2023,145000,US,M
Machine Learning Software Engineer,2023,145000,US,M
Data Scientist,2023,145000,US,M
Data Manager,2023,145000,US,M
Data Engineer,2023,145000,US,M
Data Manager,2023,145000,US,M
Data Engineer,2023,145000,US,M
Machine Learning Infrastructure Engineer,2023,145000,US,M
Data Infrastructure Engineer,2023,145000,US,M
Data Scientist,2023,145000,US,M
Machine Learning Engineer,2023,145000,US,M
Data Science Manager,2023,145000,US,M
Data Manager,2023,145000,US,M
Machine Learning Engineer,2023,145000,US,M
