Title,Average Rating,Worldwide Gross
Rangeela,7.4,"₹334,412,500"
Cave of Forgotten Dreams,7.4,"$8,183,347"
Te doy mis ojos,7.4,"$6,098,633"
Doctor,7.4,"$583,638"
The Gay Divorcee,7.4,"$6,879"
Badlapur,7.4,"$409,166"
The Major and the Minor,7.4,
Antonia,7.4,"$4,249,321"
High Hopes,7.4,"$1,192,322"
Bharat Ane Nenu,7.4,"$3,276,257"
Kesari,7.4,"$22,459,511"
Miyamoto Musashi,7.4,
Les choses de la vie,7.4,"$5,063"
I,7.4,"$3,200,113"
Awarapan,7.4,"$3,811,744"
Animal Crackers,7.4,
"Distant Voices, Still Lives",7.4,"$771,745"
Léolo,7.4,"$611,703"
La graine et le mulet,7.4,"$14,776,783"
The Importance of Being Earnest,7.4,
Fresa y chocolate,7.4,"$2,087,569"
"20,000 Days on Earth",7.4,"$2,105,558"
Du levande,7.4,"$1,843,810"
No Way Out,7.4,
Act of Violence,7.4,
Dasvi,7.4,
The Secret Life of Words,7.4,"$6,410,058"
Toto the Hero,7.4,"$1,228,153"
Ne Zha,7.4,"$726,225,471"
Schumacher,7.4,
The Four Feathers,7.4,
O Lobo Atrás da Porta,7.4,"$446,436"
Le jouet,7.4,
7 Men from Now,7.4,
Temper,7.4,
Capitalism: A Love Story,7.4,"$17,436,509"
Snoopy Come Home,7.4,
L'homme qui aimait les femmes,7.4,
Yellow Sky,7.4,
Lootera,7.4,"$789,671"
Organize Isler,7.4,"$14,188,490"
Ariel,7.4,
Downfall: The Case Against Boeing,7.4,
Trollflöjten,7.4,"$13,899"
Kiseki,7.4,"$2,371,548"
Vaioretto evâgâden gaiden: Eien to jidô shuki ningyô,7.4,"$10,841,702"
Hum Dil De Chuke Sanam,7.4,"$1,007,446"
Matando Cabos,7.4,"$5,653,093"
Le journal d'une femme de chambre,7.4,$126
Der Krieger und die Kaiserin,7.4,"$1,017,667"
The Informer,7.4,
Divines,7.4,"$2,297,612"
Shall We Dance,7.4,"$6,662"
The River,7.4,"$53,357"
Kaybedenler Kulübü,7.4,"$2,692,857"
Takva,7.4,"$2,040,826"
The Child,7.4,"$5,507,396"
The Hunting Ground,7.4,"$411,115"
De Palma,7.4,"$168,045"
Dorogie tovarishchi,7.4,"$294,535"
Doragon Bôru Zetto Ryû-Ken Bakuhatsu!! Gokû ga Yaraneba Dare ga Yaru,7.4,"$11,694,663"
Politiki kouzina,7.4,"$10,395,779"
Baghban,7.4,"$7,885,479"
In My Father's Den,7.4,"$1,627,788"
Trigun: Badlands Rumble,7.4,"$193,458"
A Town Called Panic,7.4,"$505,699"
Waiting for 'Superman',7.4,"$6,433,688"
"Electric Boogaloo: The Wild, Untold Story of Cannon Films",7.4,$864
Kizzu ritân,7.4,
De fem benspænd,7.4,"$279,032"
Mibu gishi den,7.4,"$2,487,338"
The Dark Horse,7.4,"$1,862,114"
Dah,7.4,"$452,895"
Twin Sisters,7.4,"$5,938,165"
That Sugar Film,7.4,"$1,226,399"
Dayereh,7.4,"$756,035"
Once Upon a Time in Mumbaai,7.4,"$102,382"
An Honest Liar,7.4,"$180,590"
Virgin Mountain,7.4,"$749,711"
Das schweigende Klassenzimmer,7.4,"$1,271,593"
East/West,7.4,"$6,031,521"
Attack,7.4,
Peepli [Live],7.4,"$9,460,931"
Séraphine,7.4,"$9,402,702"
Socha Na Tha,7.4,
Chachi 420,7.4,"₹200,706,250"
Fidaa,7.4,"$67,308"
Monkey Business,7.4,
Bad Land,7.4,"$1,701,582"
Dick Johnson Is Dead,7.4,
"Life, Animated",7.4,"$342,664"
Gycklarnas afton,7.4,
All This and Heaven Too,7.4,
Tabu: A Story of the South Seas,7.4,
Katok i skripka,7.4,
Bobby Fischer Against the World,7.4,"$90,511"
Deiji,7.4,"$9,988,300"
Guzaarish,7.4,"$7,564,310"
Aritmiya,7.4,"$1,433,366"
The Redeem Team,7.4,
Jaane Tu... Ya Jaane Na,7.4,"$19,852,786"
Hokkabaz,7.4,"$9,156,764"
Any Day Now,7.4,"$2,295,163"
Camino,7.4,
Yahsi Bati,7.4,"$14,620,703"
OK Kanmani,7.4,"$81,340"
Apaharan,7.4,"$44,133"
The Trial of Joan of Arc,7.4,
The Road to Guantanamo,7.4,"$1,513,033"
Un air de famille,7.4,"$92,806"
102 Not Out,7.4,"$16,758,596"
La vie rêvée des anges,7.4,"$1,726,567"
"Ruben Brandt, a gyujto",7.4,"$587,993"
Nanpakal Nerathu Mayakkam,7.4,"$185,102"
Eshtebak,7.4,"$143,121"
Hak se wui: Yi woo wai kwai,7.4,"$1,836,534"
3,7.4,
Talaye sorkh,7.4,"$400,768"
Aankhen,7.4,
Kler,7.4,"$30,114,115"
Jalsa,7.4,
V luchakh solntsa,7.4,"$305,993"
"Boku wa asu, kinou no kimi to dêto suru",7.4,"$14,483,358"
The Rifleman of the Voroshilov Regiment,7.4,
In film nist,7.4,"$88,758"
Oktyabr,7.4,
Wo de shaonu shidai,7.4,"$83,933,510"
Limonata,7.4,"$328,039"
Shena-ye Parvaneh,7.4,
Particle Fever,7.4,"$869,838"
Neredesin Firuze,7.4,"$4,904,496"
Atanarjuat,7.4,"$5,204,281"
Janis: Little Girl Blue,7.4,"$1,683,166"
Himalaya - l'enfance d'un chef,7.4,"$21,069,306"
Qayamat Se Qayamat Tak,7.4,
Behzat Ç.: An Ankara Policeman,7.4,"$2,089,459"
Çogunluk,7.4,"$144,698"
Jhund,7.4,"$88,637"
Howze Naghashi,7.4,
À nous la liberté,7.4,
James,7.4,"$39,232"
Legenda No. 17,7.4,"$16,096,860"
Alf Mabrook,7.4,"$1,147,807"
Dirty Wars,7.4,"$416,853"
TPB AFK: The Pirate Bay Away from Keyboard,7.4,
Project Nim,7.4,"$612,839"
The Story of the Weeping Camel,7.4,"$9,328,652"
They'll Love Me When I'm Dead,7.4,
Historias mínimas,7.4,"$1,157,477"
Darwin's Nightmare,7.4,"$2,981,713"
Sachein,7.4,
Dookudu,7.4,
"Wer früher stirbt, ist länger tot",7.4,"$17,685,834"
Treto poluvreme,7.4,
The Sabarmati Report,7.3,"$41,766"
Juror #2,7.3,"$16,374,558"
Alita: Battle Angel,7.3,"$404,980,543"
No Time to Die,7.3,"$774,153,007"
The Karate Kid,7.3,"$91,133,062"
Troy,7.3,"$497,409,852"
Triangle of Sadness,7.3,"$26,214,659"
The Last Duel,7.3,"$30,552,111"
Kingdom of Heaven,7.3,"$218,237,071"
The Jungle Book,7.3,"$967,724,775"
It,7.3,"$704,242,888"
Bullet Train,7.3,"$239,268,602"
Tenet,7.3,"$365,304,105"
X-Men,7.3,"$296,339,528"
Vettaiyan,7.3,"$2,397,623"
Hereditary,7.3,"$87,819,062"
Cars,7.3,"$461,996,328"
10 Things I Hate About You,7.3,"$53,686,594"
Paddington,7.3,"$318,693,148"
Doctor Sleep,7.3,"$72,385,286"
The Lincoln Lawyer,7.3,"$86,752,352"
Hoodlum,7.3,
Starship Troopers,7.3,"$121,214,377"
Irréversible,7.3,"$6,490,733"
Dogma,7.3,"$31,430,896"
13 Hours,7.3,"$69,411,370"
Sleepy Hollow,7.3,"$206,071,526"
Point Break,7.3,"$83,531,958"
Sing 2,7.3,"$408,402,685"
Monster,7.3,"$58,469,210"
Split,7.3,"$278,454,417"
Gremlins,7.3,"$153,908,485"
Take Shelter,7.3,"$3,741,098"
Clue,7.3,"$14,645,902"
Wonder Woman,7.3,"$823,970,682"
Flight,7.3,"$161,772,375"
American Sniper,7.3,"$547,659,020"
"Girl, Interrupted",7.3,"$48,350,205"
Possession,7.3,"$1,164,496"
Black Panther,7.3,"$1,349,926,083"
The King,7.3,"$126,931"
Elvis,7.3,"$288,670,284"
Cape Fear,7.3,"$182,291,969"
Maze,7.3,"$14,699,654"
Dumb and Dumber,7.3,"$247,290,327"
Excalibur,7.3,"$34,971,136"
Hercules,7.3,"$252,712,101"
Avengers: Age of Ultron,7.3,"$1,405,018,048"
Poltergeist,7.3,"$77,233,131"
Men in Black,7.3,"$589,390,539"
National Lampoon's Vacation,7.3,"$61,418,362"
The Neverending Story,7.3,"$20,288,595"
Cruella,7.3,"$233,503,234"
The Secret Life of Walter Mitty,7.3,"$188,133,322"
The Accountant,7.3,"$155,560,045"
From Russia with Love,7.3,"$24,811,445"
Lilo & Stitch,7.3,"$273,147,061"
El Camino: A Breaking Bad Movie,7.3,
Jerry Maguire,7.3,"$273,552,592"
The Shape of Water,7.3,"$195,243,464"
Before the Devil Knows You're Dead,7.3,"$25,038,466"
Identity,7.3,"$90,259,536"
True Lies,7.3,"$378,882,411"
Face/Off,7.3,"$245,676,146"
The Getaway,7.3,"$9,588"
Bunny Lake Is Missing,7.3,
Speed,7.3,"$350,448,145"
In the Heights,7.3,"$45,175,167"
Blue Valentine,7.3,"$15,440,333"
Big,7.3,"$151,927,281"
Chef,7.3,"$50,440,695"
Southpaw,7.3,"$91,970,827"
A League of Their Own,7.3,"$132,440,069"
Little Women,7.3,"$50,085,123"
La Chimera,7.3,"$5,232,627"
Carol,7.3,"$42,424,010"
Fast Five,7.3,"$626,140,012"
Sweeney Todd: The Demon Barber of Fleet Street,7.3,"$153,384,272"
Twin Peaks: Fire Walk with Me,7.3,"$4,248,389"
Shot Caller,7.3,"$3,440,362"
Equilibrium,7.3,"$5,368,217"
Unbreakable,7.3,"$248,118,121"
Lincoln,7.3,"$275,293,450"
The Death of Stalin,7.3,"$24,646,055"
Steel Magnolias,7.3,"$96,759,512"
The Basketball Diaries,7.3,"$2,402,438"
Palmer,7.3,
Layer Cake,7.3,"$11,850,214"
The Secret Garden,7.3,"$31,181,347"
The Conjuring 2,7.3,"$322,811,702"
"Mr, Brooks",7.3,"$48,443,734"
Punch-Drunk Love,7.3,"$24,679,535"
Holy Spider,7.3,"$1,706,583"
The Place Beyond the Pines,7.3,"$47,162,802"
Revolutionary Road,7.3,"$75,981,180"
The Hundred-Foot Journey,7.3,"$90,425,868"
Tarzan,7.3,"$448,191,819"
She Said,7.3,"$13,944,212"
Bound,7.3,"$3,802,260"
Youth,7.3,"$23,469,540"
Good Time,7.3,"$3,274,936"
Coach Carter,7.3,"$76,669,554"
Suspiria,7.3,"$47,000"
Patriots Day,7.3,"$52,185,751"
"Are You There God? It's Me, Margaret.",7.3,"$21,464,043"
Nomadland,7.3,"$39,458,207"
Lars and the Real Girl,7.3,"$11,293,663"
Raising Arizona,7.3,"$29,180,280"
Crimson Tide,7.3,"$157,387,195"
Rocketman,7.3,"$195,320,400"
Despicable Me 2,7.3,"$970,766,005"
Instant Family,7.3,"$120,989,830"
A Walk to Remember,7.3,"$47,494,916"
The LEGO Batman Movie,7.3,"$312,336,671"
Raya and the Last Dragon,7.3,"$130,423,032"
The Way Back,7.3,"$24,172,201"
First Man,7.3,"$105,713,218"
Kung Fu Panda 2,7.3,"$665,692,281"
Across the Universe,7.3,"$29,625,761"
The Man in the Moon,7.3,"$2,853,801"
Death on the Nile,7.3,"$14,569,266"
Cabrini,7.3,"$20,460,915"
Memoirs of a Geisha,7.3,"$162,242,962"
Fallen Leaves,7.3,"$6,627,590"
Eraserhead,7.3,"$25,700"
Matchstick Men,7.3,"$65,565,672"
Submarine,7.3,"$3,875,173"
Hustle,7.3,
The Guernsey Literary and Potato Peel Pie Society,7.3,"$23,148,937"
Wall Street,7.3,"$43,848,069"
Holiday Inn,7.3,$80
Ghost World,7.3,"$8,764,389"
Grand Hotel,7.3,
The Adventures of Tintin,7.3,"$373,994,233"
The Return of the Living Dead,7.3,"$14,241,310"
Old Henry,7.3,"$77,463"
The Edge of Seventeen,7.3,"$19,370,020"
Heavenly Creatures,7.3,"$3,049,950"
Pusher,7.3,"$1,605"
The Fundamentals of Caring,7.3,
The Constant Gardener,7.3,"$82,468,097"
Decision to Leave,7.3,"$22,026,067"
Sexy Beast,7.3,"$10,048,987"
The Disaster Artist,7.3,"$29,820,616"
The Hand of God,7.3,"$167,909"
Precious,7.3,"$63,649,529"
Rango,7.3,"$245,724,603"
Megamind,7.3,"$321,885,765"
Quest for Fire,7.3,"$20,962,615"
Peter Pan,7.3,"$87,405,849"
Cinderella,7.3,"$96,383,330"
Rounders,7.3,"$22,912,409"
The Way,7.3,"$13,916,152"
Snowden,7.3,"$37,357,216"
Much Ado About Nothing,7.3,"$22,549,338"
Alice in Wonderland,7.3,$865
Enemy of the State,7.3,"$250,849,789"
Frida,7.3,"$56,298,474"
Death at a Funeral,7.3,"$46,789,726"
North Country,7.3,"$25,211,175"
Official Secrets,7.3,"$10,088,753"
The Unbearable Lightness of Being,7.3,"$10,006,806"
Pale Rider,7.3,"$41,410,568"
Amistad,7.3,"$44,229,441"
The Nightingale,7.3,"$988,687"
Jane Eyre,7.3,"$34,710,627"
Rocky II,7.3,"$85,187,855"
Say Anything...,7.3,"$21,515,196"
La Cara Oculta,7.3,"$6,318,409"
Blue Jasmine,7.3,"$99,104,804"
Red Dog,7.3,"$21,185,724"
I Can Only Imagine,7.3,"$86,086,881"
Fish Tank,7.3,"$2,404,300"
The Descendants,7.3,"$177,243,185"
One Hundred and One Dalmatians,7.3,"$215,880,014"
Capote,7.3,"$49,327,405"
Four Lions,7.3,"$6,149,356"
Okja,7.3,"$2,049,823"
Lethal Weapon 2,7.3,"$227,853,986"
La Femme Nikita,7.3,"$5,018,604"
I Origins,7.3,"$481,234"
Big Night,7.3,"$12,009,094"
The Next Three Days,7.3,"$67,448,651"
The Problem with Apu?,7.3,"$536,414,293"
Waking Ned,7.3,"$55,257,450"
To Live and Die in L.A.,7.3,"$17,311,746"
Pi,7.3,"$3,221,152"
"Good Morning, Vietnam",7.3,"$123,923,090"
The Banker,7.3,"$1,700,000"
Lady and the Tramp,7.3,"$93,933,673"
The Guard,7.3,"$19,561,904"
Ten Inch Hero,7.3,
Radio Rock,7.3,"$36,352,467"
Eye in the Sky,7.3,"$35,259,653"
The Ice Storm,7.3,"$8,038,061"
Grosse Pointe Blank,7.3,"$28,084,357"
My Sister's Keeper,7.3,"$95,714,875"
Phantom of the Paradise,7.3,"$2,245"
Running Scared,7.3,"$9,380,029"
Betty Blue,7.3,"$2,016,851"
Femme,7.3,"$385,589"
The Professionals,7.3,
Paterson,7.3,"$9,595,362"
The People vs. Larry Flynt,7.3,"$20,300,385"
The Last Onehorn,7.3,"$6,457,117"
Seven Brides for Seven Brothers,7.3,"$14,839"
Spoiler Alert,7.3,"$1,434,850"
Rescue Dawn,7.3,"$7,177,143"
Jason and the Argonauts,7.3,$479
Star Trek IV: The Voyage Home,7.3,"$109,713,132"
Murder by Death,7.3,"$38,200"
Invictus,7.3,"$122,426,792"
House,7.3,"$218,872"
Thirteen Days,7.3,"$66,579,890"
Cha Cha Real Smooth,7.3,
Clerks II,7.3,"$26,986,174"
Siu Lam Juk Kau,7.3,"$42,776,760"
What's Love Got to Do with It,7.3,"$39,100,956"
Eight Below,7.3,"$120,455,994"
The 12th Man,7.3,"$9,567,121"
Alice Doesn't Live Here Anymore,7.3,"$18,600,211"
Antwone Fisher,7.3,"$23,367,586"
Seabiscuit,7.3,"$148,336,445"
20th Century Women,7.3,"$7,214,806"
The Negotiator,7.3,"$44,547,681"
Belle,7.3,"$16,607,575"
Eddie the Eagle,7.3,"$46,152,800"
Local Hero,7.3,"$5,975,220"
A Million Miles Away,7.3,
Nosotros los Nobles,7.3,"$26,433,651"
Entergalactic,7.3,
The Gods Must Be Crazy,7.3,"$30,031,783"
Bambi,7.3,"$267,447,150"
Belladonna of Sadness,7.3,
This Boy's Life,7.3,"$4,104,962"
My Favorite Wife,7.3,
Caché,7.3,"$16,197,824"
The Squid and the Whale,7.3,"$11,098,131"
Seul Contre Tous,7.3,"$6,955"
The Bad News Bears,7.3,"$32,211,330"
Village of the Damned,7.3,
A Shot in the Dark,7.3,"$12,368,817"
Driving Miss Daisy,7.3,"$145,793,296"
A Canterbury Tale,7.3,
Angela's Ashes,7.3,"$13,042,112"
Moby Dick,7.3,$353
En kärlekshistoria,7.3,"$169,374"
Get Carter,7.3,"$60,404"
The Ultimate Gift,7.3,"$3,438,735"
Woman in Gold,7.3,"$61,619,773"
L'appartement,7.3,
Der Hauptmann,7.3,"$1,197,218"
Assault on Precinct 13,7.3,$436
Little Boy,7.3,"$17,572,289"
Beau travail,7.3,"$4,104"
Finding Forrester,7.3,"$80,049,764"
Lucky,7.3,"$2,728,446"
Mr. Holland's Opus,7.3,"$106,269,971"
Stand and Deliver,7.3,"$13,994,920"
In Harm's Way,7.3,
Christmas in Connecticut,7.3,
Broadcast News,7.3,"$67,331,309"
The Proposition,7.3,"$5,048,893"
24 Hour Party People,7.3,"$2,802,899"
Il mio nome è Nessuno,7.3,
nobody's Fool,7.3,"$39,491,975"
Hope and Glory,7.3,"$10,021,120"
Carne Trémula,7.3,"$1,786,844"
Bud Abbott and Lou Costello Meet Frankenstein,7.3,"$4,812,444"
Detroit,7.3,"$23,355,100"
Bad Boy Bubby,7.3,"$2,062"
The Queen,7.3,"$124,925,340"
Waterloo,7.3,
Ragtime,7.3,"$14,920,781"
Deconstructing Harry,7.3,"$10,686,841"
The Walk,7.3,"$61,181,942"
Our Friend,7.3,"$795,506"
Ronia: The Robber's Daughter,7.3,
Tess,7.3,"$20,101,247"
The Wanderers,7.3,"$14,492"
Point Blank,7.3,
Ghajini,7.3,"$38,316,584"
Far from Heaven,7.3,"$29,027,914"
Jin-Roh: The Wolf Brigade,7.3,"$95,279"
Hustle & Flow,7.3,"$23,563,727"
Irma La Douce,7.3,$52
Reds,7.3,"$40,382,788"
Over the Edge,7.3,
Pom Poko,7.3,"$1,279,218"
Shadowlands,7.3,"$25,842,377"
49th Parallel,7.3,
Rosencrantz & Guildenstern Are Dead,7.3,"$739,104"
A Star Is Born,7.3,
Toni Erdmann,7.3,"$12,002,864"
Pusher II,7.3,"$35,718"
A Passage to India,7.3,"$27,201,487"
Suspicion,7.3,$19
Starred Up,7.3,"$3,025,189"
Brigsby Bear,7.3,"$681,632"
Pauline à la plage,7.3,$551
Shanghai Express,7.3,
A Street Cat Named Bob,7.3,"$16,054,411"
The Best of Enemies,7.3,"$10,209,813"
Phoenix,7.3,"$5,855,623"
Morte a Venezia,7.3,"$5,597"
Coming Home,7.3,"$32,653,905"
Tender Mercies,7.3,"$8,443,124"
Kiss of the Spider Woman,7.3,"$17,009,654"
Gods and Monsters,7.3,"$6,451,628"
Girl in the Picture,7.3,
Camilla,7.3,
Father Goose,7.3,
Heaven Can Wait,7.3,
Lorenzo's Oil,7.3,"$7,286,388"
Detour,7.3,"$16,172"
Hilary and Jackie,7.3,"$4,912,892"
Chi Bi,7.3,"$129,710,514"
The Baader Meinhof Complex,7.3,"$26,937,355"
On the Town,7.3,"$3,657"
Max Manus,7.3,"$15,384,282"
The Trouble with Angels,7.3,
Desert Flower,7.3,"$14,682,943"
Hwanghae,7.3,"$15,789,762"
Murder in the First,7.3,"$17,381,942"
The Painted Bird,7.3,"$659,535"
Luftslottet som sprängdes,7.3,"$44,276,335"
Bacurau,7.3,"$3,554,178"
Experiment in Terror,7.3,
My Favorite Year,7.3,"$20,123,620"
Shaun the Sheep Movie,7.3,"$110,549,295"
Mona Lisa,7.3,"$5,794,184"
Sur Mes Lèvres,7.3,"$5,393,526"
Shenandoah,7.3,
"The Pig, the Snake and the Pigeon",7.3,"$249,655"
Marshall,7.3,"$10,116,816"
Pusher III,7.3,"$1,605"
Ala Vaikunthapurramuloo,7.3,"$28,477,890"
Atlantic City,7.3,"$12,729,675"
The Razor's Edge,7.3,
The Field,7.3,"$1,494,399"
Hell's Angels,7.3,
The Killing of a Chinese Bookie,7.3,"$19,399"
Bajirao Mastani,7.3,"$11,351,628"
El día de la bestia,7.3,"$9,984"
Spy X Family Code White,7.3,"$59,629,242"
The Last Black Man in San Francisco,7.3,"$4,637,830"
42nd Street,7.3,"$1,800"
Pot Luck,7.3,"$33,272,835"
Byuti Insaideu,7.3,"$14,301,869"
Topsy-Turvy,7.3,"$7,804,439"
Theri,7.3,"$678,057"
The Long Hot Summer,7.3,
You're Not You,7.3,"$894,964"
Reprise,7.3,"$1,297,260"
Uncle Frank,7.3,
Phir Hera Pheri,7.3,"$887,272"
Too Late for Tears,7.3,
Barney's Version,7.3,"$12,106,921"
The Bombardment,7.3,
Keith,7.3,
The Front Page,7.3,
Baby Doll,7.3,$51
The Stranger,7.3,
Trade,7.3,"$1,465,077"
The Man with the Golden Arm,7.3,"$4,652"
Nil by Mouth,7.3,"$284,477"
Monsoon Wedding,7.3,"$30,787,356"
Dead Ringer,7.3,
Weaving Room,7.3,"$22,228,000"
Metropolitan,7.3,"$2,960,492"
Constantine: City of Demons,7.3,
In the House,7.3,"$16,190,771"
The Lodger: A Story of the London Fog,7.3,"$83,568"
Gaslight,7.3,
Under the Same Moon,7.3,"$23,313,049"
Dogfight,7.3,"$394,631"
Manhattan Murder Mystery,7.3,"$11,330,911"
The Railway Children,7.3,"$32,239"
Richard III,7.3,"$2,748,518"
"Deux jours, une nuit",7.3,"$9,016,922"
The In-Laws,7.3,
A New Leaf,7.3,
The Beast of War,7.3,"$161,004"
Rundskop,7.3,"$4,483,147"
The Keeper,7.3,"$1,916,514"
Palm Trees in the Snow,7.3,"$18,428,235"
Written on the Wind,7.3,"$14,163"
This Youth Is Crazy,7.3,"$30,991,781"
Camille Claudel,7.3,"$3,331,892"
Kansas City Confidential,7.3,
Roma,7.3,$807
Run Silent Run Deep,7.3,
National Velvet,7.3,
Loft,7.3,"$9,168,516"
"Sorry, Wrong Number",7.3,"$1,974"
The Spiral Staircase,7.3,
Love Jones,7.3,"$12,782,749"
Der Fall Collini,7.3,"$7,080,720"
The Sum of Us,7.3,"$766,464"
Oh Boy,7.3,"$2,826,333"
I.D.,7.3,
The Three Burials of Melquiades Estrada,7.3,"$12,045,362"
The Americanization of Emily,7.3,
Le dernier métro,7.3,"$3,007,945"
Time Masters,7.3,"$43,686"
Last Train from Gun Hill,7.3,
The Snow Walker,7.3,"$201,149"
Cheong-nyeon-gyeong-chal,7.3,"$39,730,433"
So Weit Die Füße Tragen,7.3,"$804,608"
Une femme est une femme,7.3,"$101,747"
Lust for Life,7.3,
Enchanted April,7.3,"$13,200,170"
Richard III,7.3,
Pumping Iron,7.3,
Interiors,7.3,"$10,432,366"
Gongjak,7.3,"$38,844,509"
Shogun Assassin,7.3,
I Kina spiser de hunde,7.3,
The Roast of Tom Brady,7.3,
Blue Jay,7.3,"$21,626"
Tabu,7.3,"$1,108,473"
Sommersturm,7.3,"$2,096,892"
Murder She Said,7.3,
"Watch Out, We're Mad",7.3,
Venuto al mondo,7.3,"$9,075,131"
Viaggio in Italia,7.3,"$20,072"
The Long Walk Home,7.3,"$4,873,620"
La famille Bélier,7.3,"$72,775,689"
Young Scarface,7.3,"$72,434"
Un Sac De Billes,7.3,"$10,898,998"
The Scent of Green Papaya,7.3,"$1,700,992"
I'm No Longer Here,7.3,
Les innocentes,7.3,"$7,400,301"
Mrs. Chatterjee vs. Norway,7.3,"$534,897"
Hit the Road,7.3,"$995,139"
Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,7.3,"$29,322,339"
Le prénom,7.3,"$31,303,580"
The Tall T,7.3,
King of the Hill,7.3,"$1,214,231"
City Island,7.3,"$7,878,856"
Café de Flore,7.3,"$1,227,259"
Mommy Dead and Dearest,7.3,
United,7.3,
Looking for Richard,7.3,"$1,408,575"
Les vacances de Monsieur Hulot,7.3,"$256,961"
A Boy Named Charlie Brown,7.3,
The Man from Laramie,7.3,"$5,957"
Beyond the Infinite Two Minutes,7.3,$450
The Name Engraved in Your Heart,7.3,
The Collector,7.3,"$7,077"
Still Life,7.3,"$2,504,465"
Whitney,7.3,"$4,605,123"
The Naked Prey,7.3,
The Glenn Miller Story,7.3,$994
Harry and Tonto,7.3,
Rang zi dan fei,7.3,"$104,731,450"
Polisse,7.3,"$20,601,245"
The Westerner,7.3,
Crossfire,7.3,
Friendly Persuasion,7.3,
The Naked Spur,7.3,
Les vampires,7.3,
Üç Maymun,7.3,"$1,977,780"
"Heaven Knows, Mr. Allison",7.3,
Demain tout commence,7.3,"$49,619,118"
No Smoking,7.3,"$797,693"
The Body Snatcher,7.3,
Adolf Hitler: The Greatest Story Never Told,7.3,
Otesánek,7.3,"$125,716"
Love Affair,7.3,
Ai qing wan sui,7.3,
People Will Talk,7.3,
L'uomo delle stelle,7.3,"$371,674"
Coup de torchon,7.3,"$11,527"
Music Box,7.3,"$6,263,883"
Hara-Kiri: Death of a Samurai,7.3,"$5,435,358"
Freddy,7.3,
Big Eden,7.3,"$512,451"
Boku no hîrô akademia THE MOVIE ~ 2-ri no eiyû ~,7.3,"$21,022,724"
The Velvet Underground,7.3,
Elena,7.3,"$2,227,905"
Captain Horatio Hornblower R.N.,7.3,
How to Get the Man's Foot Outta Your Ass,7.3,"$365,727"
Snake in the Eagle's Shadow,7.3,
Monsieur Ibrahim,7.3,"$12,364,836"
Bully,7.3,"$4,411,649"
La stanza del figlio,7.3,"$11,767,402"
Shock Corridor,7.3,
Cartel Land,7.3,"$1,145,923"
The Front,7.3,
Trance,7.3,"$490,855"
Passion Fish,7.3,"$4,814,619"
Vanya on 42nd Street,7.3,"$1,746,050"
Sadece Sen,7.3,"$3,655,907"
Into the Abyss,7.3,"$393,714"
A Foreign Affair,7.3,
Le boucher,7.3,
Never on Sunday,7.3,
Saint Ralph,7.3,"$1,881,975"
Le fate ignoranti,7.3,"$500,930"
Vaathi,7.3,"$424,004"
Dodesukaden,7.3,$981
Another Thin Man,7.3,"$4,846,140"
Kaagaz,7.3,
Truman,7.3,"$9,027,600"
Madadayo,7.3,$596
Hail Satan?,7.3,"$467,361"
The Selfish Giant,7.3,"$1,114,027"
Deux hommes dans la ville,7.3,
Mard Ko Dard Nahin Hota,7.3,"$161,845"
Sakasama no Patema,7.3,
Im Labyrinth des Schweigens,7.3,"$4,574,756"
Unagi,7.3,"$424,683"
The Winslow Boy,7.3,"$3,957,934"
Taxi No. 9 2 11: Nau Do Gyarah,7.3,"$292,794"
The Enforcer,7.3,
Humoresque,7.3,
Ridicule,7.3,"$1,979,768"
The Bedford Incident,7.3,
Parada,7.3,"$2,492,128"
La nana,7.3,"$1,705,609"
The Front Line,7.3,"$20,629,645"
Enas allos kosmos,7.3,"$5,011,560"
Jathi Ratnalu,7.3,"$731,273"
Mr & Mme Adelman,7.3,"$2,811,215"
De helaasheid der dingen,7.3,
Sarbjit,7.3,"$69,867"
Sorkhpoost,7.3,
Taxi,7.3,"$3,906,227"
Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono,7.3,"$10,197,984"
Die verlorene Ehre der Katharina Blum,7.3,
W ciemnosci,7.3,"$9,955,885"
La chèvre,7.3,
Leto,7.3,"$3,073,293"
The Cakemaker,7.3,"$1,287,568"
Maine Pyar Kiya,7.3,
The Monster,7.3,"$638,645"
The Thin Man Goes Home,7.3,
"Je vais bien, ne t'en fais pas",7.3,"$6,334,790"
In This Our Life,7.3,
Five Graves to Cairo,7.3,
Happy Easter,7.3,$733
The Kid Stays in the Picture,7.3,"$1,521,593"
13 Tzameti,7.3,"$795,223"
Wild Reeds,7.3,"$807,775"
Twentieth Century,7.3,"$9,800"
Mao's Last Dancer,7.3,"$23,914,731"
The Tin Star,7.3,
Raman Raghav 2.0,7.3,"$7,612"
Un cuento chino,7.3,"$10,911,008"
Taish,7.3,
Mardaani 2,7.3,"$8,680,109"
Full Moon in Paris,7.3,"$17,750"
A Viszkis,7.3,"$2,003,824"
Get Me Roger Stone,7.3,
Osama,7.3,"$3,910,519"
The Edge of Democracy,7.3,
Bacalaureat,7.3,"$2,015,002"
Stand by Me Doraemon,7.3,"$186,088,951"
Bez konca,7.3,
