Title,Average Rating,Worldwide Gross
Cowboy Bebop: The Movie,7.8,"$3,016,085"
The Train,7.8,
American Movie,7.8,"$1,166,245"
Amarcord,7.8,"$197,754"
Oliver Twist,7.8,
The Ghost and Mrs. Muir,7.8,"$29,545"
Chamkila,7.8,
Brother,7.8,"$1,362,281"
Radical,7.8,"$21,829,560"
Imitation of Life,7.8,$365
Le charme discret de la bourgeoisie,7.8,"$103,230"
The Postman,7.8,"$21,898,920"
Great Expectations,7.8,"$19,522"
The Hunchback of Notre Dame,7.8,
Hud,7.8,
Vivre Sa Vie,7.8,"$65,646"
I Am: Celine Dion,7.8,"$292,987"
Brothers,7.8,"$18,254,702"
Bir Zamanlar Anadolu'da,7.8,"$2,099,472"
Cléo de 5 à 7,7.8,"$1,886"
Gangubai Kathiawadi,7.8,"$3,271,210"
My Name Is Zucchini,7.8,"$5,873,157"
Parking,7.8,"$2,257"
The Court Jester,7.8,
Sennen joyû,7.8,"$264,847"
Rockstar,7.8,"$11,219,667"
Hiroshima mon amour,7.8,"$139,947"
Yin shi nan nu,7.8,"$7,294,403"
Just 6.5,7.8,"$1,352,153"
Becket,7.8,"$149,327"
Take Care of Maya,7.8,
Berserk: Ougon jidai-hen III - Kourin,7.8,"$399,445"
Systemsprenger,7.8,"$546,444"
A Night at the Opera,7.8,"$5,320"
Knockin' on Heaven's Door,7.8,"$214,139"
The Loudest Whisper,7.8,
The Hill,7.8,
Stutz,7.8,
El abrazo de la serpiente,7.8,"$3,217,212"
Days of Wine and Roses,7.8,"$2,031"
Cet obscur objet du désir,7.8,"$2,864"
Ernest et Célestine,7.8,"$8,170,333"
El espíritu de la colmena,7.8,"$149,034"
Tini zabutykh predkiv,7.8,
The Bad and the Beautiful,7.8,"$2,025"
Who's There?,7.8,
Breaker Morant,7.8,$948
The Second Mother,7.8,"$3,003,560"
C.R.A.Z.Y.,7.8,"$3,710,169"
Gimme Shelter,7.8,$999
The Game Changers,7.8,"$897,992"
Da xiang xidi erzuo,7.8,"$39,599"
Jiro Dreams of Sushi,7.8,"$2,692,864"
Mr. Deeds Goes to Town,7.8,"$8,362"
Oasis,7.8,"$6,697,101"
Ma nuit chez Maud,7.8,"$11,088"
Narayama bushikô,7.8,
Of Mice and Men,7.8,
Le notti bianche,7.8,"$6,497"
Gukjesijang,7.8,"$184,827,559"
Nora Inu,7.8,"$46,961"
Ben-Hur A Tale of the Christ,7.8,
Le fantôme de la liberté,7.8,"$6,749"
English Vinglish,7.8,"$10,299,150"
Joji,7.8,
El sur,7.8,"$22,720"
My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,7.8,"$29,971,229"
Gekijouban Steins;Gate: Fuka ryouiki no dejavu,7.8,"$4,843,719"
Kôkaku kidôtai 2.0,7.8,"$489,807"
A Tale of Two Cities,7.8,
Le feu follet,7.8,
I Vitelloni,7.8,"$148,421"
Hotarubi No Mori E,7.8,
Minnal Murali,7.8,
Utomlennye solntsem,7.8,"$2,313,461"
1987,7.8,"$53,834,292"
Si,7.8,"$2,539,040"
24,7.8,"$336,771"
Torch Song Trilogy,7.8,"$4,870,903"
Mother India,7.8,
Monsieur Verdoux,7.8,"$65,718"
Juzni Vetar,7.8,"$2,365,712"
"Dr. Mabuse, der Spieler",7.8,
Le corbeau,7.8,"$36,089"
Mimi,7.8,
Ohayô,7.8,
A City of Sadness,7.8,"$143,169"
The Sparks Brothers,7.8,"$1,249,115"
Germania anno zero,7.8,"$12,195"
Billy Budd,7.8,
Before the Rain,7.8,"$763,847"
Estômago,7.8,"$705,327"
Amator,7.8,
Kabadayi,7.8,"$14,760,067"
The Dissident,7.8,"$101,993"
Libeled Lady,7.8,
Dry Summer,7.8,
Voces inocentes,7.8,"$7,048,103"
Kono sekai no katasumi ni,7.8,"$19,496,308"
Eiga Kono subarashii sekai ni shukufuku o!: Kurenai densetsu,7.8,"$5,078,942"
Fantozzi,7.8,
Masquerade,7.8,"$94,268,432"
AlphaGo,7.8,
I Remember Mama,7.8,
The Set-Up,7.8,
Moartea domnului Lazarescu,7.8,"$216,922"
"Food, Inc.",7.8,"$4,606,199"
El hijo de la novia,7.8,"$8,772,695"
Fury,7.8,"$11,712"
"Steamboat Bill, Jr.",7.8,
Faces Places,7.8,"$3,996,577"
Supersonic,7.8,"$1,492,044"
Mein liebster Feind - Klaus Kinski,7.8,
Hindi Medium,7.8,"$41,635,636"
Secret Superstar,7.8,"$130,765,691"
Crossing the Bridge: The Sound of Istanbul,7.8,"$704,094"
Es geschah am hellichten Tag,7.8,
The Beatles: Eight Days a Week - The Touring Years,7.8,"$13,737,240"
Who Killed Captain Alex?,7.8,
Die Abenteuer des Prinzen Achmed,7.8,"$100,156"
L'albero degli zoccoli,7.8,"$9,367"
Mamma Roma,7.8,"$14,910"
Aligarh,7.8,
Dying to Survive,7.8,"$451,183,391"
Monty Python Live at the Hollywood Bowl,7.8,"$327,958"
La ley de Herodes,7.8,"$52,000"
Lakshya,7.8,"$5,859,242"
Waste Land,7.8,"$291,307"
Eflâtun,7.8,"$27,474"
A Secret Love,7.8,
Jane,7.8,"$1,921,221"
Mavi Boncuk,7.8,
Arya,7.8,
One Day in September,7.8,"$156,818"
Seven Chances,7.8,$268
That's Entertainment!,7.8,"$26,890,200"
Mikra Anglia,7.8,"$3,090,106"
Life Itself,7.8,"$815,645"
Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,7.8,"$1,655"
Akasen chitai,7.8,"$7,549"
Kiraware Matsuko no isshô,7.8,"$9,578,449"
Our Hospitality,7.8,$248
Sound City,7.8,"$521,181"
Simón del desierto,7.8,"$1,843"
Nunta muta,7.8,"$553,018"
The Celluloid Closet,7.8,"$1,400,591"
Baran,7.8,"$166,988"
Midnight,7.8,"$13,144"
The Pervert's Guide to Cinema,7.8,"$9,633"
Tim's Vermeer,7.8,"$1,686,917"
Jonestown: The Life and Death of Peoples Temple,7.8,"$148,292"
Ônibus 174,7.8,"$222,506"
Rekopis znaleziony w Saragossie,7.8,"$13,377"
Être et avoir,7.8,"$16,064,098"
Kai Po Che!,7.8,"$1,435,272"
Nanban,7.8,"$15,007,076"
Ab Tak Chhappan,7.8,
Amintiri din epoca de aur,7.8,"$494,486"
Imagine: John Lennon,7.8,"$3,754,273"
"Ima, ai ni yukimasu",7.8,"$46,616,207"
Kuryer,7.8,"$20,192"
The Island,7.8,"$3,557,508"
La terra trema,7.8,
Dasvidaniya,7.8,"$380,001"
Sai yau gei: Sin leui kei yun,7.8,"$25,967,935"
Stanley Ka Dabba,7.8,"$1,241,102"
Lemmy,7.8,$131
"Va, vis et deviens",7.8,"$3,691,534"
Goodachari,7.8,"$44,969"
Gloomy Sunday,7.8,"$646,532"
Gönül Yarasi,7.8,"$4,292,734"
Nayak: The Real Hero,7.8,
Afonya,7.8,
Laal Rang,7.8,"$366,408"
Gangaajal,7.8,"$1,875,477"
Marina Abramovic: The Artist Is Present,7.8,"$156,695"
Simon,7.8,"$1,107,774"
Ajans-E Shisheh-I,7.8,
Uppi 2,7.8,
Deadpool & Wolverine,7.7,"$1,338,057,499"
Harry Potter and the Philosopher's Stone,7.7,"$1,026,409,257"
The Count of Monte-Cristo,7.7,"$74,904,015"
Home Alone,7.7,"$476,684,675"
Mission: Impossible - Dead Reckoning Part One,7.7,"$570,619,838"
Harry Potter and the Goblet of Fire,7.7,"$897,468,952"
The Goonies,7.7,"$64,531,113"
The Hangover,7.7,"$469,328,922"
Sicario,7.7,"$84,997,446"
Kingsman: The Secret Service,7.7,"$414,351,546"
Zodiac,7.7,"$84,786,496"
Wind River,7.7,"$44,202,682"
The Banshees of Inisherin,7.7,"$50,250,625"
Black Hawk Down,7.7,"$172,989,651"
Anatomy of a Fall,7.7,"$36,051,506"
Flying High,7.7,"$83,455,547"
Harry Potter and the Deathly Hallows: Part 1,7.7,"$960,897,696"
La vie d'Adèle,7.7,"$19,796,489"
(500) Days of Summer,7.7,"$60,801,288"
Godzilla Minus One,7.7,"$113,676,322"
The Count of Monte Cristo,7.7,"$75,395,048"
Deliverance,7.6,"$4,550"
Blue Velvet,7.7,"$8,638,396"
Ex Machina,7.7,"$37,394,629"
Mission: Impossible - Fallout,7.7,"$791,658,205"
Ocean's Eleven,7.7,"$450,717,150"
Brokeback Mountain,7.7,"$178,064,141"
Lost in Translation,7.7,"$118,688,756"
A Few Good Men,7.7,"$243,240,178"
Blazing Saddles,7.7,"$119,623,948"
The Game,7.7,"$109,423,648"
Y tu mamá también,7.7,"$33,616,692"
X: First Class,7.7,"$352,616,690"
Tangled,7.7,"$591,806,017"
The Worst Person in the World,7.7,"$12,687,507"
Taken,7.7,"$226,837,760"
Hundreds of Beavers,7.7,"$657,737"
Gattaca,7.7,"$12,533,504"
Halloween,7.7,"$47,173,315"
Silver Linings Playbook,7.7,"$236,412,453"
The Promised Land,7.7,"$2,246,680"
Goldfinger,7.7,"$51,218,064"
When Harry Met Sally...,7.7,"$93,275,066"
Captain America: The Winter Soldier,7.7,"$714,421,503"
"O Brother, Where Art Thou?",7.7,"$71,871,136"
Man on Fire,7.7,"$130,834,852"
The Theory of Everything,7.7,"$123,726,688"
The Boy in the Striped Pyjamas,7.7,"$40,416,563"
Empire of the Sun,7.7,"$22,239,121"
As Good as It Gets,7.7,"$314,178,011"
Binge Drinking,7.7,"$12,745,392"
Dirty Harry,7.7,"$35,988,495"
Birdman or (The Unexpected Virtue of Ignorance),7.7,"$103,215,094"
What's Eating Gilbert Grape,7.7,"$10,032,765"
Road to Perdition,7.7,"$181,001,478"
Argo,7.7,"$232,325,503"
Mulan,7.7,"$304,320,254"
Crash,7.7,"$98,410,061"
Apollo 13,7.7,"$355,237,933"
Primal Fear,7.7,"$102,616,183"
Gravity,7.7,"$773,031,617"
Being John Malkovich,7.7,"$23,106,795"
Black Narcissus,7.7,"$166,391"
Sense and Sensibility,7.7,"$134,582,776"
Naked,7.7,"$1,797,195"
Donnie Brasco,7.7,"$124,909,762"
Who Framed Roger Rabbit,7.7,"$329,803,958"
The Bourne Supremacy,7.7,"$290,835,269"
First Blood,7.7,"$125,212,904"
Philadelphia,7.7,"$206,678,440"
The Name of the Rone,7.7,"$7,153,487"
Malcolm X,7.7,"$48,169,910"
Wreck-It Ralph,7.7,"$471,222,950"
Flipped,7.7,"$4,324,817"
The Magnificent Seven,7.7,$416
Happiness,7.7,"$2,982,321"
The Lego Movie,7.7,"$470,759,687"
La Montaña Sagrada,7.7,"$112,094"
The Fault in Our Stars,7.7,"$307,168,169"
Mr. Nobody,7.7,"$3,567,573"
The Trial of the Chicago 7,7.7,
Roma,7.7,"$1,140,769"
The Conversation,7.7,"$4,858,263"
Sound of Metal,7.7,"$516,520"
Star Trek Into Darkness,7.7,"$467,365,246"
Adaptation.,7.7,"$32,802,440"
Detachment,7.7,"$1,688,710"
The Color Purple,7.7,"$98,468,102"
The Broken Circle Breakdown,7.7,"$6,041,503"
The Great Beauty,7.7,"$25,363,907"
Miller's Crossing,7.7,"$5,080,409"
Glengarry Glen Ross,7.7,"$10,726,612"
Vreli Dani U Alabami,7.7,"$119,418,501"
The Vanishing,7.7,"$79,226"
Star Trek II: The Wrath of Khan,7.7,"$79,822,604"
The French Connection,7.7,"$51,702,099"
Billy Elliot,7.7,"$109,283,018"
Fantastic Planet,7.7,"$2,704"
The Day the Earth Stood Still,7.7,$651
This Is England,7.7,"$8,481,254"
Kung Fu,7.7,"$104,882,445"
Serpico,7.7,"$29,857,918"
Lucky Number Slevin,7.7,"$56,308,881"
Bonnie and Clyde,7.7,"$1,475"
My Fair Lady,7.7,"$72,684,726"
Clerks,7.7,"$3,152,360"
About Dry Grasses,7.7,"$2,305,695"
Hamlet,7.7,"$6,296,790"
Ordinary People,7.7,"$54,766,923"
The Last Emperor,7.7,"$43,994,979"
Changeling,7.7,"$113,398,237"
Kubo and the Two Strings,7.7,"$76,249,438"
There's Still Tomorrow,7.7,"$49,537,745"
The Verdict,7.7,"$53,993,738"
Days of Heaven,7.7,"$3,490,933"
Marcel,7.7,"$6,909,209"
Never Look Away,7.7,"$6,193,234"
Evil Dead II,7.7,"$5,932,279"
Papurika,7.7,"$961,196"
Wages of Fear,7.7,"$9,914"
A Man for All Seasons,7.7,$164
The Magdalene Sisters,7.7,"$21,107,578"
A Man Called Ove,7.7,"$30,726,624"
"South Park: Bigger, Longer & Uncut",7.7,"$83,137,864"
Holiday,7.7,"$14,486"
My Dinner with Andre,7.7,"$5,073"
The Dirty Dozen,7.7,
The Devils,7.7,"$2,293"
Badlands,7.7,"$54,396"
Ray,7.7,"$123,971,376"
Finding Neverland,7.7,"$116,650,613"
The Longest Day,7.7,
Zwartboek,7.7,"$26,768,563"
The Man Who Didn't Talk Too Much,7.7,
The Quiet Girl,7.7,"$6,785,404"
Good Bye Lenin!,7.7,"$79,316,957"
Madeo,7.7,"$17,271,439"
Scarface,7.7,"$1,308,000"
Ajeossi,7.7,"$44,723,232"
Purple Noon,7.7,"$108,070"
Sam Bahadur,7.7,"$738,957"
Nebraska,7.7,"$27,682,872"
Fantasia,7.7,"$76,411,819"
Abre Los Ojos,7.7,"$377,967"
Beasts of No Nation,7.7,"$90,777"
The Music Man,7.7,
Hedwig and the Angry Inch,7.7,"$3,660,081"
Breathless,7.7,"$594,039"
Kurenai No Buta,7.7,"$1,458,536"
Night on Earth,7.7,"$2,113,387"
Kokuhaku,7.7,"$45,203,103"
Breaking Away,7.7,"$16,424,918"
The Eight Mountains,7.7,"$11,374,298"
"What's Up, Doc?",7.7,"$66,006,455"
Zulu,7.7,
Cape Fear,7.7,
Me and Earl and the Dying Girl,7.7,"$9,074,749"
Invasion of the Body Snatchers,7.7,"$3,717"
Yume,7.7,"$2,970,161"
The African Queen,7.7,"$46,305"
Waking Life,7.7,"$3,176,880"
Doragon bôru chô: Burorî,7.7,"$115,750,445"
Perfetti Sconosciuti,7.7,"$32,207,491"
Diarios De Motocicleta,7.7,"$57,663,711"
The Turin Horse,7.7,"$162,088"
3 Women,7.7,"$2,015"
The Killers,7.7,"$58,222"
When the Wind Blows,7.7,"$5,274"
The Double Life of Véronique,7.7,"$2,175,939"
Lat sau san taam,7.7,$785
Elmer Gantry,7.7,$64
The Cure,7.7,"$2,568,425"
Blazing Guns on the Chisholm Trail,7.7,"$14,462"
Happy Together,7.7,"$1,539,811"
The Lady Vanishes,7.7,"$41,493"
The Killer,7.7,"$2,340,425"
Key Largo,7.7,"$9,524,420"
The Man Who Would Be King,7.7,"$12,678"
Taste of Cherry,7.7,"$11,207"
Ondskan,7.7,"$528,245"
The Innocents,7.7,"$30,221"
Marty,7.7,
The Joy Luck Club,7.7,"$32,901,136"
Das Experiment,7.7,"$13,782,896"
The Breadwinner,7.7,"$2,790,214"
Mutiny of Caine,7.7,"$21,750,000"
The Salesman,7.7,"$6,953,604"
Wait Until Dark,7.7,
A Place in the Sun,7.7,$748
Il grande silenzio,7.7,"$60,500"
Laila Majnu,7.7,
In America,7.7,"$25,382,911"
Splendor in the Grass,7.7,
Adam's Apples,7.7,"$2,421,577"
The Women,7.7,"$16,161"
My Darling Clementine,7.7,"$15,293"
Two Women,7.7,"$14,062"
How Green Was My Valley,7.7,$865
Badla,7.7,"$18,502,646"
Advise & Consent,7.7,
Tuntematon sotilas,7.7,"$15,717,199"
Sergeant York,7.7,"$16,364,924"
Joint Security Area,7.7,"$124,861"
Pandora's Box,7.7,"$62,971"
The Awful Truth,7.7,
Les triplettes de Belleville,7.7,"$14,776,760"
The Lady Eve,7.7,"$14,110"
Jigeum Mannareo Gabmida,7.7,"$19,711,640"
L'avventura,7.7,"$2,606"
Raazi,7.7,"$1,812,763"
Twelve O'Clock High,7.7,
The Girl Who Leapt Through Time,7.7,"$1,416,797"
Duck Soup,7.7,"$106,318"
Gold Diggers of 1933,7.7,$105
Bad Day at Black Rock,7.7,"$10,813"
Missing,7.7,"$14,000,000"
L'Eclisse,7.7,"$5,947"
Scarlet Street,7.7,
Der blaue Engel,7.7,"$4,410"
Efter brylluppet,7.7,"$11,632,723"
Navalny,7.7,"$107,186"
Iratta,7.7,"$34,287"
The Young Girls of Rochefort,7.7,"$98,221"
The Plague Dogs,7.7,
Auf der anderen Seite,7.7,"$17,804,565"
Jules et Jim,7.7,"$487,117"
The Purple Rose of Cairo,7.7,"$10,631,333"
Fireworks,7.7,"$500,000"
Eega,7.7,
The Past,7.7,"$12,673,462"
Kader,7.7,"$122,904"
Tystnaden,7.7,"$14,199"
Corpus Christi,7.7,"$9,943,901"
Nightmare Alley,7.7,$337
The Deepest Breath,7.7,
A Vida Invisível,7.7,"$1,776,017"
Balthazar,7.7,"$45,406"
Die Ehe der Maria Braun,7.7,"$11,859"
The Mother and the Whore,7.7,"$47,344"
Captain Blood,7.7,
Olympia 1. Teil - Fest der Völker,7.7,
Ball of Fire,7.7,
The Bear,7.7,"$31,753,898"
Intolerance,7.7,
Pygmalion,7.7,
The Gunfighter,7.7,
Mon oncle,7.7,"$87,399"
Last Breath,7.7,"$29,319"
Yabu no naka no kuroneko,7.7,
Top Hat,7.7,"$13,592"
Swatantra Veer Savarkar,7.7,"$137,570"
Zire darakhatan zeyton,7.7,
Meru,7.7,"$2,334,228"
Stage Door,7.7,"$8,835"
Mr. India,7.7,
Hobson's Choice,7.7,
Titicut Follies,7.7,
Ashes and Diamonds,7.7,
14 Peaks: Nothing Is Impossible,7.7,
Mephisto,7.7,
Berserk: Ougon jidai-hen II - Dorudorei koryaku,7.7,
Di jiu tianchang,7.7,"$8,096,596"
Boruto: Naruto the Movie,7.7,"$38,362,448"
Man on Wire,7.7,"$5,258,569"
Roadrunner: A Film About Anthony Bourdain,7.7,"$5,492,017"
Kikujiro,7.7,"$281,527"
Israelism,7.7,
Bara no sôretsu,7.7,"$1,114"
A Letter to Three Wives,7.7,"$14,768"
The Unknown,7.7,"$4,841"
Sans soleil,7.7,"$31,111"
Mind Game,7.7,"$36,613"
Zero Days,7.7,"$109,649"
F for Fake,7.7,"$10,206"
Przypadek,7.7,
La historia oficial,7.7,"$69,832"
Stranger: Mukô Hadan,7.7,"$258,490"
Vengeance Is Mine,7.7,"$21,452"
Vicky Donor,7.7,"$6,456,358"
Waterloo Road,7.7,"$31,111"
Udta Punjab,7.7,"$359,891"
The Classic,7.7,"$828,261"
Jeder für sich und Gott gegen alle,7.7,"$3,389"
Victim,7.7,"$25,962"
The Central Park Five,7.7,"$325,653"
Billie Eilish: The World's a Little Blurry,7.7,$139
Le doulos,7.7,"$91,410"
Kapoor & Sons,7.7,"$17,412,627"
L'Atalante,7.7,"$9,505"
Seven Beauties,7.7,"$12,619"
Pelle erobreren,7.7,"$2,063,688"
Ice Cold in Alex,7.7,
Water,7.7,"$13,014,956"
Kozure Ôkami: Ko wo kashi ude kashi tsukamatsuru,7.7,
City of Life and Death,7.7,"$10,687,316"
Stroszek,7.7,"$3,389"
Cocaine Cowboys,7.7,"$167,078"
The Thief of Bagdad,7.7,
One Piece Film Z,7.7,"$74,223,861"
Crip Camp,7.7,
Active Measures,7.7,"$19,862"
Kings of the Road,7.7,$284
Sibirskiy tsiryulnik,7.7,"$2,634,218"
Diego Maradona,7.7,"$2,798,565"
Punishment Park,7.7,
Pépé le Moko,7.7,"$155,895"
Encounters at the End of the World,7.7,"$1,205,464"
Touchez pas au grisbi,7.7,"$131,548"
Operation Odessa,7.7,
Sir,7.7,"$1,050,318"
État de siège,7.7,
Le jour se lève,7.7,"$35,321"
Guru,7.7,"$24,108,727"
Journal d'un curé de campagne,7.7,"$47,000"
Oye Lucky! Lucky Oye!,7.7,"$1,976,868"
Inside I'm Dancing,7.7,"$1,226,577"
Always,7.7,"$6,941,450"
Karakter,7.7,"$623,983"
Dear Frankie,7.7,"$1,656,829"
Le quai des brumes,7.7,"$39,623"
Johnny Belinda,7.7,
McQueen,7.7,"$2,739,246"
Geetha Govindam,7.7,"$320,366"
Otac na sluzbenom putu,7.7,"$34,751"
Mouchette,7.7,
Dodsworth,7.7,
Beastie Boys Story,7.7,
Jaya Jaya Jaya Jaya Hei,7.7,"$1,302,293"
Machuca,7.7,"$3,187,700"
Kolja,7.7,"$5,770,254"
The Hidden Blade,7.7,"$8,043,781"
Shall We Dance?,7.7,"$9,499,091"
The Mortal Storm,7.7,
Fed Up,7.7,"$1,546,229"
Smiles of a Summer Night,7.7,"$21,264"
Bang Bang You're Dead,7.7,
Magadheera,7.7,
Les glaneurs et la glaneuse,7.7,"$159,165"
The Terrorizers,7.7,"$14,633"
Quai des Orfèvres,7.7,"$180,974"
The Barkley Marathons: The Race That Eats Its Young,7.7,
Happy People: A Year in the Taiga,7.7,"$338,987"
Ivan Groznyy,7.7,"$12,196"
Finding Vivian Maier,7.7,"$2,385,956"
El Norte,7.7,"$27,920"
The Road Home,7.7,"$6,780,490"
Byeon-ho-in,7.7,"$78,547,586"
Itirazim Var,7.7,"$686,484"
Sen Aydinlatirsin Geceyi,7.7,
L'armata Brancaleone,7.7,
Dig!,7.7,"$228,828"
Down and Dirty,7.7,"$7,144"
Nerkonda Paarvai,7.7,"$768,540"
Le roi et l'oiseau,7.7,"$167,451"
Virus,7.7,"$626,930"
Nazarín,7.7,
Forks Over Knives,7.7,"$739,561"
Bicho de Sete Cabeças,7.7,
The Pixar Story,7.7,
Avane Srimannarayana,7.7,"$59,302"
The True Cost,7.7,"$11,902"
Rock On!!,7.7,"$7,153,767"
La promesse,7.7,"$592,543"
Ohm Shanthi Oshaana,7.7,
Sonbahar,7.7,"$741,768"
Dark Days,7.7,"$333,843"
Njan Prakashan,7.7,"$86,540"
Mumbai Meri Jaan,7.7,"$1,203,043"
Contracorriente,7.7,"$602,059"
Good Night,7.7,"$4,504"
Zamani baray-e masti-e asbha,7.7,"$632,310"
Die Feuerzangenbowle,7.7,
California Dreamin' (Nesfarsit),7.7,"$377,275"
Murderball,7.7,"$1,751,895"
Der Tunnel,7.7,"$115,112"
Yüregine Sor,7.7,"$778,795"
Océans,7.7,"$83,090,556"
Chaar Sahibzaade,7.7,"$1,931,759"
Anatolian Smile,7.7,
Tre uomini e una gamba,7.7,
Dhruva,7.7,
The Cuckoo,7.7,"$480,578"
Undefeated,7.7,"$583,844"
Checkmate,7.7,
Ghayal,7.7,
Yi ge dou bu neng shao,7.7,"$592,586"
Beloe solntse pustyni,7.7,
Yume to kyôki no ôkoku,7.7,
Don,7.7,
Les tontons flingueurs,7.7,
Bure baruta,7.7,
Gett,7.7,"$1,259,160"
Raincoat,7.7,"$610,056"
The Tillman Story,7.7,"$802,535"
Bellissima,7.7,
Üvegtigris,7.7,
Sunny,7.7,"$51,116,421"
Mankatha,7.7,"$1,122,247"
Krugovi,7.7,"$71,617"
Samsara,7.7,"$3,278,767"
Chasing Ice,7.7,"$1,358,668"
Debi,7.7,
Karpuz Kabugundan Gemiler Yapmak,7.7,"$13,500"
Chengiz,7.7,
Hawa,7.7,"$358,052"
Collapse,7.7,"$46,964"
The Way Home,7.7,"$24,952,738"
Üç Kagitçi,7.7,
Control Room,7.7,"$2,724,826"
American: The Bill Hicks Story,7.7,"$92,234"
Conclave,7.5,"$32,191,175"
Transformers One,7.6,"$128,888,103"
Once Upon a Time... In Hollywood,7.6,"$392,105,159"
Love Actually,7.6,"$250,215,630"
Inside Out 2,7.6,"$1,698,451,580"
Moana,7.6,"$643,332,467"
Aftersun,7.6,"$8,598,565"
Deadpool 2,7.6,"$785,896,632"
All of Us Strangers,7.6,"$20,226,058"
The Whale,7.6,"$57,615,635"
Kneecap,7.6,"$4,438,760"
American Psycho,7.6,"$34,266,679"
Killers of the Flower Moon,7.6,"$158,764,012"
"Planes, Trains & Automobiles",7.6,"$49,530,280"
300,7.6,"$456,082,343"
John Wick: Chapter 4,7.6,"$440,180,275"
The Fifth Element,7.6,"$263,920,180"
Close Encounters of the Third Kind,7.6,"$306,889,114"
Dazed and Confused,7.6,"$8,154,446"
Harry Potter and the Half-Blood Prince,7.6,"$941,055,851"
Watchmen,7.6,"$185,382,813"
Traffic,7.6,"$207,515,725"
The Iron Claw,7.6,"$45,204,449"
Superbad,7.6,"$170,812,574"
The Godfather Part III,7.6,"$136,861,392"
Gifted,7.6,"$43,069,254"
White Christmas,7.6,"$1,109,388"
The Reader,7.6,"$108,902,486"
Hell or High Water,7.6,"$37,999,675"
Sound of Freedom,7.6,"$250,570,396"
The Butterfly Effect,7.6,"$96,822,421"
Falling Down,7.6,"$40,903,593"
The Florida Project,7.6,"$10,954,677"
Fury,7.6,"$211,822,697"
Scott Pilgrim vs. The World,7.6,"$51,691,156"
Office Space,7.6,"$10,829,894"
The Last of the Mohicans,7.6,"$75,506,530"
My Cousin Vinny,7.6,"$64,088,552"
Moneyball,7.6,"$110,206,216"
Saw,7.6,"$104,004,218"
Kick-Ass,7.6,"$96,188,903"
Stardust,7.6,"$137,515,140"
Young Woman and the Sea,7.6,"$581,725"
Train to Busan,7.6,"$92,767,524"
Midnight in Paris,7.6,"$151,672,318"
3:10 to Yuma,7.6,"$70,016,220"
Minority Report,7.6,"$358,372,926"
Kill,7.6,"$1,930,699"
Star Wars: Episode III - Revenge of the Sith,7.6,"$850,035,635"
The Fly,7.6,"$60,629,159"
Sherlock Holmes,7.6,"$524,028,679"
What We Do in the Shadows,7.6,"$7,450,669"
Kung Fu Panda,7.6,"$632,091,832"
Die Hard with a Vengeance,7.6,"$366,101,666"
La Piel Que Habito,7.6,"$33,716,389"
Moulin Rouge!,7.6,"$184,935,252"
The Others,7.6,"$210,002,906"
The Machinist,7.6,"$8,203,235"
A Star Is Born,7.6,"$436,433,122"
The Peanut Butter Falcon,7.6,"$23,712,097"
The Thin Red Line,7.6,"$98,126,565"
I Am Sam,7.6,"$97,818,302"
RoboCop,7.6,"$53,429,250"
Mysterious Skin,7.6,"$1,532,932"
Gone Baby Gone,7.6,"$34,612,443"
True Grit,7.6,"$252,278,285"
Despicable Me,7.6,"$544,174,973"
Thelma & Louise,7.6,"$45,472,705"
Inside Man,7.6,"$186,003,591"
The Little Mermaid,7.6,"$211,343,479"
Guardians of the Galaxy Vol. 2,7.6,"$863,756,903"
Dark City,7.6,"$27,201,335"
The Commitments,7.6,"$14,919,633"
Bridge of Spies,7.6,"$165,478,348"
Dark Waters,7.6,"$23,108,017"
The Naked Gun: From the Files of Police Squad!,7.6,"$78,756,177"
The Birds,7.6,"$54,531"
Lost Highway,7.6,"$3,836,866"
Breakfast at Tiffany's,7.6,"$594,615"
Creed,7.6,"$174,178,883"
Eastern Promises,7.6,"$56,107,312"
Lethal Weapon,7.6,"$120,207,127"
After Hours,7.6,"$10,629,668"
The Blind Side,7.6,"$309,231,694"
Toy Story 4,7.6,"$1,073,841,394"
Lord of War,7.6,"$72,617,068"
Snow White and the Seven Dwarfs,7.6,"$184,960,747"
The Jungle Book,7.6,"$205,843,612"
The Road Warrior,7.6,"$23,670,853"
The Boondock Saints,7.6,"$30,471"
West Side Story,7.6,"$44,134,880"
Romeo and Juliet,7.6,"$6,292"
The Art of Racing in the Rain,7.6,"$33,766,787"
Serbuan Maut,7.6,"$9,146,852"
End of Watch,7.6,"$55,078,146"
Pushpa: The Rise-Part 1,7.6,"$7,592,374"
Match Point,7.6,"$85,638,656"
Guillermo Del Toro's Pinocchio,7.6,"$109,846"
Rise of the Planet of the Apes,7.6,"$481,800,873"
Rushmore,7.6,"$17,198,495"
Only the Brave,7.6,"$26,351,322"
Dawn of the Planet of the Apes,7.6,"$710,644,566"
The Royal Tenenbaums,7.6,"$71,442,210"
Ponyo,7.6,"$205,904,024"
The Hurricane,7.6,"$73,956,241"
Connected,7.6,
Just Mercy,7.6,"$50,901,502"
Suzume,7.6,"$133,473,559"
Watership Down,7.6,"$21,641"
Enter the Dragon,7.6,"$115,762"
