lyric,album_title,year,track_title,track_number
Sucking dry the teat of the scared,Endless Forms Most Beautiful,2015,Weak Fantasy,2
A storytelling breed we are,Endless Forms Most Beautiful,2015,Weak Fantasy,2
A starving crew with show-off toys,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Fear is a choice you embrace,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Your only truth,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Tribal poetry,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Witchcraft filling your void,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Lust for fantasy,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Male necrocracy,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Every child worthy of a better tale,Endless Forms Most Beautiful,2015,Weak Fantasy,2
From words into war of the worlds,Endless Forms Most Beautiful,2015,Weak Fantasy,2
This one we forsake with scorn,Endless Forms Most Beautiful,2015,Weak Fantasy,2
From lies the strength of our love,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Mother's milk laced with poison for this newborn,Endless Forms Most Beautiful,2015,Weak Fantasy,2
"Wake up child, I have a story to tell",Endless Forms Most Beautiful,2015,Weak Fantasy,2
Once upon a time,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Your only truth,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Tribal poetry,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Witchcraft filling your void,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Lust for fantasy,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Male necrocracy,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Every child worthy of a better tale,Endless Forms Most Beautiful,2015,Weak Fantasy,2
Leave the sleep and let the springtime talk,Endless Forms Most Beautiful,2015,Élan,3
In tongues from the time before man,Endless Forms Most Beautiful,2015,Élan,3
Listen to a daffodil tell her tale,Endless Forms Most Beautiful,2015,Élan,3
"Let the guest in, walk out, be the first to greet the morn",Endless Forms Most Beautiful,2015,Élan,3
The meadows of heaven await harvest,Endless Forms Most Beautiful,2015,Élan,3
"The cliffs unjumped, cold waters untouched",Endless Forms Most Beautiful,2015,Élan,3
The elsewhere creatures yet unseen,Endless Forms Most Beautiful,2015,Élan,3
"Finally your number came up, free fall awaits the brave",Endless Forms Most Beautiful,2015,Élan,3
Come,Endless Forms Most Beautiful,2015,Élan,3
Taste the wine,Endless Forms Most Beautiful,2015,Élan,3
Race the blind,Endless Forms Most Beautiful,2015,Élan,3
They will guide you from the light,Endless Forms Most Beautiful,2015,Élan,3
Writing noughts till the end of time,Endless Forms Most Beautiful,2015,Élan,3
Come,Endless Forms Most Beautiful,2015,Élan,3
Surf the clouds,Endless Forms Most Beautiful,2015,Élan,3
Race the dark,Endless Forms Most Beautiful,2015,Élan,3
It feeds from the runs undone,Endless Forms Most Beautiful,2015,Élan,3
Meet me where the cliff greets the sea,Endless Forms Most Beautiful,2015,Élan,3
The answer to the riddle before your eyes,Endless Forms Most Beautiful,2015,Élan,3
Is in dead leaves and fleeting skies,Endless Forms Most Beautiful,2015,Élan,3
Returning swans and sedulous mice,Endless Forms Most Beautiful,2015,Élan,3
Writings on the garden's book,Endless Forms Most Beautiful,2015,Élan,3
In the minute of a lover's look,Endless Forms Most Beautiful,2015,Élan,3
Building a sandcastle close to the shore,Endless Forms Most Beautiful,2015,Élan,3
A house of cards from a worn out deck,Endless Forms Most Beautiful,2015,Élan,3
"A home from the fellowship, poise and calm",Endless Forms Most Beautiful,2015,Élan,3
Write a lyric for the song only you can understand,Endless Forms Most Beautiful,2015,Élan,3
Riding hard every shooting star,Endless Forms Most Beautiful,2015,Élan,3
"Come to life, open mind, have a laugh at the orthodox",Endless Forms Most Beautiful,2015,Élan,3
"Come, drink deep let the dam of mind seep",Endless Forms Most Beautiful,2015,Élan,3
"Travel with great élan, dance a jig at the funeral",Endless Forms Most Beautiful,2015,Élan,3
Come!,Endless Forms Most Beautiful,2015,Élan,3
"Tear me to bits, enjoy the scene",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Of screen name verbal vanity,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Churning the words imbued in filth,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Your tongue oily water under my bridge,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
"You have the world, it's all for you",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
I wish you'd find the lost in you,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
"Grateful for the pain, it proves we're alive",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Can you feel it,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
I can't make you want the truth,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
It's up to you,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Yours is an empty hope,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Yours is an empty hope,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Feed me to pigs in your fantasies,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Your sea roars bitter elegies,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Like narcissus who bribes the pool,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
A hollow voice ruin with a roof,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
"Stop! Life is now, still all for you",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
"Turn from the hate, turn from the smoke",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
I see the parchment of your soul,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
"The notes, the song",Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Join your voice,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
I can let you have the world,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
It's all for you,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Yours is an empty hope,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
Yours is an empty hope,Endless Forms Most Beautiful,2015,Yours Is An Empty Hope,4
I climbed off your back,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
Not so long ago,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
To a blooming meadow,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
To a path you'd made for the lightest feet,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Mother, I am always close to you",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
I will be waving every time you leave,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Oh, I am you, the care, the love, the memories",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
We are the story of one,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Father, I am always close to you",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
I will be waving every time you leave,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Oh, I am you, the care, the love, the memories",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
You are forever in me,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
This verse we wrote on our road home,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"For you, all this for you",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
All this for you,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
Our walk has been sublime,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
A soaring ride and gentle leap,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
You have the heart of a true friend,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
One day we'll meet on that shore again,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Mother, I am always close to you",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
I will be waving every time you leave,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Oh, I am you, the care, the love, the memories",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
We are the story of one,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Oh father, I am always close to you",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
I will be waving every time you leave,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Oh, I am you, the care, the love, the memories",Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
You are forever in me,Endless Forms Most Beautiful,2015,Our Decades In The Sun,5
"Sain y niwl,",Endless Forms Most Beautiful,2015,My Walden,6
"Gwynt y goedwig fwsog,",Endless Forms Most Beautiful,2015,My Walden,6
"Gwenith faen, ger y coed, a'r lleuad,",Endless Forms Most Beautiful,2015,My Walden,6
Un gwef adenydd i dapestri bywyd,Endless Forms Most Beautiful,2015,My Walden,6
light shines bright beyond all the cities of gold,Endless Forms Most Beautiful,2015,My Walden,6
On a road of bird song and chocolate shops,Endless Forms Most Beautiful,2015,My Walden,6
"Of buskers, jugglers, innkeeper's welcoming call",Endless Forms Most Beautiful,2015,My Walden,6
"The sound of mist, smell of moss-grown woods",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my wings from many-colored yarns,Endless Forms Most Beautiful,2015,My Walden,6
"Flying higher, higher, higher into the wild",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my world into tapestry of life,Endless Forms Most Beautiful,2015,My Walden,6
"Its fire, golden, in my Walden",Endless Forms Most Beautiful,2015,My Walden,6
I will taste the manna in every tree,Endless Forms Most Beautiful,2015,My Walden,6
Liquid honey and wine from the distant hills,Endless Forms Most Beautiful,2015,My Walden,6
An early morning green wood concerto,Endless Forms Most Beautiful,2015,My Walden,6
Greets my Walden with its eternal voice,Endless Forms Most Beautiful,2015,My Walden,6
Weaving my wings from many colored yarns,Endless Forms Most Beautiful,2015,My Walden,6
"Flying higher, higher, higher into the wild",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my world into a tapestry of life,Endless Forms Most Beautiful,2015,My Walden,6
"It's fire, golden, in my Walden",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my wings from many colored yarns,Endless Forms Most Beautiful,2015,My Walden,6
"Flying higher, higher, higher into the wild",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my world into a tapestry of life,Endless Forms Most Beautiful,2015,My Walden,6
"It's fire, golden, in my Walden",Endless Forms Most Beautiful,2015,My Walden,6
Weaving my wings from many colored yarns,Endless Forms Most Beautiful,2015,My Walden,6
"Flying higher, higher, higher, higher, higher, higher, higher, higher, higher, higher",Endless Forms Most Beautiful,2015,My Walden,6
I do not wish to evade the world,Endless Forms Most Beautiful,2015,My Walden,6
Yet I will forever build my own,Endless Forms Most Beautiful,2015,My Walden,6
Forever build my own,Endless Forms Most Beautiful,2015,My Walden,6
Forever my home,Endless Forms Most Beautiful,2015,My Walden,6
Come on; hop on; let's take a ride,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Come and meet the travelers who came to town,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
They have a tale from the past to tell,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
From the great dark between the stars,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
We are a special speck of dust,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
A fleeting moment on an ark,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
"A celebration, a rest haven of life",Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Lay on a field of green with mother Eve,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
With father pine reaching high,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Look at yourself in the eyes of aye-aye,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Unfolding rendezvous,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Deep into the past,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Follow the aeon path,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Greet a blade of grass,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Every endless form most beautiful,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
"Alive, aware, in awe",Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Before the grandeur of it all,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
Our floating pale blue ark,Endless Forms Most Beautiful,2015,Endless Forms Most Beautiful,7
