lyric,album_title,year,track_title,track_number
Crownless again shall be the king,Wishmaster,2000,Crownless,8
A gull covered in oil with a broken wing,Wishmaster,2000,Crownless,8
A hitcher on a road alone and lost,Wishmaster,2000,Crownless,8
Iron sharpens iron... - a truth that once was,Wishmaster,2000,Crownless,8
Mine is the Earth and the sword in the stone,Wishmaster,2000,Crownless,8
Mine is the throne for the idol,Wishmaster,2000,Crownless,8
One fleeting moment and it is all gone,Wishmaster,2000,Crownless,8
Crownless again,Wishmaster,2000,Crownless,8
Will I fall?,Wishmaster,2000,Crownless,8
Roaming on razor-sharp castles,Wishmaster,2000,Crownless,8
Ruling all but myself,Wishmaster,2000,Crownless,8
(Now my night is laid to sleep),Wishmaster,2000,Crownless,8
One fragrant rose worth ten times what I am,Wishmaster,2000,Crownless,8
A crippled begging a coin braver than I ever was,Wishmaster,2000,Crownless,8
Reflection from me-Devil dressed in white,Wishmaster,2000,Crownless,8
Chasten the being,Wishmaster,2000,Crownless,8
Become what I once was,Wishmaster,2000,Crownless,8
Mine is the Earth...,Wishmaster,2000,Crownless,8
In your creation heaven did decree,Wishmaster,2000,Deep Silent Complete,9
That in your arms sweet death should dwell,Wishmaster,2000,Deep Silent Complete,9
Deep Silent Complete,Wishmaster,2000,Deep Silent Complete,9
Black velvet sea,Wishmaster,2000,Deep Silent Complete,9
The sirens are calling for me,Wishmaster,2000,Deep Silent Complete,9
"Saved my soul thinking ""This song's a lie""",Wishmaster,2000,Deep Silent Complete,9
Sand on the shore is so dry,Wishmaster,2000,Deep Silent Complete,9
Deep Silent Complete,Wishmaster,2000,Deep Silent Complete,9
Black velvet sea,Wishmaster,2000,Deep Silent Complete,9
Brave day sinking in endless night,Wishmaster,2000,Deep Silent Complete,9
"The age will say ""This poet lies""",Wishmaster,2000,Deep Silent Complete,9
Heaven never touched earthly face,Wishmaster,2000,Deep Silent Complete,9
"The age will say ""This night was ours""",Wishmaster,2000,Deep Silent Complete,9
Blessed with the Deep,Wishmaster,2000,Deep Silent Complete,9
The Silent the Complete,Wishmaster,2000,Deep Silent Complete,9
"""I live no more to shame, nor me, nor you, I'm sorry""",Wishmaster,2000,Dead Boy's Poem,10
"Born from silence, silence full of it",Wishmaster,2000,Dead Boy's Poem,10
A perfect concert my best friend,Wishmaster,2000,Dead Boy's Poem,10
"So much to live for, so much to die for",Wishmaster,2000,Dead Boy's Poem,10
If only my heart had a home,Wishmaster,2000,Dead Boy's Poem,10
Sing what you can't say,Wishmaster,2000,Dead Boy's Poem,10
Forget what you can't play,Wishmaster,2000,Dead Boy's Poem,10
Hasten to drown into beautiful eyes,Wishmaster,2000,Dead Boy's Poem,10
"Walk within my poetry, this dying music",Wishmaster,2000,Dead Boy's Poem,10
- My loveletter to nobody,Wishmaster,2000,Dead Boy's Poem,10
Never sigh for better world,Wishmaster,2000,Dead Boy's Poem,10
"It's already composed, played and told",Wishmaster,2000,Dead Boy's Poem,10
Every thought the music I write,Wishmaster,2000,Dead Boy's Poem,10
Everything a wish for the night,Wishmaster,2000,Dead Boy's Poem,10
"Wrote for the eclipse, wrote for the virgin",Wishmaster,2000,Dead Boy's Poem,10
Died for the beauty the one in the garden,Wishmaster,2000,Dead Boy's Poem,10
"Created a kingdom, reached for the wisdom",Wishmaster,2000,Dead Boy's Poem,10
Failed in becoming a god,Wishmaster,2000,Dead Boy's Poem,10
Never sigh...,Wishmaster,2000,Dead Boy's Poem,10
"""If you read this line, remember not the hand that wrote it",Wishmaster,2000,Dead Boy's Poem,10
"Remember only the verse, songmaker's cry the one without tears",Wishmaster,2000,Dead Boy's Poem,10
For I've given this its strength and it has become my only strength.,Wishmaster,2000,Dead Boy's Poem,10
"Comforting home, mother's lap, chance for immortality",Wishmaster,2000,Dead Boy's Poem,10
where being wanted became a thrill I never knew,Wishmaster,2000,Dead Boy's Poem,10
"The sweet piano writing down my life""",Wishmaster,2000,Dead Boy's Poem,10
"""Teach me passion for I fear it's gone",Wishmaster,2000,Dead Boy's Poem,10
"Show me love, hold the lorn",Wishmaster,2000,Dead Boy's Poem,10
So much more I wanted to give to the ones who love me,Wishmaster,2000,Dead Boy's Poem,10
I'm sorry,Wishmaster,2000,Dead Boy's Poem,10
Time will tell (this bitter farewell),Wishmaster,2000,Dead Boy's Poem,10
I live no more to shame nor me nor you,Wishmaster,2000,Dead Boy's Poem,10
"And you... I wish I didn't feel for you anymore...""",Wishmaster,2000,Dead Boy's Poem,10
A lonely soul,Wishmaster,2000,Dead Boy's Poem,10
An ocean soul,Wishmaster,2000,Dead Boy's Poem,10
[Part 1],Wishmaster,2000,FantasMic,11
Wish upon a star,Wishmaster,2000,FantasMic,11
Take a step enter the land,Wishmaster,2000,FantasMic,11
Walk through the air,Wishmaster,2000,FantasMic,11
Take my hand,Wishmaster,2000,FantasMic,11
Wishmaster's will -,Wishmaster,2000,FantasMic,11
Join him the quest for dream,Wishmaster,2000,FantasMic,11
A make-believe,Wishmaster,2000,FantasMic,11
Is all we ever need,Wishmaster,2000,FantasMic,11
Wish upon a star,Wishmaster,2000,FantasMic,11
No matter who you are,Wishmaster,2000,FantasMic,11
The second star to the right,Wishmaster,2000,FantasMic,11
Harbinger's gate,Wishmaster,2000,FantasMic,11
Beyond the boundaries,Wishmaster,2000,FantasMic,11
Blossom ballet,Wishmaster,2000,FantasMic,11
In the great wide somewhere,Wishmaster,2000,FantasMic,11
Wish upon a star,Wishmaster,2000,FantasMic,11
Believe in will,Wishmaster,2000,FantasMic,11
The realm of the king of fantasy,Wishmaster,2000,FantasMic,11
The master of the tale-like lore,Wishmaster,2000,FantasMic,11
The way to kingdom I adore,Wishmaster,2000,FantasMic,11
Where the warrior's heart is pure,Wishmaster,2000,FantasMic,11
Where the stories will come true,Wishmaster,2000,FantasMic,11
[Part 2],Wishmaster,2000,FantasMic,11
A cub of the king betrayed by usurper,Wishmaster,2000,FantasMic,11
A girl in the rain swearing to her father's name,Wishmaster,2000,FantasMic,11
Belle the last sight for the dying gruesome,Wishmaster,2000,FantasMic,11
The beauties sleeping awaiting,Wishmaster,2000,FantasMic,11
Deep in a dream,Wishmaster,2000,FantasMic,11
For true love's first kiss,Wishmaster,2000,FantasMic,11
[Part 3],Wishmaster,2000,FantasMic,11
Bald Mountain Night,Wishmaster,2000,FantasMic,11
Devilheart endures but light,Wishmaster,2000,FantasMic,11
A mad aerial dance,Wishmaster,2000,FantasMic,11
Chernabog's succubi,Wishmaster,2000,FantasMic,11
Black Cauldron born,Wishmaster,2000,FantasMic,11
Gurgi's heart forlorn,Wishmaster,2000,FantasMic,11
Pig-keeper or hero,Wishmaster,2000,FantasMic,11
On a quest of augury,Wishmaster,2000,FantasMic,11
Maleficent's fury,Wishmaster,2000,FantasMic,11
The spindle so luring,Wishmaster,2000,FantasMic,11
"Dragon fight, dying night",Wishmaster,2000,FantasMic,11
Dooming might,Wishmaster,2000,FantasMic,11
Apprentice of Yen Sid,Wishmaster,2000,FantasMic,11
Conducting the galaxy,Wishmaster,2000,FantasMic,11
Dreamer on mountaintop,Wishmaster,2000,FantasMic,11
Spellbound masquerade,Wishmaster,2000,FantasMic,11
The Sailor an idol for the six-year-old in me,Wishmaster,2000,FantasMic,11
The Phoenix of White Agony Creek,Wishmaster,2000,FantasMic,11
"Enchantress, A mermaid in a tale as old as time",Wishmaster,2000,FantasMic,11
"A Dragonslayer, The Awakener",Wishmaster,2000,FantasMic,11
Wish upon a star...,Wishmaster,2000,FantasMic,11
[bonus track],Wishmaster,2000,Sleepwalker,12
Close your eyes,Wishmaster,2000,Sleepwalker,12
Feel the ocean where passion lies,Wishmaster,2000,Sleepwalker,12
Silently the senses,Wishmaster,2000,Sleepwalker,12
Abandon all defences,Wishmaster,2000,Sleepwalker,12
The place between sleep and awake,Wishmaster,2000,Sleepwalker,12
End of innocence,Wishmaster,2000,Sleepwalker,12
Unending masquerade,Wishmaster,2000,Sleepwalker,12
That`s where I`ll wait for you,Wishmaster,2000,Sleepwalker,12
"Hold me, near you",Wishmaster,2000,Sleepwalker,12
"So closely, sear you",Wishmaster,2000,Sleepwalker,12
"Seeing, believing",Wishmaster,2000,Sleepwalker,12
"Dreaming, deceiving",Wishmaster,2000,Sleepwalker,12
Sleepwalker seducing me,Wishmaster,2000,Sleepwalker,12
I dared to enter your ecstacy,Wishmaster,2000,Sleepwalker,12
Lay yourself now down to sleep,Wishmaster,2000,Sleepwalker,12
In my dreams you`re mine to keep,Wishmaster,2000,Sleepwalker,12
Sleepwalker,Wishmaster,2000,Sleepwalker,12
[a Gary Moore cover tune],Over The Hills And Far Away,2001,Over The Hills And Far Away,1
They came for him one winter's night.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Arrested, he was bound.",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"They said there'd been a robbery,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
his pistol had been found.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"They marched him to the station house,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he waited for the dawn.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"And as they led him to the dock,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he knew that he'd been wronged.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"""You stand accused of robbery,""",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he heard the bailiff say.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"He knew without an alibi,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
tomorrow's light would mourn his freedom.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and far away,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
for ten long years he'll count the days.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the mountains and the seas,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
a prisoner's life for him there'll be.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"He knew that it would cost him dear,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
but yet he dare not say.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Where he had been that fateful night,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
a secret it must stay.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
He had to fight back tears of rage.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
His heart beat like a drum.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"For with the wife of his best friend,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he spent his final night of freedom.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and far away,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he swears he will return one day.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Far from the mountains and the seas,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
back in her arms he swears he'll be.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
Over the hills and far away.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"over the hills and,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
over the hills and far away.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Each night within his prison cell,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he looks out through the bars.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
He reads the letters that she wrote.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
One day he'll know the taste of freedom.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and far away,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
she prays he will return one day.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"As sure as the rivers reach the seas,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
back in his arms he swears she'll be.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and far away,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
he swears he will return one day.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Far from the mountains and the seas,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
back in her arms he swears he'll be.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills and far away,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
she prays he will return one day.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"As sure as the rivers reach the seas,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
back in his arms is where she'll be.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
over the hills and far away.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Over the hills,",Over The Hills And Far Away,2001,Over The Hills And Far Away,1
over the hills and far away.,Over The Hills And Far Away,2001,Over The Hills And Far Away,1
"Today I killed, he was just a boy",Over The Hills And Far Away,2001,Tenth Man Down,2
"Eight before him, I knew them all",Over The Hills And Far Away,2001,Tenth Man Down,2
In the fields a dying oath...,Over The Hills And Far Away,2001,Tenth Man Down,2
I'd kill them all to save my own,Over The Hills And Far Away,2001,Tenth Man Down,2
"Cut me free, Bleed with me, Oh no",Over The Hills And Far Away,2001,Tenth Man Down,2
"One by one, We will fall, down down",Over The Hills And Far Away,2001,Tenth Man Down,2
"Pull the plug, End the pain, Run'n fight for life",Over The Hills And Far Away,2001,Tenth Man Down,2
"Hold on tight, this ain't my fight",Over The Hills And Far Away,2001,Tenth Man Down,2
Deliver me from this war,Over The Hills And Far Away,2001,Tenth Man Down,2
It's not for me it's because of you,Over The Hills And Far Away,2001,Tenth Man Down,2
Devil's instant my eternity,Over The Hills And Far Away,2001,Tenth Man Down,2
Obey to kill to save yourself,Over The Hills And Far Away,2001,Tenth Man Down,2
Cut me free ...,Over The Hills And Far Away,2001,Tenth Man Down,2
"""I envy the 9 lives that gave me hell",Over The Hills And Far Away,2001,Tenth Man Down,2
My path made up by their torn bodies,Over The Hills And Far Away,2001,Tenth Man Down,2
"Man to man, soldier to soldier, dust to dust",Over The Hills And Far Away,2001,Tenth Man Down,2
"Call me a coward but I can't take it anymore""",Over The Hills And Far Away,2001,Tenth Man Down,2
They wait for me back home,Over The Hills And Far Away,2001,Tenth Man Down,2
The live with eyes turned away,Over The Hills And Far Away,2001,Tenth Man Down,2
They were the first ones to see,Over The Hills And Far Away,2001,Tenth Man Down,2
They are the last ones to bleed,Over The Hills And Far Away,2001,Tenth Man Down,2
"""The ultimate high as all beautiful dies",Over The Hills And Far Away,2001,Tenth Man Down,2
"A ruler's tool, priest's excuse, tyrant's delight...",Over The Hills And Far Away,2001,Tenth Man Down,2
"I alone, the great white hunter",Over The Hills And Far Away,2001,Tenth Man Down,2
I'll march till the dawn brings me rest,Over The Hills And Far Away,2001,Tenth Man Down,2
"10th patriot at the gallow's pole!""",Over The Hills And Far Away,2001,Tenth Man Down,2
Cut me free ...,Over The Hills And Far Away,2001,Tenth Man Down,2
The days were brighter,Over The Hills And Far Away,2001,Away,3
Gardens more blooming,Over The Hills And Far Away,2001,Away,3
The nights had more hope,Over The Hills And Far Away,2001,Away,3
In their silence The wild was calling,Over The Hills And Far Away,2001,Away,3
Wishes were whispering,Over The Hills And Far Away,2001,Away,3
The time was there,Over The Hills And Far Away,2001,Away,3
But without a meaning,Over The Hills And Far Away,2001,Away,3
"Away, away in time",Over The Hills And Far Away,2001,Away,3
Every dream's a journey away,Over The Hills And Far Away,2001,Away,3
Away to a home away from care,Over The Hills And Far Away,2001,Away,3
Everywhere's just a journey away,Over The Hills And Far Away,2001,Away,3
The days departed,Over The Hills And Far Away,2001,Away,3
Gardens deserted,Over The Hills And Far Away,2001,Away,3
This frail world,Over The Hills And Far Away,2001,Away,3
My only rest?,Over The Hills And Far Away,2001,Away,3
The wild calls no more,Over The Hills And Far Away,2001,Away,3
Wishes so hollow,Over The Hills And Far Away,2001,Away,3
The Barefoot Boy,Over The Hills And Far Away,2001,Away,3
weeping in an empty night,Over The Hills And Far Away,2001,Away,3
Away ...,Over The Hills And Far Away,2001,Away,3
Cherish the moment,Over The Hills And Far Away,2001,Away,3
Tower the skies,Over The Hills And Far Away,2001,Away,3
Don't let the dreamer,Over The Hills And Far Away,2001,Away,3
fade to grey like grass,Over The Hills And Far Away,2001,Away,3
No falling for life,Over The Hills And Far Away,2001,Away,3
A gain for every loss,Over The Hills And Far Away,2001,Away,3
Time gathered me,Over The Hills And Far Away,2001,Away,3
But kept me flying,Over The Hills And Far Away,2001,Away,3
"""For this gift of dream I must pay the price",Over The Hills And Far Away,2001,Away,3
"with the loss of life's pleasures""",Over The Hills And Far Away,2001,Away,3
A nocturnal concerto,Over The Hills And Far Away,2001,Astral Romance,4
Candlelight whispers me where to go,Over The Hills And Far Away,2001,Astral Romance,4
Hymn of gathering stars as my guide,Over The Hills And Far Away,2001,Astral Romance,4
While I wander on this path of the night,Over The Hills And Far Away,2001,Astral Romance,4
Embroidery of the stars,Over The Hills And Far Away,2001,Astral Romance,4
Undress my feelings for this earth,Over The Hills And Far Away,2001,Astral Romance,4
Send me your salva to heal my scars,Over The Hills And Far Away,2001,Astral Romance,4
And let this nakedness me my birth,Over The Hills And Far Away,2001,Astral Romance,4
Macrocosm poured its powers on me,Over The Hills And Far Away,2001,Astral Romance,4
And the hopes of this world I now must leave,Over The Hills And Far Away,2001,Astral Romance,4
The nightwish I sent you centuries ago,Over The Hills And Far Away,2001,Astral Romance,4
Has been heard by those who dwelled in a woe,Over The Hills And Far Away,2001,Astral Romance,4
The distance of our bridal bed,Over The Hills And Far Away,2001,Astral Romance,4
Await for me to be dead,Over The Hills And Far Away,2001,Astral Romance,4
Dust of the galaxies take my hand,Over The Hills And Far Away,2001,Astral Romance,4
Lead me to my beloved's land,Over The Hills And Far Away,2001,Astral Romance,4
"""This constant longing for your touch",Over The Hills And Far Away,2001,Astral Romance,4
This bitter ocean of hatred and pain,Over The Hills And Far Away,2001,Astral Romance,4
"This loneliness I need to be who I am""",Over The Hills And Far Away,2001,Astral Romance,4
"""The oceans are as lone as I",Over The Hills And Far Away,2001,Astral Romance,4
Somebody take away this gift of mine,Over The Hills And Far Away,2001,Astral Romance,4
No charisma for the beast!,Over The Hills And Far Away,2001,Astral Romance,4
"But still I love you forevermore""",Over The Hills And Far Away,2001,Astral Romance,4
"""Come to me",Over The Hills And Far Away,2001,Astral Romance,4
Deliver me from you,Over The Hills And Far Away,2001,Astral Romance,4
"And from all the days of the Earth""",Over The Hills And Far Away,2001,Astral Romance,4
No last words to say,Over The Hills And Far Away,2001,Astral Romance,4
Only memories remain,Over The Hills And Far Away,2001,Astral Romance,4
"A farewell then, my path goes forever on",Over The Hills And Far Away,2001,Astral Romance,4
"""I was born amidst the purple waterfalls.",Century Child,2002,Bless The Child,1
"I was weak, yet not unblessed.",Century Child,2002,Bless The Child,1
Dead to the world. Alive for the journey.,Century Child,2002,Bless The Child,1
"One night I dreamt a white rose withering,",Century Child,2002,Bless The Child,1
a newborn drowning a lifetime loneliness.,Century Child,2002,Bless The Child,1
I dreamt all my future. Relived my past.,Century Child,2002,Bless The Child,1
"A witnessed the beauty of the beast""",Century Child,2002,Bless The Child,1
Where have all the feelings gone?,Century Child,2002,Bless The Child,1
Why has all the laughter ceased?,Century Child,2002,Bless The Child,1
Why am I loved only when I'm gone?,Century Child,2002,Bless The Child,1
Gone back in time to bless the child,Century Child,2002,Bless The Child,1
Think of me long enough to make a memory,Century Child,2002,Bless The Child,1
Come bless the child one more time,Century Child,2002,Bless The Child,1
How can I ever feel again?,Century Child,2002,Bless The Child,1
Given the chance would I return?,Century Child,2002,Bless The Child,1
I've never felt so alone in my life,Century Child,2002,Bless The Child,1
As I drank from a cup which was counting my time,Century Child,2002,Bless The Child,1
There's a poison drop in this cup of Man,Century Child,2002,Bless The Child,1
To drink it is to follow the left hand path,Century Child,2002,Bless The Child,1
"""Where have all the feelings gone?",Century Child,2002,Bless The Child,1
Why is the deadliest sin - to love as I loved you?,Century Child,2002,Bless The Child,1
"Now unblessed, homesick in time,",Century Child,2002,Bless The Child,1
"soon to be freed from care, from human pain.",Century Child,2002,Bless The Child,1
My tale is the most bitter truth:,Century Child,2002,Bless The Child,1
"Time pays us but with earth & dust, and a dark, silent grave.",Century Child,2002,Bless The Child,1
"Remember, my child: Without innocence the cross is only iron,",Century Child,2002,Bless The Child,1
hope is only an illusion & Ocean Soul's nothing but a name...,Century Child,2002,Bless The Child,1
"The Child bless thee & keep thee forever""",Century Child,2002,Bless The Child,1
It is the end of all hope,Century Child,2002,End Of All Hope,2
"To lose the child, the faith",Century Child,2002,End Of All Hope,2
To end all the innocence,Century Child,2002,End Of All Hope,2
To be someone like me,Century Child,2002,End Of All Hope,2
This is the birth of all hope,Century Child,2002,End Of All Hope,2
To have what I once had,Century Child,2002,End Of All Hope,2
This life unforgiven,Century Child,2002,End Of All Hope,2
It will end with a birth,Century Child,2002,End Of All Hope,2
No will to wake for this morn,Century Child,2002,End Of All Hope,2
To see another black rose born,Century Child,2002,End Of All Hope,2
Deathbed is slowly covered with snow,Century Child,2002,End Of All Hope,2
"Angels, they fell first but I'm still here",Century Child,2002,End Of All Hope,2
Alone as they are drawing near,Century Child,2002,End Of All Hope,2
In heaven my masterpiece will finally be sung,Century Child,2002,End Of All Hope,2
Wounded is the deer that leaps highest,Century Child,2002,End Of All Hope,2
And my wound it cuts so deep,Century Child,2002,End Of All Hope,2
Turn off the light and let me pull the plug,Century Child,2002,End Of All Hope,2
Mandylion without a face,Century Child,2002,End Of All Hope,2
Deathwish without a prayer,Century Child,2002,End Of All Hope,2
End of hope,Century Child,2002,End Of All Hope,2
End of love,Century Child,2002,End Of All Hope,2
End of time,Century Child,2002,End Of All Hope,2
The rest is silence,Century Child,2002,End Of All Hope,2
All the same take me away,Century Child,2002,Dead To The World,3
We're dead to the world,Century Child,2002,Dead To The World,3
The child gave thought to the poet's world,Century Child,2002,Dead To The World,3
Gave comfort to the Fallen,Century Child,2002,Dead To The World,3
"(Heartfelt, lovelorn)",Century Child,2002,Dead To The World,3
"Remaining, yet still uninvited",Century Child,2002,Dead To The World,3
Those words scented my soul,Century Child,2002,Dead To The World,3
"(Lonely soul, Ocean soul)",Century Child,2002,Dead To The World,3
It's not the monsters under your bed,Century Child,2002,Dead To The World,3
It is the Man next door,Century Child,2002,Dead To The World,3
"That makes you fear, makes you cry,",Century Child,2002,Dead To The World,3
Makes you cry for the child,Century Child,2002,Dead To The World,3
All the wars are fought among those lonely men,Century Child,2002,Dead To The World,3
"Unarmed, unscarred",Century Child,2002,Dead To The World,3
I don't want to die a scarless man,Century Child,2002,Dead To The World,3
A lonely soul,Century Child,2002,Dead To The World,3
(Tell me now what to do),Century Child,2002,Dead To The World,3
I studied silence to learn the music,Century Child,2002,Dead To The World,3
I joined the sinful to regain innocence,Century Child,2002,Dead To The World,3
"Heaven queen, cover me",Century Child,2002,Dead To The World,3
In all that blue,Century Child,2002,Dead To The World,3
"Little boy, such precious joy",Century Child,2002,Dead To The World,3
Is dead to the world,Century Child,2002,Dead To The World,3
"Heaven queen, carry me",Century Child,2002,Dead To The World,3
Away from all pain,Century Child,2002,Dead To The World,3
All the same take me away,Century Child,2002,Dead To The World,3
We're dead to the world,Century Child,2002,Dead To The World,3
"Dead, silent, constant",Century Child,2002,Dead To The World,3
Yet always changing,Century Child,2002,Dead To The World,3
- My favorite view of this world,Century Child,2002,Dead To The World,3
"As he died, he will return to die in me again",Century Child,2002,Dead To The World,3
"Weaving the cloth, giving birth to the Century Child",Century Child,2002,Dead To The World,3
Who gave his life not for the world but for me,Century Child,2002,Dead To The World,3
Innocence reborn once more,Century Child,2002,Dead To The World,3
Ever felt away with me,Century Child,2002,Ever Dream,4
Just once that all I need,Century Child,2002,Ever Dream,4
Entwined in finding you one day,Century Child,2002,Ever Dream,4
Ever felt away without me,Century Child,2002,Ever Dream,4
"My love, it lies so deep",Century Child,2002,Ever Dream,4
Ever dream of me,Century Child,2002,Ever Dream,4
Would you do it with me,Century Child,2002,Ever Dream,4
Heal the scars and change the stars,Century Child,2002,Ever Dream,4
Would you do it for me,Century Child,2002,Ever Dream,4
Turn loose the heaven within,Century Child,2002,Ever Dream,4
I'd take you away,Century Child,2002,Ever Dream,4
Castaway on a lonely day,Century Child,2002,Ever Dream,4
Bosom for a teary cheek,Century Child,2002,Ever Dream,4
My song can but borrow your grace,Century Child,2002,Ever Dream,4
"Come out, come out wherever you are",Century Child,2002,Ever Dream,4
So lost in your sea,Century Child,2002,Ever Dream,4
"Give in, give in for my touch",Century Child,2002,Ever Dream,4
For my taste for my lust,Century Child,2002,Ever Dream,4
Your beauty cascaded on me,Century Child,2002,Ever Dream,4
In this white night fantasy,Century Child,2002,Ever Dream,4
"""All I ever craved were the two dreams I shared with you.",Century Child,2002,Ever Dream,4
"One I now have, will the other one ever dream remain.",Century Child,2002,Ever Dream,4
"For yours I truly wish to be.""",Century Child,2002,Ever Dream,4
I'm a priest for the poorest sacrifice,Century Child,2002,Slaying The Dreamer,5
I'm but a raft in a sea of sorrow and greed,Century Child,2002,Slaying The Dreamer,5
You bathed in my wine,Century Child,2002,Slaying The Dreamer,5
"Drank from my cup, mocked my rhyme",Century Child,2002,Slaying The Dreamer,5
Your slit tongues licked my aching wounds,Century Child,2002,Slaying The Dreamer,5
Put a stake through my heart!,Century Child,2002,Slaying The Dreamer,5
And drag me into sunlight,Century Child,2002,Slaying The Dreamer,5
So awake for your greed,Century Child,2002,Slaying The Dreamer,5
As you're slaying the dreamer,Century Child,2002,Slaying The Dreamer,5
Swansong for the Wish of Night,Century Child,2002,Slaying The Dreamer,5
"God it hurts, give a name to the pain",Century Child,2002,Slaying The Dreamer,5
Our primrose path to hell is growing weed,Century Child,2002,Slaying The Dreamer,5
"Blame me, it's me",Century Child,2002,Slaying The Dreamer,5
"Coward, a good-for-nothing scapegoat",Century Child,2002,Slaying The Dreamer,5
"Dumb kid, living a dream",Century Child,2002,Slaying The Dreamer,5
Romantic only on paper,Century Child,2002,Slaying The Dreamer,5
Tell me why you took all that was mine!,Century Child,2002,Slaying The Dreamer,5
Stay as you lay - don't lead me astray!,Century Child,2002,Slaying The Dreamer,5
"Wake up, mow the weed",Century Child,2002,Slaying The Dreamer,5
You'd be nothing without me,Century Child,2002,Slaying The Dreamer,5
Take my life if you have the heart to die,Century Child,2002,Slaying The Dreamer,5
You bastards tainted my tool,Century Child,2002,Slaying The Dreamer,5
"Raped my words, played me a fool",Century Child,2002,Slaying The Dreamer,5
Gather your precious glitter and leave me be,Century Child,2002,Slaying The Dreamer,5
The Great Ones are all dead,Century Child,2002,Slaying The Dreamer,5
"And I'm tired, too",Century Child,2002,Slaying The Dreamer,5
I truly hate you all!,Century Child,2002,Slaying The Dreamer,5
"Fare thee well, little broken heart",Century Child,2002,Forever Yours,6
"Downcast eyes, lifetime loneliness",Century Child,2002,Forever Yours,6
Whatever walks in my heart will walk alone,Century Child,2002,Forever Yours,6
Constant longing for the perfect soul,Century Child,2002,Forever Yours,6
Unwashed scenery forever gone,Century Child,2002,Forever Yours,6
No love left in me,Century Child,2002,Forever Yours,6
No eyes to see the heaven beside me,Century Child,2002,Forever Yours,6
My time is yet to come,Century Child,2002,Forever Yours,6
So I'll be forever yours,Century Child,2002,Forever Yours,6
One more night,Century Child,2002,Ocean Soul,7
To bear this nightmare,Century Child,2002,Ocean Soul,7
What more do I have to say,Century Child,2002,Ocean Soul,7
Crying for me was never worth a tear,Century Child,2002,Ocean Soul,7
My lonely soul is only filled with fear,Century Child,2002,Ocean Soul,7
Long hours of loneliness,Century Child,2002,Ocean Soul,7
Between me and the sea,Century Child,2002,Ocean Soul,7
Losing emotion,Century Child,2002,Ocean Soul,7
