"game_id","first","time_control_name","game_end_reason","winner","created_at","last_update","type","game_request.lexicon","game_request.initial_time_seconds","game_request.increment_seconds","game_request.challenge_rule","game_request.game_mode","game_request.rating_mode","game_request.max_overtime_minutes","game_request.player_vs_bot","game_request.bot_type","game_request.rules.board_layout_name","game_request.rules.letter_distribution_name","game_request.rules.variant_name"
"7N9xNfsq","BasicBot","regular","STANDARD",1,"2024-04-13T06:02:41.165701Z","2024-04-13T06:16:33.969933Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"9Xq6PTyG","BasicBot","rapid","TIME",0,"2024-04-13T06:02:39.811012Z","2024-04-13T06:14:42.699915Z","NATIVE","CSW21",720,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"aRVjB58u","cheechako","regular","STANDARD",0,"2024-04-13T06:01:14.452438Z","2024-04-13T06:20:33.859303Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5i5vF44J","BasicBot","regular","STANDARD",1,"2024-04-13T05:57:44.980957Z","2024-04-13T06:02:20.725256Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"6WpusePV","BasicBot","regular","STANDARD",0,"2024-04-13T05:53:42.414354Z","2024-04-13T05:58:33.566177Z","NATIVE","CSW21",1500,29,"SINGLE","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dhwc3XXU","amoghies","regular","STANDARD",0,"2024-04-13T05:52:08.273714Z","2024-04-13T05:57:01.585431Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NAxZJh4F","Ryder","regular","STANDARD",0,"2024-04-13T05:51:36.806313Z","2024-04-13T05:57:41.401607Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"RbvPfNLf","BasicBot","regular","CONSECUTIVE_ZEROES",1,"2024-04-13T05:51:19.994531Z","2024-04-13T06:05:50.996Z","NATIVE","RD28",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"NXW8mTbz","BasicBot","regular","STANDARD",1,"2024-04-13T05:46:59.907563Z","2024-04-13T06:01:00.316448Z","NATIVE","NWL23",1200,0,"VOID","REAL_TIME","CASUAL",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"WkMyeQ3K","Ryder","regular","STANDARD",0,"2024-04-13T05:46:45.202631Z","2024-04-13T05:51:23.052636Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"2zMrvsPK","BasicBot","regular","STANDARD",1,"2024-04-13T05:44:37.091430Z","2024-04-13T05:52:00.525368Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"fXLZxBnw","Chirashi","regular","STANDARD",0,"2024-04-13T05:44:30.955315Z","2024-04-13T06:02:34.927753Z","NATIVE","NWL23",1200,0,"DOUBLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"UFvu9CPH","BasicBot","regular","STANDARD",1,"2024-04-13T05:42:15.940213Z","2024-04-13T05:46:35.715078Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"FGJYsrcR","scy","blitz","TIME",1,"2024-04-13T05:38:43.292593Z","2024-04-13T05:44:49.619866Z","NATIVE","CSW21",360,0,"FIVE_POINT","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"q423UofN","Ryder","regular","STANDARD",0,"2024-04-13T05:37:59.821662Z","2024-04-13T05:42:11.291978Z","NATIVE","CSW21",3600,1,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english","classic"
"jHTg8Muf","amoghies","regular","STANDARD",1,"2024-04-13T05:37:30.097513Z","2024-04-13T05:44:28.665534Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
