title,genre,release_date
Josie and the Pussycats,"Comedy,Music",2001-04-06
The Under-Gifted In Vacation,Comedy,1982-03-10
30 Days Max,"Comedy,Action",2020-10-14
Aloha,"Drama,Comedy,Romance",2015-05-29
Miss March,"Comedy,Romance",2009-03-13
3 Ninjas Kick Back,"Family,Adventure,Action,Comedy",1994-05-06
102 Dalmatians,"Family,Comedy",2000-10-07
Don't Knock Twice,Horror,2017-02-03
Congo,"Action,Adventure,Science Fiction",1995-06-09
The Rezort,Horror,2015-06-15
Drive Angry,"Fantasy,Thriller,Action,Crime",2011-02-24
Bulletproof Monk,"Action,Comedy,Fantasy",2003-03-28
Everly,"Thriller,Action",2015-02-26
Incognito,Comedy,2009-04-28
Open Water 2: Adrift,"Drama,Horror,Thriller",2006-07-10
Serial Teachers,Comedy,2013-04-17
Police Academy 4: Citizens on Patrol,"Comedy,Crime",1987-04-02
Teaching Mrs. Tingle,"Comedy,Crime,Horror",1999-08-11
American Pie Presents: The Naked Mile,Comedy,2006-12-07
The Monster,"Horror,Drama",2016-11-11
Old Dogs,"Comedy,Family",2009-11-24
Pocahontas II: Journey to a New World,"Family,Adventure,Animation,Romance",1998-08-04
40 Days and 40 Nights,"Comedy,Romance",2002-03-01
The Sweetest Thing,"Romance,Comedy",2002-04-12
"Game Over, Man!","Action,Comedy",2018-03-23
Valiant,"Family,Animation,Adventure,Comedy,War",2005-03-25
The Order,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",2003-09-05
A Vigilante,"Thriller,Drama",2019-03-29
Life After Beth,"Romance,Comedy,Horror",2014-08-15
Killing Me Softly,Thriller,2002-05-10
The Late Bloomer,"Comedy,Drama,Romance",2016-10-07
Slack Bay,Comedy,2016-05-13
Casper: A Spirited Beginning,"Adventure,Family,Comedy,Fantasy",1997-09-09
"Honey, We Shrunk Ourselves","Adventure,Comedy,Family,Science Fiction,Action",1997-03-18
Merry Christmas,Comedy,2001-12-21
Boogeyman 2,"Horror,Thriller",2007-10-20
Hellraiser: Inferno,"Horror,Thriller,Mystery",2000-10-03
Cursed,"Horror,Comedy",2005-02-25
American Pie Presents: Band Camp,Comedy,2005-10-30
Tusk,"Comedy,Horror",2014-09-19
Big Game,"Action,Adventure,Thriller",2014-09-05
Blackhat,"Crime,Thriller,Action",2015-01-13
The Night Before the Exams Today,Comedy,2007-02-14
MacGruber,"Action,Adventure,Comedy",2010-05-21
Random Hearts,"Drama,Romance",1999-10-08
Virtuosity,"Action,Crime,Science Fiction,Thriller",1995-08-04
Silent Hill: Revelation 3D,"Thriller,Horror,Mystery",2012-10-10
Land of the Lost,"Adventure,Comedy,Science Fiction,Family",2009-06-05
Charlie's Angels: Full Throttle,"Action,Adventure,Comedy",2003-06-27
Solo,"Thriller,Drama",2018-08-03
Tiger House,"Action,Crime,Drama,Thriller",2015-08-24
Diabolique,"Mystery,Thriller",1996-03-22
Friday the 13th Part VII: The New Blood,"Horror,Thriller",1988-05-13
Problemos,Comedy,2017-05-10
Howl,Horror,2015-10-01
DeepStar Six,"Action,Horror,Thriller,Science Fiction",1989-01-13
Spanish Affair 2,"Comedy,Romance",2015-11-20
Smokin' Aces 2: Assassins' Ball,"Action,Comedy",2010-01-19
The Grudge 3,"Mystery,Horror,Thriller",2009-05-12
The Assignment,"Action,Crime,Thriller",2016-06-08
Teenage Mutant Ninja Turtles III,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction",1993-03-17
Anacondas: The Hunt for the Blood Orchid,"Adventure,Action,Horror,Thriller",2004-08-26
Cannonball Run II,"Action,Comedy",1984-06-29
Submergence,"Drama,Thriller,Romance",2017-09-22
Junior,Comedy,2014-03-12
Candyman: Farewell to the Flesh,"Horror,Thriller",1995-03-17
Honeymoon,"Horror,Science Fiction",2014-09-12
The Lords of Salem,"Horror,Thriller",2012-09-10
Intruders,"Thriller,Horror,Fantasy",2011-09-12
Cow Belles,"TV Movie,Comedy,Family,Romance",2006-03-24
Tank Girl,"Action,Comedy,Fantasy,Science Fiction",1995-03-31
The Osiris Child,Science Fiction,2016-02-17
Texas Chainsaw 3D,"Horror,Thriller",2013-01-03
The Mummy: Tomb of the Dragon Emperor,"Adventure,Action,Fantasy",2008-07-01
Spread,"Comedy,Romance",2009-01-16
Wedding Daze,Comedy,2006-09-09
School for Scoundrels,"Comedy,Drama,Romance",2006-09-29
Bachelorette,"Comedy,Romance",2012-01-23
What Just Happened,"Comedy,Drama",2008-10-17
211,"Crime,Action,Drama",2018-05-30
The Butterfly Effect 3: Revelations,"Science Fiction,Thriller,Drama,Crime",2009-01-09
Iron Eagle,Action,1986-01-17
Proud Mary,"Thriller,Action,Crime",2018-01-12
I.T.,"Crime,Drama,Thriller",2016-09-09
Popeye,"Action,Adventure,Comedy,Family",1980-12-12
Be Cool,"Comedy,Crime",2005-03-04
6 Years,"Romance,Drama",2015-03-14
One Missed Call,"Horror,Mystery,Thriller",2008-01-04
Turistas,"Horror,Thriller",2006-12-01
Amici come prima,Comedy,2018-12-19
Coin Heist,"Family,Crime",2017-01-06
The Innkeepers,"Horror,Thriller",2011-08-18
The Glimmer Man,"Action,Crime",1996-10-04
Back to School,Comedy,2019-08-30
Serenity,"Thriller,Mystery,Drama",2019-01-24
Assassin's Creed,"Action,Adventure,Science Fiction",2016-12-21
Observe and Report,"Comedy,Crime,Drama",2009-04-10
The Santa Clause 3: The Escape Clause,"Comedy,Family,Adventure",2006-11-01
Zookeeper,"Comedy,Romance,Family",2011-07-06
The Man Who Killed Hitler and Then the Bigfoot,"Drama,Adventure,Fantasy",2019-02-08
The Dead Don't Die,"Comedy,Horror,Fantasy",2019-05-15
Agent Cody Banks,"Action,Adventure,Comedy,Family",2003-03-14
Two,"Thriller,Horror",2021-07-23
Sliver,"Drama,Thriller",1993-05-21
17 Girls,Drama,2011-06-13
Labor Pains,Comedy,2009-07-19
Swamp Thing,"Horror,Science Fiction",1982-02-19
Rock the Kasbah,"Comedy,Music,War",2015-10-22
Paranormal Activity 4,Horror,2012-10-17
The 15:17 to Paris,"Thriller,History,Drama",2018-02-02
Fahrenheit 451,"Drama,Science Fiction,Thriller",2018-05-12
Jessabelle,"Thriller,Horror",2014-11-07
Goat,Drama,2016-09-23
Seed of Chucky,"Horror,Comedy",2004-11-11
The Binding,"Horror,Thriller,Drama",2020-10-02
Changing Sides,Comedy,2009-01-07
The Haunting,"Horror,Thriller,Fantasy,Mystery",1999-07-23
The Lifeguard,"Drama,Comedy,Romance",2013-08-30
Gambit,"Comedy,Crime",2012-04-25
Paul Blart: Mall Cop,"Action,Adventure,Comedy,Family",2009-01-15
Father of the Year,Comedy,2018-07-20
Hollywoo,Comedy,2011-12-07
"Neuilly sa mère, sa mère !",Comedy,2018-08-08
Kickboxer: Retaliation,"Action,Drama",2018-01-26
The Last Days on Mars,"Science Fiction,Thriller,Horror",2013-08-11
Jupiter Ascending,"Science Fiction,Fantasy,Action",2015-02-04
Await Further Instructions,"Mystery,Horror,Science Fiction",2018-08-26
Season of the Witch,"Adventure,Fantasy,Action",2011-01-07
Dragonheart 3: The Sorcerer's Curse,Fantasy,2015-02-24
The Bling Ring,"Drama,Crime",2013-06-12
Silent House,"Horror,Mystery",2011-01-21
Northmen: A Viking Saga,"Adventure,Action,Drama",2014-10-23
Howard the Duck,"Comedy,Fantasy,Science Fiction",1986-08-01
See No Evil,"Horror,Thriller",2006-05-19
King of Thieves,"Crime,Drama",2018-09-04
Song to Song,"Drama,Romance",2017-03-17
Valentine,"Horror,Thriller",2001-02-02
Absolutely Fabulous: The Movie,Comedy,2016-07-01
Paranormal Activity: The Marked Ones,"Horror,Thriller",2014-01-01
Phantoms,"Horror,Science Fiction,Thriller",1998-01-23
Forces of Nature,"Romance,Comedy",1999-03-12
The Roommate,"Thriller,Drama,Horror",2011-02-04
Look Who's Talking Now!,"Romance,Comedy,Family",1993-11-05
A Nightmare on Elm Street: The Dream Child,"Horror,Thriller",1989-08-11
Van Wilder: Freshman Year,Comedy,2009-06-02
Wander,"Thriller,Crime,Mystery",2020-12-04
The Duel,"Western,Drama",2016-06-24
Underdog,"Family,Action,Adventure,Comedy,Fantasy",2007-08-03
Blues Brothers 2000,"Music,Action,Comedy,Crime",1998-02-05
"10,000 BC","Adventure,Action,Drama,Fantasy",2008-02-22
Visions,"Thriller,Horror",2015-08-28
Halloween 5: The Revenge of Michael Myers,"Horror,Thriller",1989-10-12
Piranha 3D,"Comedy,Horror",2010-08-20
Bad Company,"Action,Adventure,Comedy,Thriller",2002-06-07
Batman Forever,"Action,Crime,Fantasy",1995-06-16
The Crow: Salvation,"Action,Thriller,Crime,Fantasy,Mystery",2000-10-31
I Spy,"Action,Adventure,Comedy,Thriller",2002-10-31
The Seeker: The Dark Is Rising,"Adventure,Drama,Fantasy,Family,Thriller",2007-10-05
Ghostbusters,"Action,Fantasy,Comedy",2016-07-14
American Ninja 2: The Confrontation,Action,1987-05-01
Arrivano i prof,Comedy,2018-05-01
We Have Always Lived in the Castle,"Mystery,Thriller,Horror",2019-05-17
Home Sweet Hell,"Drama,Comedy",2015-03-13
Bis,Comedy,2015-02-18
Unfinished Business,Comedy,2015-03-05
Stolen,"Action,Crime,Thriller",2012-09-06
Halloween II,Horror,2009-08-28
G-Force,"Family,Fantasy,Action,Adventure,Comedy",2009-07-21
Great White,"Horror,Thriller",2021-05-13
I Hate Valentine's Day,"Comedy,Romance",2009-06-27
Black Knight,"Comedy,Fantasy,Adventure",2001-11-21
Gangsterdam,"Action,Comedy",2017-03-29
Mom and Dad,"Thriller,Horror,Comedy",2018-01-19
Tekken,"Crime,Drama,Action,Thriller,Science Fiction",2010-03-20
Amityville: The Awakening,"Thriller,Horror",2017-07-20
Wrong Turn 5: Bloodlines,"Horror,Thriller",2012-10-23
Pay the Ghost,Horror,2015-09-16
Cold Blood,"Thriller,Action",2019-05-15
Action Point,"Comedy,Drama",2018-06-01
Religious Place of Worship,Comedy,2016-12-15
Snakes on a Plane,"Action,Crime,Thriller,Horror",2006-08-17
Snatched,"Action,Comedy",2017-05-03
Loser,"Comedy,Romance",2000-07-21
The Week Of,Comedy,2018-04-27
Serial Teachers 2,Comedy,2015-07-01
31,"Horror,Thriller",2016-09-15
Into the Grizzly Maze,"Action,Horror,Thriller",2015-02-27
Sex Tape,Comedy,2014-07-17
Bokeh,"Drama,Science Fiction,Thriller",2017-03-24
Downhill,"Drama,Comedy",2020-02-06
The Colony,"Action,Science Fiction,Horror",2013-04-12
Poison Ivy,"Thriller,Drama",1992-05-08
Empire State,"Action,Drama",2013-09-03
What's the Worst That Could Happen?,"Action,Comedy,Crime",2001-05-31
The Titan,"Science Fiction,Thriller",2018-03-30
Small Crimes,"Drama,Comedy,Thriller,Crime",2017-04-28
Love is in the Air,Comedy,2012-02-10
Cats & Dogs,"Family,Comedy",2001-07-04
Ballsy Girl,Comedy,2020-04-15
Nine Dead,"Crime,Horror,Mystery",2010-03-09
A Dirty Shame,Comedy,2004-09-12
Sleight,"Drama,Thriller,Action,Science Fiction",2016-04-28
Bad Santa 2,"Comedy,Crime,Drama,Mystery",2016-11-23
The Hunchback of Notre Dame II,"Animation,Family,Comedy",2002-02-05
Drone,Thriller,2017-05-26
Maggie,"Horror,Drama,Mystery",2015-05-08
Management,"Comedy,Drama,Romance",2009-02-08
Little Black Book,"Comedy,Romance,Drama",2004-08-06
Cold Creek Manor,"Mystery,Thriller",2003-09-19
Virus,"Horror,Action,Science Fiction",1999-01-14
The Layover,"Comedy,Romance",2017-09-01
DragonHeart: A New Beginning,"Fantasy,Adventure",2000-08-08
Apex,"Action,Thriller,Science Fiction",2021-11-12
Incarnate,"Horror,Thriller",2016-12-01
Did You Hear About the Morgans?,Comedy,2009-12-17
Manual of Love 2,"Romance,Comedy,Drama",2007-01-19
Casino Royale,"Adventure,Action,Comedy",1967-04-13
Material Girls,Comedy,2006-08-18
Lost in Space,"Science Fiction,Adventure",1998-04-03
Velvet Buzzsaw,"Thriller,Mystery,Horror",2019-02-01
Tiramisù,Comedy,2016-02-25
Exorcist: The Beginning,"Horror,Mystery,Thriller",2004-08-20
Sleeping Beauty,"Drama,Romance",2011-06-10
Max Payne,"Crime,Action,Drama,Thriller",2008-10-15
Contracted,"Horror,Thriller",2013-07-07
Zoom,"Family,Comedy,Adventure,Action,Science Fiction",2006-08-11
Spawn,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller",1997-07-31
Shut In,"Drama,Thriller",2016-11-11
Get a Job,Comedy,2016-03-17
Wrong Turn 6: Last Resort,Horror,2014-08-22
Vehicle 19,"Thriller,Action",2013-03-07
ABCs of Death 2,Horror,2014-10-02
Nurse 3-D,"Horror,Thriller",2013-09-28
Casa De Mi Padre,"Comedy,Western",2012-03-15
Wild Orchid,"Romance,Drama",1989-12-22
Superlopez,Comedy,2018-11-23
Clinical,"Thriller,Horror",2017-01-13
Vamps,"Comedy,Romance,Horror",2012-08-25
Windfall,"Crime,Thriller",2022-03-11
"Cetto c'è, senzadubbiamente",Comedy,2019-11-21
Gotti,"Crime,Drama,History,Thriller",2018-06-14
Approaching the Unknown,"Thriller,Drama,Science Fiction",2016-06-03
Vanishing on 7th Street,"Mystery,Horror,Thriller",2010-09-11
Bedeviled,"Horror,Thriller",2017-06-28
A Good Marriage,Thriller,2014-10-03
If I Were a Boy,Comedy,2017-02-22
I Still Know What You Did Last Summer,"Horror,Mystery,Thriller",1998-11-13
Nicholas on Holiday,"Family,Comedy",2014-07-09
See No Evil 2,Horror,2014-10-21
Stealth,"Science Fiction,Action,War",2005-07-27
Tammy,Comedy,2014-07-02
Your Highness,"Comedy,Fantasy",2011-04-08
The Next Karate Kid,"Action,Drama,Family,Adventure",1994-07-18
Edison,"Drama,Action,Thriller",2005-07-29
Hold the Dark,"Thriller,Mystery,Crime",2018-09-22
Behaving Badly,Comedy,2014-04-14
The Cat in the Hat,"Comedy,Adventure,Family,Fantasy",2003-11-21
Choose or Die,"Horror,Thriller,Drama",2022-04-15
The Adventures of André and Wally B.,"Family,Animation,Comedy",1984-12-17
The Happening,"Thriller,Science Fiction",2008-06-11
Another Me,"Thriller,Mystery,Horror,Drama",2013-11-15
King Ralph,Comedy,1991-02-15
The Cave,"Action,Adventure,Horror,Thriller",2005-08-26
The Silence of the Marsh,Thriller,2019-11-08
Serving Sara,"Comedy,Romance",2002-08-23
Freejack,Science Fiction,1992-01-17
Coneheads,"Comedy,Science Fiction,Family",1993-07-23
Wild Wild West,"Action,Adventure,Comedy,Science Fiction,Western",1999-06-29
Les Tuche 3,Comedy,2018-01-31
A Very Murray Christmas,"Comedy,Music,TV Movie",2015-12-04
The Dilemma,"Comedy,Drama",2011-01-13
Fullmetal Alchemist,"Action,Fantasy,Science Fiction",2017-12-01
Ma famille t’adore déjà !,Comedy,2016-11-09
Lolo,Comedy,2015-09-03
Reprisal,"Action,Thriller,Crime",2018-08-31
Leatherface: The Texas Chainsaw Massacre III,Horror,1990-01-12
November Criminals,"Crime,Drama,Mystery,Thriller",2017-11-07
Dominion: Prequel to The Exorcist,"Horror,Drama",2005-05-20
Dr. Dolittle 2,"Comedy,Family,Romance,Fantasy",2001-06-22
Stuck on You,Comedy,2003-12-10
The Flintstones,"Fantasy,Comedy,Family",1994-05-26
Chouchou,Comedy,2003-03-19
Stuart Little 3: Call of the Wild,"Fantasy,Animation,Comedy,Family",2005-07-14
Freddy's Dead: The Final Nightmare,"Horror,Thriller",1991-09-05
Escape Plan: The Extractors,"Action,Thriller,Crime",2019-06-20
Superstar,Comedy,1999-10-08
Species III,"Science Fiction,Action,Horror",2004-11-26
Knock Knock,"Drama,Thriller,Horror",2015-06-26
Soul Plane,"Romance,Comedy",2004-05-28
Red Sonja,"Adventure,Fantasy,Action",1985-04-09
The Saint,"Action,Adventure,Crime",2017-07-11
Slumber,Horror,2017-12-01
Patient Zero,"Horror,Thriller,Action,Drama",2018-09-14
A Good Day to Die Hard,"Action,Thriller",2013-02-06
Conan the Barbarian,"Adventure,Fantasy,Action",2011-08-17
The 11 Commandments,"Drama,Comedy",2004-02-04
Friday the 13th: A New Beginning,"Horror,Mystery",1985-03-22
The Darkest Hour,"Horror,Action,Thriller,Science Fiction",2011-12-22
Army of One,Comedy,2016-11-04
Stop! Or My Mom Will Shoot,"Action,Comedy",1992-02-21
Apartment 143,"Horror,Thriller",2011-10-11
Spy Hard,"Comedy,Action",1996-05-24
Lake Bodom,Horror,2016-08-19
Monolith,"Drama,Thriller",2016-05-12
Strangerland,"Drama,Thriller,Mystery",2015-07-01
Diary of a Wimpy Kid: The Long Haul,"Comedy,Family",2017-05-19
Marmaduke,"Family,Comedy",2010-06-04
Downsizing,"Comedy,Drama,Science Fiction",2017-12-22
Jungle 2 Jungle,"Comedy,Family",1997-03-04
Kidnapping Stella,Thriller,2019-06-29
Swimfan,Thriller,2002-09-06
Cuties,Drama,2020-08-19
Beverly Hills Chihuahua,"Comedy,Family,Adventure,Romance",2008-10-03
Silent Night,"Comedy,Horror,Thriller,Mystery",2012-11-30
"Sex, Love & Therapy","Comedy,Romance",2014-10-01
The Bag Man,"Crime,Drama,Thriller",2014-02-28
+1,"Thriller,Science Fiction",2013-09-20
Deadgirl,"Horror,Thriller",2008-09-06
The Head Hunter,"Horror,Fantasy",2019-04-05
Passion,"Thriller,Drama,Crime,Mystery",2012-09-07
Stone,"Drama,Thriller",2010-10-07
Room(h)ates,Comedy,2017-04-19
Demonic,"Thriller,Horror",2015-02-12
Pet Sematary II,Horror,1992-08-28
Rest Stop,"Horror,Thriller",2006-10-07
Home Alone 3,"Comedy,Family",1997-12-12
Dadnapped,"Family,TV Movie,Comedy,Action,Adventure",2009-02-16
The Vatican Tapes,"Thriller,Horror",2015-07-24
Paranormal Activity: The Ghost Dimension,"Horror,Thriller",2015-10-21
Hellraiser: Bloodline,"Horror,Science Fiction",1996-03-08
Rage,"Action,Crime,Thriller",2014-05-09
Teeth,"Comedy,Horror",2007-06-17
Meet Dave,"Comedy,Science Fiction,Adventure,Family",2008-07-08
"I, Frankenstein","Horror,Thriller",2014-01-22
2001 Maniacs,"Comedy,Horror",2005-05-12
How It Ends,"Science Fiction,Thriller,Mystery,Action,Adventure",2018-07-13
Blackway,"Thriller,Mystery",2015-10-03
10x10,Thriller,2018-04-13
Wrecked,"Mystery,Thriller,Horror",2010-04-01
The Breed,"Thriller,Horror",2006-05-17
Lightning Strike,Comedy,2012-12-13
All Cheerleaders Die,"Horror,Thriller,Comedy",2013-10-31
Home Alone: The Holiday Heist,"Comedy,Family,TV Movie",2012-11-25
Animal Kingdom: Let's Go Ape,"Adventure,Comedy,Animation",2015-04-08
Hollywood Homicide,"Action,Adventure,Comedy,Thriller",2003-06-09
Boat Trip,Comedy,2002-10-01
With Open Arms,Comedy,2017-04-05
Do Not Disturb,Comedy,2014-12-31
Independence Day: Resurgence,"Action,Adventure,Science Fiction",2016-06-22
Girl on the Third Floor,"Horror,Thriller",2019-10-25
The Bad Batch,"Drama,Horror,Science Fiction",2017-06-23
Apollo 18,"Horror,Thriller,Science Fiction",2011-07-20
Chernobyl Diaries,"Horror,Thriller",2012-05-24
Crocodile Dundee in Los Angeles,"Adventure,Comedy",2001-04-12
Infini,"Horror,Science Fiction,Thriller",2015-04-11
How Do You Know,"Comedy,Drama,Romance",2010-12-17
Sorry if I Want to Marry You,"Comedy,Romance,Drama",2010-02-12
The Lazarus Effect,"Horror,Thriller,Mystery,Science Fiction",2015-01-29
Arena,"Action,Thriller,Science Fiction",2011-10-11
Bless the Child,"Drama,Horror,Thriller,Crime",2000-08-11
American Pie Presents: The Book of Love,Comedy,2009-06-18
Martyrs,"Drama,Horror,Thriller,Mystery",2016-01-22
Wetlands,"Drama,Comedy",2013-08-22
Adventures of Arsène Lupin,"Romance,Action,Adventure,Crime,Mystery",2004-09-17
I Don't Know How She Does It,"Romance,Comedy",2011-09-16
The Counselor,"Thriller,Crime,Drama",2013-10-25
Mean Girls 2,Comedy,2011-01-23
Crossroads,"Comedy,Drama,Romance",2002-02-15
The Cold Light of Day,"Action,Thriller,Mystery",2012-04-04
Cherry Falls,"Horror,Mystery,Thriller",2000-08-25
Ibiza,Comedy,2019-07-03
The Human Centipede (First Sequence),Horror,2009-04-26
Holy Man,"Drama,Comedy",1998-10-08
Daredevil,"Fantasy,Action",2003-02-14
Rattlesnake,"Thriller,Drama,Mystery,Horror",2019-10-25
Lesbian Vampire Killers,"Horror,Comedy",2009-03-16
Clockstoppers,"Adventure,Family,Science Fiction,Thriller",2002-03-17
Finding Momo,Comedy,2017-12-27
Bigbug,"Science Fiction,Comedy",2022-02-11
The Woman in Black 2: Angel of Death,"Thriller,Horror,Drama",2014-12-30
HOUBA! On the Trail of the Marsupilami,"Adventure,Comedy,Family",2012-04-03
"Honey, I Blew Up the Kid","Adventure,Comedy,Family,Science Fiction",1992-07-16
DOA: Dead or Alive,"Adventure,Action,Thriller",2006-09-07
Bel Ami,"Romance,Drama",2012-03-09
Alex Cross,"Action,Thriller,Crime,Mystery",2012-10-18
Nothing but Trouble,"Comedy,Adventure",1991-02-14
Family for Rent,"Comedy,Romance",2015-08-19
The Pyramid,Horror,2014-12-04
Everything Everything Nothing Nothing,Comedy,2012-11-30
Half Past Dead,"Crime,Action,Thriller",2002-11-15
Texas Chainsaw Massacre,"Horror,Thriller",2022-02-18
Blair Witch,"Thriller,Horror",2016-09-15
Beethoven's 4th,"Family,Comedy",2001-12-04
Freedomland,"Drama,Thriller,Crime,Mystery",2006-02-17
[REC]³ Genesis,Horror,2012-03-30
Toys,"Family,Fantasy,Comedy,Science Fiction",1992-12-18
Emelie,"Horror,Thriller",2016-03-04
A spasso nel tempo,"Adventure,Comedy,Science Fiction",1996-12-13
City Slickers II: The Legend of Curly's Gold,"Action,Comedy,Drama,Western",1994-06-10
Spring Breakers,"Drama,Crime",2013-01-24
Beyond Skyline,"Action,Science Fiction,Adventure,Horror",2017-10-20
Vive la France,Comedy,2013-02-20
Christmas Vacation 2000,"Comedy,Romance",1999-12-17
