title,genre,release_date
Rio,"Animation,Adventure,Comedy,Family",2011-04-03
Kinsey,Drama,2004-09-04
Cypher,"Thriller,Science Fiction",2002-10-01
The First Wives Club,Comedy,1996-09-20
Sergio,Drama,2020-01-28
I Am Mother,"Science Fiction,Thriller",2019-06-07
The Vanishing of Sidney Hall,"Mystery,Drama",2018-03-02
Infinite,"Science Fiction,Action,Thriller",2021-09-09
The Score,"Action,Crime,Thriller,Mystery",2001-07-13
The Client,"Drama,Thriller,Crime,Mystery",1994-07-20
Don Juan DeMarco,"Romance,Drama,Comedy",1994-10-12
From Hell,"Horror,Mystery,Thriller",2001-02-08
Trolls,"Family,Animation,Fantasy,Adventure,Comedy,Music",2016-10-13
RED,"Action,Adventure,Comedy,Crime,Thriller",2010-10-13
Fugitives,"Comedy,Crime",1986-12-17
Barbie Mariposa,"Animation,Fantasy,Family",2008-02-26
Shadow of the Vampire,"Drama,Horror",2000-05-15
Frantic,"Thriller,Crime,Mystery",1988-02-16
Basquiat,"Drama,History",1996-08-09
Ma Rainey's Black Bottom,"Drama,Music",2020-11-25
Tutta colpa di Freud,Comedy,2014-01-23
The Last Man on Earth,"Horror,Science Fiction",1964-03-08
Mad Max,"Adventure,Action,Thriller,Science Fiction",1979-04-12
Dikkenek,Comedy,2006-06-21
Bruce Almighty,"Fantasy,Comedy",2003-05-23
The Night House,"Horror,Thriller,Mystery",2021-07-15
Anna,"Thriller,Action",2019-06-19
Green Lantern: Emerald Knights,"Action,Adventure,Animation,Science Fiction,Drama",2011-04-09
Paul,"Adventure,Comedy,Science Fiction",2011-02-14
Stuber,"Action,Comedy",2019-07-11
Godard Mon Amour,"Drama,Romance,Comedy",2017-06-24
Serial (Bad) Weddings,Comedy,2014-04-16
Banana Joe,"Action,Comedy",1982-03-24
"Corrina, Corrina","Comedy,Drama,Family,Romance",1994-08-12
Step Up 2: The Streets,"Music,Drama,Romance",2008-02-14
Dragon Ball Z: Broly – Second Coming,"Animation,Action,Science Fiction",1994-03-12
Ruby & Quentin,"Comedy,Crime",2003-10-22
The Voyeurs,Thriller,2021-08-25
Saint Maud,"Drama,Horror,Mystery",2020-10-09
My Week with Marilyn,"Drama,Romance",2011-11-23
Falling in Love,"Drama,Romance",1984-11-21
Angels & Demons,"Thriller,Mystery",2009-05-13
The Skeleton Twins,Drama,2014-06-05
Memphis Belle,"Drama,War,Action",1990-09-07
Team America: World Police,"Adventure,Action,Comedy",2004-01-14
The Gift,"Thriller,Mystery,Drama",2015-07-31
Inferno,"Horror,Thriller",1980-02-07
21,"Drama,Crime",2008-03-27
Alan Partridge: Alpha Papa,Comedy,2013-07-24
Better Watch Out,"Comedy,Horror,Thriller",2017-10-06
The Tender Bar,Drama,2021-12-17
Glass,"Thriller,Drama,Science Fiction",2019-01-16
Husband & Wife,Comedy,2017-04-13
Viceroy's House,"Drama,History",2017-03-03
The Boys from Brazil,"Drama,Mystery,Science Fiction",1978-10-05
A Good Year,"Comedy,Drama,Romance",2006-09-09
2010,"Thriller,Science Fiction",1984-12-06
The Fog,Horror,1980-02-08
Haunt,"Horror,Thriller",2019-09-13
Perfect Strangers,"Drama,Comedy",2017-12-01
Kung Fu Jungle,"Action,Thriller,Crime",2014-10-31
The Lego Movie 2: The Second Part,"Action,Adventure,Animation,Comedy,Family",2019-01-26
Veronica Guerin,"Drama,Crime,Thriller",2003-07-11
Red Joan,"Thriller,History",2018-09-13
Lords of Chaos,"Drama,Music,Horror,Thriller",2018-09-20
Green Room,"Horror,Crime,Thriller",2015-09-25
Your Friend the Rat,"Animation,Family",2007-11-06
Pokemon the Movie: Mewtwo Strikes Back - Evolution,"Animation,Adventure,Fantasy,Action,Family",2019-07-12
Tag,"Thriller,Comedy,Action,Horror",2015-05-11
Ti ricordi di me?,"Romance,Comedy",2014-04-03
Troll Hunter,"Fantasy,Horror",2010-10-29
Detroit Rock City,"Comedy,Music",1999-08-13
I Am All Girls,"Crime,Drama,Mystery,Thriller",2021-05-14
The Last Days of American Crime,"Action,Crime,Thriller",2020-06-05
The Ides of March,Drama,2011-09-24
Godzilla: King of the Monsters,"Science Fiction,Action",2019-05-29
The Wild One,Drama,1953-12-30
Stir of Echoes,Horror,1999-09-10
Patriot Games,"Drama,Action,Thriller,Crime",1992-06-04
Halloween Kills,"Horror,Thriller",2021-10-14
Peppermint,"Action,Thriller",2018-09-06
Mr. Morgan's Last Love,"Drama,Comedy",2013-08-22
Beaches,"Comedy,Drama",1988-12-21
The Kingdom,"Thriller,Action,Drama",2007-08-22
The Transporter,"Action,Crime,Thriller",2002-10-02
A Family Man,Drama,2017-05-18
The Student and Mister Henri,"Drama,Comedy",2015-10-07
Dumbo,"Family,Fantasy,Adventure",2019-03-27
Jurassic World,"Action,Adventure,Science Fiction,Thriller",2015-06-06
Exotica,"Drama,Mystery",1994-11-30
We Own the Night,"Drama,Crime,Thriller",2007-10-09
Infinitely Polar Bear,"Drama,Comedy",2014-01-18
Frozen River,Drama,2008-03-26
48 Hrs.,"Thriller,Action,Comedy,Crime,Drama",1982-12-07
The Angel,"Action,Drama,History,Thriller,War",2018-05-15
UglyDolls,"Family,Animation,Music",2019-05-01
Going in Style,"Crime,Comedy",2017-04-06
Balto III: Wings of Change,"Family,Adventure,Animation",2004-04-14
Eye for an Eye,"Drama,Thriller,Crime",2019-08-30
Kursk,"Drama,History,Thriller,Action",2018-11-07
May God Save Us,"Thriller,Crime,Action",2016-10-28
Their Finest,"Romance,War,Drama",2017-02-19
Hysteria,"Comedy,Romance",2011-06-06
Brotherhood of the Wolf,"Adventure,Horror,Action,History",2001-01-31
Rush Hour 2,"Action,Comedy,Crime",2001-08-03
Backdraft,"Crime,Drama,Thriller",1991-05-24
Ice Age: The Meltdown,"Animation,Family,Comedy,Adventure",2006-03-29
The Trip,"Action,Comedy,Thriller,Horror",2021-07-30
Pig,"Drama,Thriller",2021-07-16
Summertime,"Comedy,Drama,Romance",2015-08-19
Hours,"Drama,Thriller",2013-11-29
Insidious: Chapter 2,"Horror,Thriller",2013-09-12
Barbie: A Perfect Christmas,"Animation,Family",2011-11-03
Tristan & Isolde,"Drama,Romance,Adventure,Action",2006-04-07
Disturbia,"Thriller,Drama,Mystery",2007-04-12
Ransom,"Action,Thriller",1996-11-08
The Amazing Spider-Man,"Action,Adventure,Fantasy",2012-06-23
Home Alone 2: Lost in New York,"Comedy,Family,Adventure",1992-11-19
Florence Foster Jenkins,"Comedy,Drama",2016-05-06
White God,Drama,2014-06-12
Pokémon: Mewtwo Returns,"Animation,Family,Action,Adventure,Drama,Fantasy",2001-08-17
The Mirror Has Two Faces,"Comedy,Drama,Romance",1996-11-15
Blast from the Past,"Science Fiction,Drama,Romance,Comedy",1999-02-12
Black '47,"Drama,Western",2018-09-05
The Boxtrolls,"Animation,Comedy,Family,Fantasy",2014-09-10
Mr. Mom,"Comedy,Drama",1983-07-22
Chances Are,"Fantasy,Comedy,Romance",1989-03-10
Monos,"Drama,War",2019-08-15
Kill the Messenger,"Crime,Drama,Mystery,Thriller",2014-10-09
The Loved Ones,Horror,2009-09-13
Julie & Julia,"Romance,Drama",2009-08-06
Fast & Furious,"Action,Crime,Drama,Thriller",2009-04-02
Beautiful Girls,"Comedy,Drama,Romance",1996-02-09
Swallow,"Drama,Horror,Thriller",2020-01-15
The Cat o' Nine Tails,"Horror,Mystery,Thriller",1971-02-12
White Fang,"Action,Adventure,Drama,Family",1991-01-18
Mr. & Mrs. Smith,"Action,Comedy,Drama,Thriller",2005-06-07
"As Above, So Below","Horror,Thriller",2014-08-14
One Chance,"Drama,Comedy,Music",2013-09-09
The First Great Train Robbery,"Thriller,Adventure,Drama,Crime",1978-12-14
NiNoKuni,"Animation,Action,Adventure,Family,Fantasy,Romance",2019-08-23
Germinal,"Drama,Romance",1993-09-29
Public Enemies,"Action,Crime",2009-07-01
Quigley Down Under,Western,1990-10-17
Charlie Bartlett,"Comedy,Drama",2007-05-01
Big Bad Wolves,"Comedy,Crime,Thriller,Horror",2013-04-21
Antichrist,"Drama,Horror,Thriller",2009-05-20
The Hitchhiker's Guide to the Galaxy,"Adventure,Comedy,Science Fiction",2005-04-28
Hairspray,"Comedy,Romance,Drama",2007-07-19
The Matrix Resurrections,"Science Fiction,Action,Adventure",2021-12-16
Overboard,"Romance,Comedy",2018-04-13
Our Souls at Night,"Romance,Drama",2017-09-29
Slow West,"Western,Action,Thriller,Drama",2015-05-15
Return of the Living Dead III,"Science Fiction,Horror",1993-10-01
Welcome to the Sticks,"Comedy,Drama,Romance",2008-02-20
Meet the Parents,"Comedy,Romance",2000-10-06
"Where'd You Go, Bernadette","Drama,Comedy",2019-08-16
Matinee,"Comedy,Drama",1993-01-29
Wuthering Heights,"Drama,Romance",1992-10-16
Snake Eyes: G.I. Joe Origins,"Action,Adventure",2021-06-26
Joseph: King of Dreams,"Family,Animation",2000-11-07
*batteries not included,"Science Fiction,Comedy,Family,Fantasy",1987-12-18
Foxcatcher,"Drama,Thriller",2014-11-14
I Still See You,"Thriller,Fantasy",2018-09-27
The Grand Seduction,Comedy,2014-05-30
Fantozzi Against the Wind,Comedy,1980-11-20
Caddyshack,Comedy,1980-07-25
Hamlet,"Drama,History",1990-12-19
The 13th Warrior,"Adventure,History,Action",1999-08-13
The Island,"Action,Thriller,Science Fiction,Adventure",2005-07-21
Lost Bullet,"Action,Thriller,Crime",2020-06-19
The Holiday Calendar,"Romance,Comedy,Family",2018-11-02
Elle,"Drama,Thriller",2016-05-25
The Purge: Anarchy,"Horror,Thriller",2014-07-17
Friends with Benefits,"Romance,Comedy",2011-07-21
Empire Records,"Music,Comedy,Drama",1995-09-22
Half Nelson,Drama,2006-08-11
Life,"Comedy,Crime",1999-04-16
Operation Mincemeat,"War,History,Drama",2022-04-01
A Perfect Day,"Comedy,Drama,War",2015-08-28
The Red Baron,"Action,Adventure,Drama,History,War",2008-03-29
The Bodyguard,"Thriller,Action,Drama,Music,Romance",1992-11-25
Comet,"Science Fiction,Comedy,Romance",2014-12-05
Demolition Man,"Crime,Action,Science Fiction",1993-10-08
Igby Goes Down,"Comedy,Drama",2002-09-13
Loro,Drama,2018-09-13
The Hunt,"Action,Thriller,Horror",2020-03-11
The Warriors Gate,"Action,Adventure",2016-11-18
Iron Will,"Adventure,Family",1994-01-14
A Nightmare on Elm Street 3: Dream Warriors,"Horror,Thriller",1987-02-27
Out of Sight,"Romance,Comedy,Crime",1998-06-26
Help! I'm a Fish,"Adventure,Animation,Comedy",2000-10-06
The Salton Sea,"Crime,Drama,Mystery,Thriller",2002-02-02
1408,"Horror,Mystery",2007-06-22
Marie Antoinette,"Drama,History",2006-05-24
Project Almanac,"Science Fiction,Thriller,Drama",2015-01-28
Just Go with It,"Comedy,Romance",2011-02-10
Unknown,"Action,Mystery,Thriller",2011-02-16
White Men Can't Jump,"Comedy,Drama",1992-03-26
Footloose,"Drama,Romance",1984-02-17
When the Game Stands Tall,Drama,2014-08-22
Gimme Shelter,Drama,2013-10-17
Red Rock West,"Crime,Drama,Thriller",1993-05-14
Spanish Affair,"Comedy,Romance",2014-03-14
Of Gods and Men,"Drama,History",2010-09-08
Tinker Bell and the Great Fairy Rescue,"Animation,Adventure,Family,Fantasy",2010-07-29
The Girl Next Door,"Thriller,Crime,Drama,Horror",2007-07-19
JCVD,"Drama,Action,Comedy,Crime",2008-06-04
Signs,"Drama,Thriller,Science Fiction,Mystery",2002-08-02
Jingle Jangle: A Christmas Journey,"Family,Fantasy,Music",2020-11-06
The Ash Lad: In the Hall of the Mountain King,"Adventure,Fantasy",2017-09-29
The Princess Diaries 2: Royal Engagement,"Comedy,Drama,Family,Romance",2004-08-06
The Limey,"Crime,Drama,Mystery",1999-05-15
Brother Bear 2,"Adventure,Animation,Family",2006-08-17
The Lookout,"Crime,Drama,Thriller",2007-03-09
Hellboy,"Fantasy,Action",2004-04-02
Sex and Lucía,"Drama,Romance",2001-08-24
The Shiny Shrimps,Comedy,2019-05-08
Ben Is Back,Drama,2018-12-05
Heaven Is for Real,Drama,2014-04-16
Martha Marcy May Marlene,"Drama,Thriller",2011-06-10
Goal!,Drama,2005-09-29
Cloverfield,"Action,Thriller,Science Fiction",2008-01-15
Russian Dolls,"Comedy,Drama,Romance",2005-06-15
About a Boy,"Drama,Comedy,Romance",2002-04-26
Absolute Power,"Crime,Drama,Action",1997-02-14
Narco Sub,"Action,Drama,Crime",2021-01-22
All the Way,"Drama,History,TV Movie",2016-05-23
The Brothers Bloom,"Adventure,Comedy,Drama,Romance",2008-09-09
Monster House,"Animation,Comedy,Family,Fantasy",2006-06-30
I Care a Lot,"Comedy,Crime,Thriller,Drama",2021-02-19
A Simple Favor,"Crime,Thriller,Mystery,Comedy",2018-08-29
The Addams Family,"Family,Animation,Comedy",2019-10-10
The Last Will Be the Last,"Drama,Comedy",2015-11-12
The Thieves,"Action,Crime",2012-07-25
Legend of the Fist: The Return of Chen Zhen,"Drama,Action,History,Thriller",2010-09-01
Fracchia The Human Beast,Comedy,1981-12-22
Before Night Falls,Drama,2000-09-03
The Wild Goose Lake,"Crime,Drama,Thriller",2019-12-06
Always Be My Maybe,"Romance,Comedy",2019-05-31
"Mickey, Donald, Goofy: The Three Musketeers","Adventure,Animation,Comedy,Family",2004-08-04
The Last Supper,"Comedy,Thriller,Crime,Drama",1995-09-08
Dave,Comedy,1993-05-07
Martian Child,"Comedy,Drama",2007-11-02
Keep an Eye Out,Comedy,2018-07-04
The Current War,"Drama,History",2018-02-01
One Hour Photo,"Drama,Thriller",2002-08-21
Happy Death Day,"Horror,Mystery,Comedy",2017-10-12
The Spectacular Now,"Comedy,Drama,Romance",2013-08-02
Maledetto il giorno che t'ho incontrato,"Comedy,Romance",1992-01-31
Newsies,"Family,Drama,History,Music",1992-04-10
Death Sentence,"Action,Crime,Drama,Thriller",2007-08-31
You've Got Mail,"Comedy,Romance",1998-02-26
Star Trek III: The Search for Spock,"Science Fiction,Action,Adventure,Thriller",1984-06-01
The Champion,"Comedy,Drama",2019-04-18
Heartbreaker,"Romance,Comedy",2010-03-17
The Quiet Earth,"Drama,Science Fiction,Thriller",1985-09-08
One Eight Seven,"Drama,Thriller",1997-07-29
Beast,"Drama,Thriller,Mystery,Crime",2018-04-18
Pirates of the Caribbean: Dead Men Tell No Tales,"Adventure,Action,Fantasy",2017-05-23
Stoker,"Drama,Horror,Thriller",2013-02-28
Cracks,"Drama,Mystery,Thriller",2009-12-04
The Great Raid,"Action,History,War",2005-08-12
Sea of Love,"Drama,Crime",1989-09-15
Torn Curtain,"Drama,Thriller,Romance",1966-07-13
Caught by a Wave,"Drama,Romance",2021-03-25
A Christmas Prince,"Romance,TV Movie",2017-11-17
Crimson Peak,"Horror,Thriller,Romance,Mystery",2015-10-13
Away We Go,"Comedy,Drama,Romance",2009-06-05
Ruthless People,Comedy,1986-06-26
Phantasm,"Horror,Science Fiction",1979-03-28
The Words,"Drama,Thriller",2012-09-07
Julia's Eyes,"Horror,Thriller",2010-10-29
Contagion,"Drama,Thriller,Science Fiction",2011-09-08
Dragon Ball Z: Dead Zone,"Animation,Action,Fantasy",1989-07-15
Yes Man,"Comedy,Romance",2008-12-09
Mr. Jones,"Thriller,Drama,History",2019-10-25
Wildlife,Drama,2018-09-23
Spring,"Horror,Romance,Science Fiction",2014-10-08
Flowers in the Attic,"Drama,Mystery,Thriller,TV Movie",2014-01-18
Populaire,"Comedy,Romance",2012-11-27
Princess Protection Program,"Family,TV Movie,Comedy,Drama",2009-05-20
My Sassy Girl,"Comedy,Romance",2008-05-26
Elf,"Comedy,Family,Fantasy",2003-10-09
Liar Liar,Comedy,1997-03-21
Bleach,"Action,Fantasy,Adventure",2018-07-20
Attraction,"Drama,Romance,Science Fiction,Adventure",2017-01-26
The Last Circus,"Comedy,Drama,Horror",2010-12-17
The Replacements,Comedy,2000-08-11
Thunderball,"Adventure,Action,Thriller",1965-12-11
The Infiltrator,"Crime,Drama,Thriller",2016-07-13
Reversal of Fortune,Drama,1990-10-05
House of Usher,"Horror,Drama",1960-06-22
The Other Boleyn Girl,"Drama,Romance",2008-02-28
The Rescuers Down Under,"Animation,Adventure,Family,Fantasy",1990-11-16
The Boss of It All,Comedy,2006-09-21
Enough,"Drama,Thriller",2002-05-21
Freaky,"Comedy,Fantasy,Horror,Thriller",2020-11-12
I'm Thinking of Ending Things,"Drama,Mystery,Thriller,Horror,Fantasy",2020-08-28
The Muppets,"Family,Comedy,Music",2011-11-22
Society,"Comedy,Horror,Mystery",1989-05-13
Pokémon: The Movie 2000,"Adventure,Fantasy,Animation,Science Fiction,Family",1999-07-17
Alpha Dog,"Crime,Drama,Thriller",2006-01-27
Oxygen,"Science Fiction,Thriller,Horror",2021-05-12
The Equalizer 2,"Action,Thriller,Crime",2018-07-19
Clouds of Sils Maria,Drama,2014-08-20
How I Live Now,"Drama,Action,Thriller,War",2013-09-10
Traitor,"Drama,Action,Thriller,Crime",2008-08-23
Dying Young,"Drama,Romance",1991-06-20
Kika,"Comedy,Drama",1993-10-29
The Ring,"Horror,Mystery",2002-10-18
Nanny McPhee,"Fantasy,Comedy,Family",2005-10-21
Child's Play,Horror,1988-11-08
My First Time,"Drama,Romance",2012-01-18
Street Kings,"Action,Crime,Drama,Thriller",2008-04-10
The Protégé,"Action,Thriller",2021-08-19
Great Expectations,"Comedy,Drama,Romance",1998-01-30
Time Freak,"Science Fiction,Comedy,Romance",2018-11-09
The Brand New Testament,"Comedy,Fantasy",2015-09-02
22 Bullets,"Drama,Crime,Thriller",2010-03-23
Police Academy,"Comedy,Crime",1984-03-22
Zombie Flesh Eaters,Horror,1979-08-25
Girl with a Pearl Earring,"Drama,Romance",2003-12-12
Planet Terror,"Horror,Action,Thriller",2007-04-06
Yves Saint Laurent,Drama,2014-01-08
The Hunter,"Drama,Thriller,Adventure",2011-10-06
Time Bandits,"Family,Fantasy,Science Fiction,Adventure,Comedy",1981-07-13
The Masque of the Red Death,"Drama,Horror",1964-06-24
Gummo,"Drama,Comedy",1997-10-17
Rugrats in Paris: The Movie,"Family,Animation,Adventure,Comedy",2000-09-14
Keeping Mum,Comedy,2005-12-02
Vampire Hunter D,"Animation,Fantasy,Horror",1985-12-21
Dalida,"Music,Drama",2017-01-11
The Wizard of Lies,"Crime,Drama,History,Thriller,TV Movie",2017-05-11
Tinker Tailor Soldier Spy,"Drama,Thriller,Mystery",2011-09-16
Bright Star,"Drama,Romance",2009-11-05
Swimming with Sharks,"Crime,Comedy",1994-09-10
Cronos,"Drama,Horror,Thriller",1993-11-05
Commando,"Action,Adventure,Thriller",1985-10-03
Space Pirate Captain Harlock,"Animation,Science Fiction",2013-09-07
Lilo & Stitch 2: Stitch Has a Glitch,"Animation,Family,Comedy,Science Fiction",2005-01-22
Logan's Run,"Action,Science Fiction",1976-06-23
Something's Gotta Give,"Drama,Comedy,Romance",2003-12-12
The Last Mercenary,"Action,Comedy",2021-07-30
The Seventh Company Outdoors,Comedy,1977-12-07
Grumpy Old Men,Comedy,1993-12-25
Three Kings,"Action,Comedy,War",1999-04-21
Trance,"Thriller,Crime,Drama,Mystery",2013-03-27
Bringing Out the Dead,Drama,1999-10-22
Veronica Mars,"Comedy,Drama,Crime",2014-03-13
Inside Man: Most Wanted,"Action,Thriller",2019-09-24
The Legacy of the Bones,"Thriller,Crime",2019-12-05
Valerian and the City of a Thousand Planets,"Adventure,Science Fiction,Action",2017-07-20
The Crucible,"Drama,History",1996-11-27
Damage,"Drama,Romance",1992-12-02
Tigerland,"Drama,War",2000-10-06
Cocoon,"Comedy,Drama,Science Fiction",1985-06-21
Crank,"Action,Thriller,Crime",2006-08-31
Popstar: Never Stop Never Stopping,"Comedy,Music",2016-06-03
The Way Back,Drama,2020-03-05
Storks,"Adventure,Animation,Comedy,Family",2016-09-22
Night Moves,"Thriller,Crime,Mystery",1975-02-27
Midway,"Action,Drama,History,War",1976-06-18
The Long Kiss Goodnight,"Crime,Action,Mystery,Thriller",1996-10-11
Happy Gilmore,Comedy,1996-02-16
Bully,"Crime,Drama",2001-06-15
"Good Luck Charlie, It's Christmas!","TV Movie,Comedy,Family",2011-12-08
Welcome to the Rileys,Drama,2010-10-29
Ms .45,"Crime,Thriller",1981-04-24
Demons,Horror,1985-10-04
Body of Lies,"Action,Drama,Thriller",2008-10-09
Breach,"Drama,Thriller,Crime,History",2007-02-12
Mistress America,Comedy,2015-08-14
Pineapple Express,"Action,Comedy,Crime",2008-08-06
Burn After Reading,"Comedy,Drama",2008-09-05
Books of Blood,"Horror,Science Fiction",2020-10-07
Batman: The Killing Joke,"Action,Animation,Crime,Drama",2016-07-24
The Guest,"Mystery,Thriller,Action",2014-09-05
Point Blank,"Action,Thriller,Crime",2010-11-08
Real Genius,"Comedy,Romance,Science Fiction",1985-08-07
Love in the Time of Cholera,"Drama,Romance",2007-10-04
Brittany Runs a Marathon,"Comedy,Drama",2019-08-23
Postcards from the Edge,"Comedy,Drama",1990-09-14
The Gauntlet,"Drama,Action,Crime,Thriller",1977-12-21
The Chronicles of Narnia: Prince Caspian,"Adventure,Family,Fantasy",2008-05-15
Buried,"Drama,Thriller,Mystery",2010-09-24
Play Misty for Me,"Drama,Thriller",1971-10-01
Fermat's Room,"Mystery,Thriller",2007-10-07
Hell House LLC,"Horror,Mystery,Thriller",2015-10-16
River's Edge,"Crime,Drama",1986-08-27
The People Under the Stairs,"Horror,Mystery",1991-11-01
The Prince of Tides,"Drama,Romance",1991-12-25
Dragon Ball Z: The Return of Cooler,"Action,Animation,Science Fiction",1992-03-07
Taxidermia,"Drama,Horror,Comedy",2006-08-23
The Great Gilly Hopkins,"Comedy,Drama,Family",2015-10-05
Bad Hair Day,"TV Movie,Adventure,Comedy",2015-02-13
Alice in Wonderland,"Family,Fantasy,Adventure",2010-03-03
Taxi,"Action,Comedy",1998-04-08
Mary Queen of Scots,"Drama,History",2018-12-07
All Is Lost,"Action,Adventure,Drama",2013-08-23
The Kindergarten Teacher,Drama,2018-09-23
Radius,"Thriller,Drama,Horror",2017-07-17
The Diary of a Teenage Girl,"Drama,Romance",2015-08-07
The Hunger,"Horror,Drama",1983-04-29
The Man in the Iron Mask,"Adventure,Action,Drama",1998-03-12
Rambo,"Action,Thriller",2008-01-24
Turbo Kid,"Action,Adventure,Comedy,Science Fiction,Horror",2015-08-14
The Heat,"Action,Comedy,Crime",2013-06-27
Suicide Club,"Drama,Horror,Thriller",2001-10-29
My Best Friend's Wedding,"Comedy,Romance",1997-06-19
The Final Countdown,"War,Action,Science Fiction",1980-01-31
When We First Met,"Comedy,Romance,Fantasy",2018-02-09
The Nutty Professor,"Comedy,Romance,Science Fiction",1963-06-04
Bring It On: All or Nothing,Comedy,2006-08-08
99 francs,"Drama,Comedy",2007-09-26
Resident Evil,"Horror,Action,Science Fiction",2002-03-15
The Kid Detective,"Comedy,Drama,Mystery",2020-10-16
The Poughkeepsie Tapes,"Horror,Mystery,Crime,Thriller",2009-01-30
Tuck Everlasting,"Drama,Family,Fantasy,Romance",2002-10-11
Bubba Ho-tep,"Comedy,Horror,Thriller,Mystery,Fantasy",2002-06-09
French Fried Vacation,Comedy,1978-11-11
Tropic Thunder,"Action,Comedy,Adventure,War",2008-08-09
Beavis and Butt-Head Do America,"Animation,Comedy",1996-12-15
Big Miracle,"Adventure,Drama,Romance",2012-02-02
Female Agents,"War,History",2008-02-08
Gold,"Adventure,Drama,Thriller",2016-02-03
The Son of Bigfoot,"Family,Animation,Comedy",2017-07-26
Man Up,"Romance,Comedy",2015-05-29
A Most Violent Year,"Crime,Drama,Thriller",2014-12-31
Oblivion,"Action,Science Fiction,Adventure,Mystery",2013-04-10
The Fabulous Baker Boys,"Comedy,Drama,Music,Romance",1989-10-13
Clear and Present Danger,"Action,Drama,Thriller",1994-08-03
Working Girl,"Comedy,Romance,Drama",1988-12-20
Footloose,"Drama,Music,Romance",2011-10-06
Revenge of the Bridesmaids,"Comedy,Romance,TV Movie",2010-07-18
The Warrior's Way,"Adventure,Fantasy,Action,Western,Thriller",2010-12-01
Leroy & Stitch,"Animation,Comedy,Family",2006-06-23
The American President,"Comedy,Drama,Romance",1995-11-17
Unfaithful,"Thriller,Drama",2002-05-10
The Forbidden Kingdom,"Action,Adventure,Fantasy",2008-04-18
Return to Oz,"Adventure,Family,Fantasy",1985-06-21
U Turn,Thriller,1997-10-03
Fever Pitch,"Comedy,Romance",1997-04-04
Alex Strangelove,"Comedy,Drama",2018-04-16
Colombiana,"Action,Thriller,Crime,Drama",2011-07-27
Boundin',"Animation,Family,Music,Comedy",2003-11-04
The Last Starfighter,"Adventure,Science Fiction,Action",1984-07-13
Into the Night,"Thriller,Action,Comedy,Crime,Drama,Romance",1985-02-22
Teenage Mutant Ninja Turtles,"Science Fiction,Action,Adventure,Comedy,Family",1990-03-30
The Lost Daughter,Drama,2021-12-16
Mia madre,Drama,2015-04-16
Chennai Express,"Romance,Comedy,Action",2013-08-08
[REC]²,"Thriller,Horror",2009-09-15
Little Monsters,"Horror,Comedy",2019-08-29
Pinocchio,"Fantasy,Adventure,Drama",2019-12-19
Welcome to Marwen,"Drama,Comedy,Fantasy",2018-12-21
Happy-Go-Lucky,"Comedy,Drama",2008-04-18
The Ferpect Crime,"Comedy,Thriller",2004-09-10
Titan A.E.,"Animation,Action,Science Fiction,Family,Adventure",2000-06-16
Scoop,"Comedy,Mystery",2006-07-27
The Eyes of Tammy Faye,"Drama,History",2021-09-17
Crazy/Beautiful,"Drama,Romance",2001-06-29
Sliding Doors,"Comedy,Drama,Fantasy,Romance",1998-04-23
Pet Sematary,Horror,1989-04-21
I'm Not There,"Drama,Music",2007-10-01
Rambo: First Blood Part II,"Action,Adventure,Thriller,War",1985-05-21
Wizards of Waverly Place: The Movie,"Family,TV Movie,Adventure,Comedy,Drama,Fantasy",2009-08-28
New Jack City,"Thriller,Crime,Drama",1991-03-08
National Treasure,"Adventure,Action,Thriller,Mystery",2004-11-19
Greta,"Mystery,Thriller,Horror",2018-09-06
Sobibor,"War,Drama",2018-05-03
Geek Charming,"Comedy,Drama,Family,TV Movie",2011-11-11
Cloudy with a Chance of Meatballs,"Animation,Comedy,Family",2009-09-17
Naruto: Legend of the Stone of Gelel,"Animation,Adventure,Fantasy",2005-08-06
The Four Feathers,"War,Drama,Romance,Action,Adventure",2002-09-08
A Good Doctor,Comedy,2019-12-11
Miss Potter,"Drama,Family,Romance",2006-12-03
Suicide Kings,"Action,Comedy,Crime,Drama,Thriller",1998-04-17
Dumb and Dumber,Comedy,1994-12-16
In the Game,Comedy,2018-03-21
Grandma's Boy,Comedy,2006-01-06
Dead Men Don't Wear Plaid,"Comedy,Mystery",1982-05-21
The Spiderwick Chronicles,"Family,Adventure,Fantasy,Drama",2008-02-14
Live Free or Die Hard,"Action,Thriller",2007-06-20
Annabelle: Creation,"Horror,Mystery,Thriller",2017-08-03
Uncle Boonmee Who Can Recall His Past Lives,"Drama,Fantasy",2010-06-25
The Swan Princess,"Family,Animation,Fantasy,Adventure,Comedy",1994-11-18
Fire in the Sky,"Science Fiction,Drama,Mystery",1993-03-12
The Cotton Club,"Crime,Drama",1984-12-14
To Die For,"Drama,Comedy,Crime",1995-09-22
Man of Steel,"Action,Adventure,Science Fiction",2013-06-12
The Kids Are All Right,"Comedy,Drama",2010-07-09
Goya's Ghosts,Drama,2006-11-08
Walk Hard: The Dewey Cox Story,"Comedy,Music,Drama",2007-12-21
Bernie,"Comedy,Crime,Drama",2012-04-27
Detective Dee and the Mystery of the Phantom Flame,"Action,Adventure,Drama,Mystery",2010-09-18
Super,"Comedy,Action,Drama",2010-11-26
Twin Dragons,"Comedy,Action",1992-01-15
Hannah Montana: The Movie,"Comedy,Drama,Family,Music,Romance",2009-03-26
